|CET||1||DE||Zwönitz Gymnasium|Zwönitz Gymnasium||||503801N|29|124830E|||||8071642|UIC
|CET||1||DE||Ebersbrunn Gasthof Löwe|Ebersbrunn Gasthof Lowe||||503908N|29|122621E|||||8071753|UIC
|CET||1||DE||Daßlitz Kreuzung|Dasslitz Kreuzung||||504054N|29|120748E|||||8071735|UIC
|CET||1||DE||Stollberg(Sachs) Gewerbepark|Stollberg Gewerbepark||||504251N|29|124652E|||||8071811|UIC
|CET||1||DE||Bonn UN Campus|Bonn Un Campus||||504252N|29|070704E|||||8001091|UIC
|CET||1||DE||Hilgenroth Ortsmitte|Hilgenroth Ortsmitte||||504410N|29|073903E|||||8070990|UIC
|CET||1||DE||Kurort Kipsdorf|Kurort Kipsdorf||||504817N|29|134035E|||||8012133|UIC
|CET||1||DE||Chemnitz Stadlerplatz|Chemnitz Stadlerplatz||||504915N|29|125537E|||||8017478|UIC
|CET||1||DE||Chemnitz Bernsbachplatz|Chemnitz Bernsbachplatz||||504930N|29|125536E|||||8017475|UIC
|CET||1||DE||Buschmühle|Buschmuhle||||504935N|29|134124E|||||8011301|UIC
|CET||1||DE||Schmiedeberg (Dresden)|Schmiedeberg (Dresden)||||505017N|29|134031E|||||8012884|UIC
|CET||1||DE||Schmiedeberg-Naundorf|Schmiedeberg-Naundorf||||505038N|29|134010E|||||8012885|UIC
|CET||1||DE||Obercarsdorf|Obercarsdorf||||505136N|29|133954E|||||8012518|UIC
|CET||1||DE||Ulberndorf|Ulberndorf||||505226N|29|134019E|||||8013167|UIC
|CET||1||DE||Niederbobritzsch Goldener Löwe|Niederbobritzsch Goldener Lowe||||505354N|29|132602E|||||8072865|UIC
|CET||1||DE||Hainewalde Gemeindeamt|Hainewalde Gemeindeamt||||505427N|29|144206E|||||8071054|UIC
|CET||1||DE||Muldenhütten, Hilbersdorf Gasthof|Muldenhutten, Hilbersdorf Gasthof||||505440N|29|132325E|||||8071312|UIC
|CET||1||DE||Mittelherwigsdorf Gütchen|Mittelherwigsdorf Gütchen||||505458N|29|144535E|||||8071714|UIC
|CET||1||DE||Seifhennersdorf Grenze (Varnsdf)|Seifhennersdorf Grenze (Varnsdf)||||505527N|29|143628E|||||8071417|UIC
|CET||1||DE||Seifhennersdorf Zollstraße|Seifhennersdorf Zollstrasse||||505549N|29|143655E|||||8071418|UIC
|CET||1||DE||Köln Dom/Hbf (tief)|Koln Dom/Hbf (Tief)||||505634N|29|065731E|||||8098207|UIC
|CET||1||DE||Heidenau-Großsedlitz Pechhütte|Heidenau-Grosssedlitz Pechhutte||||505736N|29|135333E|||||8007132|UIC
|CET||1||DE||Dresden-Zschachwitz Fritz-Schreiter-Str.|Dresden Zschachwitz Fritz-Schreiter-Str.||||505934N|29|135103E|||||8013446|UIC
|CET||1||DE||Battenfeld|Battenfeld||||510121N|29|083926E|||||8000820|UIC
|CET||1||DE||Battenberg Bf|Battenberg Bf||||510121N|29|083815E|||||8000819|UIC
|CET||1||DE||Allendorf(Eder) Bf|Allendorf(Eder) Bf||||510133N|29|084037E|||||8000493|UIC
|CET||1||DE||Stolpen Grüne Aue|Stolpen Grune Aue||||510222N|29|140518E|||||8079044|UIC
|CET||1||DE||Dürrhennersdorf|Durrhennersdorf||||510257N|29|143633E|||||8011439|UIC
|CET||1||DE||Großschweidnitz|Grossschweidnitz||||510419N|29|143756E|||||8010148|UIC
|CET||1||DE||Dresden-Stetzsch Am Urnenfeld|Dresden-Stetzsch Am Urnenfeld||||510457N|29|133907E|||||8071087|UIC
|CET||1||DE||Neukirch(Lausitz)West Zur dt Eiche|Neukirch(Lausitz)West Zur Dt Eiche||||510551N|29|141724E|||||8071581|UIC
|CET||1||DE||Seebach(b Mühl.) Ort|Seebach(B Muhl.) Ort||||510951N|29|103046E|||||8089141|UIC
|CET||1||DE||Niesky Horkaer Straße|Niesky Horkaer Strasse||||511733N|29|144936E|||||8070900|UIC
|CET||1||DE||Dingelstädt ZOB|Dingelstadt Zob||||511900N|29|101901E|||||8087005|UIC
|CET||1||DE||Leipzig K-Eisner-/A-Hoffmann-Straße|Leipzig K-Eisner-/A-Hoffmann-Strasse||||511914N|29|122242E|||||8071073|UIC
|CET||1||DE||Leipzig G-Schumann-/Lindenthaler Straße|Leipzig G-Schumann-/Lindenthaler Strasse||||512144N|29|122155E|||||8071076|UIC
|CET||1||DE||Lutterberg Kirchstraße|Lutterberg Kirchstrasse||||512222N|29|093651E|||||8071093|UIC
|CET||1||DE||Lutterberg Göttinger Straße|Lutterberg Gottinger Strasse||||512224N|29|093655E|||||8071092|UIC
|CET||1||DE||Leipzig Messeverwaltung|Leipzig Messeverwaltung||||512342N|29|122340E|||||8071074|UIC
|CET||1||DE||Wengern Ost|Wengern Ost||||512357N|29|072103E|||||8070571|UIC
|CET||1||DE||Hattingen(Ruhr) EBD|HATTINGEN (RUHR)||||512403N|29|071010E|||||8070427|UIC
|CET||1||DE||Blankenstein(Ruhr) Haus Kemnade|Blankenstein(Ruhr) Haus Kemnade||||512422N|29|071502E|||||8070328|UIC
|CET||1||DE||Hattingen(Ruhr) Henrichshütte|Hattingen(Ruhr) Henrichshutte||||512431N|29|071054E|||||8070434|UIC
|CET||1||DE||Blankenstein(Ruhr) Burg|Blankenstein(Ruhr) Burg||||512432N|29|071349E|||||8070327|UIC
|CET||1||DE||Ruine Hardenstein Hp|Ruine Hardenstein Hp||||512514N|29|071804E|||||8070523|UIC
|CET||1||DE||Witten-Bommern Hp|Witten-Bommern Hp||||512528N|29|072024E|||||8070576|UIC
|CET||1||DE||Herbede|Herbede||||512531N|29|071652E|||||8070435|UIC
|CET||1||DE||Bochum-Dahlhausen EBD|Bochum-Dahlhausen Ebd||||512535N|29|070827E|||||8070331|UIC
|CET||1||DE||Witten Zeche Nachtigall|Witten Zeche Nachtigall||||512545N|29|071911E|||||8071540|UIC
|CET||1||DE||Hoyerswerda-Neustadt Ziolkowskistraße|Hoyerswerda-Neustadt Ziolkowskistrasse||||512545N|29|141624E|||||8071702|UIC
|CET||1||DE||Bochum-Dahlhausen Eisenbahnmuseum|Bochum-Dahlhausen Eisenbahnmuseum||||512556N|29|070723E|||||8070332|UIC
|CET||1||DE||Essen Hbf (ZOB)|Essen Hbf (Zob)||||512702N|29|070047E|||||8089324|UIC
|CET||1||DE||Bochum Hbf (Buddenbergplatz)|Bochum Hbf (Buddenbergplatz)||||512838N|29|071328E|||||8070979|UIC
|CET||1||DE||Halle(Saale)Hbf Gl. 13a|Halle(Saale)Hbf Gl. 13A||||512843N|29|115915E|||||8098159|UIC
|CET||1||DE||Hohenthurm Mölbitzer Weg|Hohenthurm Molbitzer Weg||||513048N|29|120547E|||||8071078|UIC
|CET||1||DE||Brehna Markt|Brehna Markt||||513326N|29|121245E|||||8071739|UIC
|CET||1||DE||Friesdorf|Friesdorf||||513521N|29|111807E|||||8011586|UIC
|CET||1||DE||Klostermansfeld Randsiedlung|Klostermansfeld Randsiedlung||||513527N|29|112954E|||||8010204|UIC
|CET||1||DE||Friesdorf Ost|Friesdorf Ost||||513552N|29|111925E|||||8011587|UIC
|CET||1||DE||Vatteröder Teich|Vatteroder Teich||||513553N|29|112443E|||||8079152|UIC
|CET||1||DE||Mansfeld(Südharz)|Mansfeld(Sudharz)||||513601N|29|112707E|||||8012300|UIC
|CET||1||DE||Gräfenstuhl-Klippmühle|Grafenstuhl-Klippmuhle||||513607N|29|112415E|||||8011685|UIC
|CET||1||DE||Biesenrode|Biesenrode||||513614N|29|112305E|||||8011187|UIC
|CET||1||DE||Bad Schmiedeberg Süd|Bad Schmiedeberg Sud||||514011N|29|124333E|||||8011083|UIC
|CET||1||DE||Cottbus-Merzdorf Industriegelände|Cottbus-Merzdorf Industriegelande||||514605N|29|142149E|||||8079716|UIC
|CET||1||DE||Cottbus-Willmersdorf Möbeldorf|Cottbus-Willmersdorf Mobeldorf||||514844N|29|142320E|||||8079717|UIC
