ADDRESS	TIME_ZONE	CITY_NAME	STATUS_CODE	PROVINCE_STATE_CODE	COUNTRY_CODE	DAYS_OF_WEEK_OF_OPERATION	DAFAULT_LONG_NAME	DAFAULT_SHORT_NAME	EMAIL	FAX_NUMBER	GENERIC_LOCATION_CODE	LATITUDE	LOCATION_TYPE	LONGITUDE	MINIMUM_CONNECTION_TIME	PHONE_NUMBER	POSTAL_CODE	DATA_OWNER	CODE_VALUE	CODE_CONTEXT
	CET		1		DE		Betzdorf (TGem)	Betzdorf (TGem)				000000N	29	000000E					8040443	UIC
	CET		1		DE		Hamm(Sieg) (TGem)	Hamm(Sieg) (TGem)				000000N	29	000000E					8040445	UIC
	CET		1		DE		Herdorf (TGem)	Herdorf (TGem)				000000N	29	000000E					8040446	UIC
	CET		1		DE		Kirchen(Sieg) (TGem)	Kirchen(Sieg) (TGem)				000000N	29	000000E					8040447	UIC
	CET		1		DE		Wissen (TGem)	Wissen (TGem)				504659N	29	074420E					8040448	UIC
	CET		1		DE		Borken(Hes.) (TGem)	Borken(Hes.) (TGem)				000000N	29	000000E					8040464	UIC
	CET		1		DE		Edermünde (TGem)	Edermünde (TGem)				000000N	29	000000E					8040465	UIC
	CET		1		DE		Felsberg (TGem)	Felsberg (TGem)				510752N	29	092608E					8040466	UIC
	CET		1		DE		Kirchhain (TGem)	Kirchhain (TGem)				504925N	29	085517E					8040467	UIC
	CET		1		DE		Neuental (TGem)	Neuental (TGem)				000000N	29	000000E					8040468	UIC
	CET		1		DE		Neust.(Hes.) (TGem)	Neust.(Hes.) (TGem)				000000N	29	000000E					8040469	UIC
	CET		1		DE		Stadtallend. (TGem)	Stadtallend. (TGem)				000000N	29	000000E					8040470	UIC
	CET		1		DE		Wabern (TGem)	Wabern (TGem)				510611N	29	092128E					8040471	UIC
	CET		1		DE		Venlo(Gem)	Venlo(Gem)				000000N	29	000000E					8040510	UIC
	CET		1		DE		Landgraaf(Gem)	Landgraaf(Gem)				000000N	29	000000E					8040529	UIC
	CET		1		DE		Heerlen(Gem)	Heerlen(Gem)				000000N	29	000000E					8040533	UIC
	CET		1		DE		Kerkrade(Gem)	Kerkrade(Gem)				000000N	29	000000E					8040534	UIC
	CET		1		DE		Zevenaar(Gem)	Zevenaar(Gem)				000000N	29	000000E					8040554	UIC
	CET		1		DE		Duiven(TGem)	Duiven(TGem)				000000N	29	000000E					8040555	UIC
	CET		1		DE		Arnhem(Gem)	Arnhem(Gem)				000000N	29	000000E					8040556	UIC
	CET		1		DE		Westervoort(TGem)	Westervoort(TGem)				000000N	29	000000E					8040557	UIC
	CET		1		DE		Enschede(Gem)	Enschede(Gem)				000000N	29	000000E					8040560	UIC
	CET		1		DE		Leutershausen-Wieder	Leutershausen-Wieder				000000N	29	000000E					8053664	UIC
	CET		1		DE		Schopfheim-Schlattho	Schopfheim-Schlattho				000000N	29	000000E					8055426	UIC
	CET		1		DE		Stryck	Stryck				511736N	29	083613E					8055762	UIC
	CET		1		DE		Großschweidnitz	Großschweidnitz				510557N	29	144018E					8060148	UIC
	CET		1		DE		Dürrhennersdorf	Dürrhennersdorf				510557N	29	144018E					8061439	UIC
	CET		1		DE		Oberhof(Thür)	Oberhof(Thür)				504103N	29	104234E					8062525	UIC
	CET		1		DE		Chemnitz Rosenbergst	Chemnitz Rosenbergst				504925N	29	125534E					8067480	UIC
	CET		1		DE		Porschdorf (Kr. Pirn	Porschdorf (Kr. Pirn				000000N	29	000000E					8070785	UIC
	CET		1		DE		Goßdorf-Kohlmühle Wa	Goßdorf-Kohlmühle Wa				505628N	29	140952E					8070799	UIC
	CET		1		DE		Burkhardtsdorf Spark	Burkhardtsdorf Spark				000000N	29	000000E					8071705	UIC
	CET		1		DE		Ludwigshafen BASF Sü	Ludwigshafen BASF Sü				492935N	29	082609E					8071795	UIC
	CET		1		DE		Ellefeld Alte Auerba	Ellefeld Alte Auerba				000000N	29	000000E					8072171	UIC
	CET		1		DE		Limburg ZOB Nord	Limburg ZOB Nord				502306N	29	080349E					8074108	UIC
	CET		1		DE		Westerburg Willmenro	Westerburg Willmenro				503328N	29	075802E					8074109	UIC
	CET		1		DE		Friedrichshafen Löwe	Friedrichshafen Löwe				473910N	29	092824E					8076131	UIC
	CET		1		DE		Bielefeld-Quelle Alb	Bielefeld-Quelle Alb				000000N	29	000000E					8076133	UIC
	CET		1		DE		Sassnitz ZOB	Sassnitz ZOB				543059N	29	133823E					8079540	UIC
	CET		1		DE		Löwenberg Kirche	Löwenberg Kirche				525347N	29	130903E					8079637	UIC
	CET		1		DE		Dossow Dorfstraße	Dossow Dorfstraße				530718N	29	123142E					8079705	UIC
	CET		1		DE		Altentreptow ZOB	Altentreptow ZOB				534131N	29	131436E					8079706	UIC
	CET		1		DE		Blankenfelde Mozartw	Blankenfelde Mozartw				522014N	29	132452E					8079711	UIC
	CET		1		DE		Bobitz Schule	Bobitz Schule				534806N	29	112130E					8079712	UIC
	CET		1		DE		Bärenklau Wendemarke	Bärenklau Wendemarke				524300N	29	130852E					8079714	UIC
	CET		1		DE		Chorin Dorf	Chorin Dorf				525413N	29	135212E					8079715	UIC
	CET		1		DE		Cottbus-Merzdorf Ind	Cottbus-Merzdorf Ind				000000N	29	000000E					8079716	UIC
	CET		1		DE		Cottbus-Willmersdorf	Cottbus-Willmersdorf				514824N	29	142236E					8079717	UIC
	CET		1		DE		Doberschütz B87	Doberschütz B87				512151N	29	124420E					8079718	UIC
	CET		1		DE		Ducherow Gaststätte	Ducherow Gaststätte				534553N	29	134641E					8079719	UIC
	CET		1		DE		Eberswalde Busbahnho	Eberswalde Busbahnho				524928N	29	134654E					8079720	UIC
	CET		1		DE		Elmenhorst Schule	Elmenhorst Schule				541301N	29	130403E					8079721	UIC
	CET		1		DE		Erkner ZOB	Erkner ZOB				522542N	29	134507E					8079722	UIC
	CET		1		DE		Falkensee Glienicker	Falkensee Glienicker				523258N	29	130751E					8079723	UIC
	CET		1		DE		Falkensee ZOB	Falkensee ZOB				000000N	29	000000E					8079724	UIC
	CET		1		DE		Finkenheerd Lindenst	Finkenheerd Lindenst				000000N	29	000000E					8079725	UIC
	CET		1		DE		Fretzdorf Dorf	Fretzdorf Dorf				530358N	29	123306E					8079726	UIC
	CET		1		DE		Fürstenwalde ZOB	Fürstenwalde ZOB				522200N	29	140331E					8079727	UIC
	CET		1		DE		Gnevkow Wendeschleif	Gnevkow Wendeschleif				000000N	29	000000E					8079728	UIC
	CET		1		DE		Graal-Müritz Süd	Graal-Müritz Süd				000000N	29	000000E					8079729	UIC
	CET		1		DE		Groß Lüsewitz Abzwei	Groß Lüsewitz Abzwei				540439N	29	122026E					8079730	UIC
	CET		1		DE		Hagebök Neubau B105	Hagebök Neubau B105				535738N	29	113656E					8079731	UIC
	CET		1		DE		Hohen Neuendorf Frie	Hohen Neuendorf Frie				524012N	29	131913E					8079733	UIC
	CET		1		DE		Hornstorf Neubau	Hornstorf Neubau				535419N	29	113202E					8079734	UIC
	CET		1		DE		Huckstorf Ort	Huckstorf Ort				535906N	29	120624E					8079735	UIC
	CET		1		DE		Jatznick Gemeindever	Jatznick Gemeindever				000000N	29	000000E					8079736	UIC
	CET		1		DE		Jänschwalde Dorf	Jänschwalde Dorf				515038N	29	142657E					8079737	UIC
	CET		1		DE		Jänschwalde Ost (Bus	Jänschwalde Ost (Bus				515230N	29	143238E					8079738	UIC
	CET		1		DE		Kalsow Abzweig B105	Kalsow Abzweig B105				535456N	29	113504E					8079739	UIC
	CET		1		DE		Lalendorf Am Waldran	Lalendorf Am Waldran				534535N	29	122321E					8079740	UIC
	CET		1		DE		Lancken Dorfstraße	Lancken Dorfstraße				543101N	29	133636E					8079741	UIC
	CET		1		DE		Lauta Puschkinallee	Lauta Puschkinallee				510225N	29	134353E					8079742	UIC
	CET		1		DE		Lietzow B96	Lietzow B96				542852N	29	133037E					8079744	UIC
	CET		1		DE		Lubolz Lübbener Stra	Lubolz Lübbener Stra				515745N	29	134946E					8079745	UIC
	CET		1		DE		Luckaitztal Buchwäld	Luckaitztal Buchwäld				000000N	29	000000E					8079746	UIC
	CET		1		DE		Luckaitztal Muckwar	Luckaitztal Muckwar				514417N	29	135846E					8079747	UIC
	CET		1		DE		Lüssow Ortsmitte	Lüssow Ortsmitte				535020N	29	120831E					8079748	UIC
	CET		1		DE		Mistorf Ort	Mistorf Ort				535248N	29	120723E					8079749	UIC
	CET		1		DE		Papendorf Schule	Papendorf Schule				540206N	29	120800E					8079751	UIC
	CET		1		DE		Parkentin Stegekamp	Parkentin Stegekamp				540455N	29	115840E					8079752	UIC
	CET		1		DE		Pasewalk Torgelower	Pasewalk Torgelower				000000N	29	000000E					8079753	UIC
	CET		1		DE		Prora Nord	Prora Nord				542631N	29	133359E					8079754	UIC
	CET		1		DE		Prora Ost Poststraße	Prora Ost Poststraße				542544N	29	133431E					8079755	UIC
	CET		1		DE		Prösen Ost B101	Prösen Ost B101				000000N	29	000000E					8079756	UIC
	CET		1		DE		Pölchow Ort	Pölchow Ort				540039N	29	120716E					8079757	UIC
	CET		1		DE		Rakow Alte Schule	Rakow Alte Schule				540251N	29	130254E					8079758	UIC
	CET		1		DE		Rambin(Rügen) Haupts	Rambin(Rügen) Haupts				542116N	29	131216E					8079759	UIC
	CET		1		DE		Reddelich Gaststätte	Reddelich Gaststätte				540510N	29	115059E					8079760	UIC
	CET		1		DE		Saarmund Abzweig zum	Saarmund Abzweig zum				521925N	29	130802E					8079764	UIC
	CET		1		DE		Sandförde Ort	Sandförde Ort				533350N	29	135816E					8079765	UIC
	CET		1		DE		Seddin Waldstraße	Seddin Waldstraße				521714N	29	125930E					8079767	UIC
	CET		1		DE		Sponholz Ort	Sponholz Ort				533349N	29	132159E					8079768	UIC
	CET		1		DE		Sternfeld Ort	Sternfeld Ort				534945N	29	130954E					8079769	UIC
	CET		1		DE		Stralsund Krankenhau	Stralsund Krankenhau				541815N	29	130238E					8079770	UIC
	CET		1		DE		Teschow Gaststätte	Teschow Gaststätte				535938N	29	113813E					8079771	UIC
	CET		1		DE		Uebigau Markt	Uebigau Markt				513541N	29	131801E					8079772	UIC
	CET		1		DE		Ueckermünde ZOB	Ueckermünde ZOB				534359N	29	140324E					8079773	UIC
	CET		1		DE		Utzedel Gaststätte	Utzedel Gaststätte				535126N	29	130735E					8079774	UIC
	CET		1		DE		Walsleben Schule	Walsleben Schule				525628N	29	124008E					8079775	UIC
	CET		1		DE		Weisen Kreuzung	Weisen Kreuzung				530127N	29	114708E					8079776	UIC
	CET		1		DE		Neißemünde-Wellmitz	Neißemünde-Wellmitz				520352N	29	144253E					8079777	UIC
	CET		1		DE		Wiesenau Dorfstraße	Wiesenau Dorfstraße				521350N	29	143530E					8079778	UIC
	CET		1		DE		Woltersdorf Berliner	Woltersdorf Berliner				520650N	29	131218E					8079779	UIC
	CET		1		DE		Zarrendorf Mühle	Zarrendorf Mühle				541423N	29	130453E					8079780	UIC
	CET		1		DE		Ziltendorf Kreuzung	Ziltendorf Kreuzung				521223N	29	143726E					8079781	UIC
	CET		1		DE		Potsdam Griebnitzsee	Potsdam Griebnitzsee				522341N	29	130742E					8080530	UIC
	CET		1		DE		Schwante An der Kirc	Schwante An der Kirc				524405N	29	130513E					8081563	UIC
	CET		1		DE		Lindau Hbf (Bahnhofp	Lindau Hbf (Bahnhofp				473239N	29	094052E					8081962	UIC
	CET		1		DE		Ribnitz-Damgarten Os	Ribnitz-Damgarten Os				541421N	29	122612E					8087031	UIC
	CET		1		DE		Martensdorf B105	Martensdorf B105				541803N	29	125548E					8087033	UIC
	CET		1		DE		Berlin Zoologischer	Berlin Zoologischer				523026N	29	131956E					8089046	UIC
	CET		1		DE		Berlin Friedrichstra	Berlin Friedrichstra				523113N	29	132313E					8089066	UIC
	CET		1		DE		Berlin-Mahlsdorf (S)	Berlin-Mahlsdorf (S)				523044N	29	133642E					8089072	UIC
	CET		1		DE		Berlin-Spandau (S)	Berlin-Spandau (S)				523204N	29	131153E					8089083	UIC
	CET		1		DE		Berlin-Hohenschönhau	Berlin-Hohenschönhau				000000N	29	000000E					8089117	UIC
	CET		1		DE		Marquardt Schule	Marquardt Schule				48.152291	29	8.446608					8089143	UIC
	CET		1		DE		Berlin Charlottenbur	Berlin Charlottenbur				523018N	29	131809E					8089165	UIC
	CET		1		DE		Erkner (S)	Erkner (S)				522542N	29	134507E					8089181	UIC
	CET		1		DE		Berlin-Lichtenberg (	Berlin-Lichtenberg (				523033N	29	132949E					8089182	UIC
	CET		1		DE		Potsdam Hbf (S)	Potsdam Hbf (S)				522330N	29	130359E					8089184	UIC
	CET		1		DE		Berlin Ostbahnhof (S	Berlin Ostbahnhof (S				523037N	29	132604E					8089185	UIC
	CET		1		DE		Blankenfelde (S)	Blankenfelde (S)				522015N	29	132456E					8089186	UIC
	CET		1		DE		Strausberg (S)	Strausberg (S)				523155N	29	135007E					8089187	UIC
	CET		1		DE		Ahrensfelde (S)	Ahrensfelde (S)				523419N	29	133359E					8089188	UIC
	CET		1		DE		Berlin-Karow (S)	Berlin-Karow (S)				523652N	29	132808E					8089189	UIC
	CET		1		DE		Berlin Wannsee (S)	Berlin Wannsee (S)				522517N	29	131045E					8089190	UIC
	CET		1		DE		Berlin-Karlshorst (S	Berlin-Karlshorst (S				522852N	29	133132E					8089193	UIC
	CET		1		DE		Oranienburg (S)	Oranienburg (S)				524516N	29	131454E					8089197	UIC
	CET		1		DE		Bernau (S)	Bernau (S)				000000N	29	000000E					8089205	UIC
	CET		1		DE		Hennigsdorf (S)	Hennigsdorf (S)				523815N	29	131218E					8089207	UIC
	CET		1		DE		Neubrandenburg ZOB	Neubrandenburg ZOB				533340N	29	131531E					8089305	UIC
	CET		1		DE		Hildesheim Gbf	Hildesheim Gbf				520926N	29	095632E					8099501	UIC
	CET		1		AT		Ledenitzen West	Ledenitzen West				463346N	29	135754E					8102149	UIC
	CET		1		AT		Baumgarten	Baumgarten				000000N	29	000000E					8150216	UIC
	CET		1		AT		Hall in Tirol-Thaur	Hall in Tirol-Thaur				471637N	29	112828E					8152105	UIC
	CET		1		AT		Schärding Bahnhof (V	Schärding Bahnhof (V				482749N	29	132633E					8164001	UIC
	CET		1		AT		Bludenz Bahnhof (Vor	Bludenz Bahnhof (Vor				470917N	29	094852E					8171002	UIC
	CET		1		AT		Mauthausen O\ Vormar	Mauthausen O\ Vormar				000000N	29	000000E					8171019	UIC
	CET		1		AT		Aisthofen Ortsmitte	Aisthofen Ortsmitte				000000N	29	000000E					8171025	UIC
	CET		1		AT		Perg Hauptplatz	Perg Hauptplatz				000000N	29	000000E					8171031	UIC
	CET		1		AT		Perg Turnhalle	Perg Turnhalle				481445N	29	143806E					8171032	UIC
	CET		1		AT		Arbing Bundesstraße	Arbing Bundesstraße				481336N	29	144204E					8171058	UIC
	CET		1		AT		Baumgartenberg Ortsm	Baumgartenberg Ortsm				000000N	29	000000E					8171061	UIC
	CET		1		AT		Perg Schulzentrum Ba	Perg Schulzentrum Ba				481428N	29	143814E					8171072	UIC
	CET		1		AT		Mauthausen O\ Bahnho	Mauthausen O\ Bahnho				481434N	29	143157E					8171116	UIC
	CET		1		AT		Schwertberg Bahnhof	Schwertberg Bahnhof				481607N	29	143448E					8171122	UIC
	CET		1		AT		Grein-Bad Kreuzen Ba	Grein-Bad Kreuzen Ba				000000N	29	000000E					8171162	UIC
	CET		1		AT		Dornach b.Grein Bahn	Dornach b.Grein Bahn				481130N	29	144912E					8171327	UIC
	CET		1		AT		Saxen Friedhof (B3)	Saxen Friedhof (B3)				000000N	29	000000E					8171333	UIC
	CET		1		AT		Antiesenhofen Bahnho	Antiesenhofen Bahnho				482050N	29	132407E					8172071	UIC
	CET		1		AT		St.Georgen am Steinf	St.Georgen am Steinf				000000N	29	000000E					8172178	UIC
	CET		1		AT		Lochau Bahnhof (Vorp	Lochau Bahnhof (Vorp				000000N	29	000000E					8172262	UIC
	CET		1		AT		Mürzzuschlag Bahnhof	Mürzzuschlag Bahnhof				473628N	29	154037E					8173207	UIC
	CET		1		AT		Traisen Markt Bahnhs	Traisen Markt Bahnhs				480223N	29	153641E					8174008	UIC
	CET		1		AT		Suben Abzw Bahnhof	Suben Abzw Bahnhof				482422N	29	132600E					8174012	UIC
	CET		1		AT		Lilienfeld Krankenha	Lilienfeld Krankenha				480032N	29	153442E					8174014	UIC
	CET		1		AT		Hainfeld N\ Bahnhof	Hainfeld N\ Bahnhof				480221N	29	154606E					8174049	UIC
	CET		1		AT		Traisen Bahnhof (Vor	Traisen Bahnhof (Vor				480223N	29	153641E					8174052	UIC
	CET		1		AT		Rohrbach/Gölsen Orts	Rohrbach/Gölsen Orts				000000N	29	000000E					8174058	UIC
	CET		1		AT		Rainfeld/Gölsen Orts	Rainfeld/Gölsen Orts				000000N	29	000000E					8174059	UIC
	CET		1		AT		Wiesenfeld/Gölsen Ab	Wiesenfeld/Gölsen Ab				000000N	29	000000E					8174063	UIC
	CET		1		AT		Dietrichshofen Abzw	Dietrichshofen Abzw				482216N	29	132449E					8174194	UIC
	CET		1		AT		Kledering Bahnhst (K	Kledering Bahnhst (K				480755N	29	162617E					8174251	UIC
	CET		1		AT		Gopperding Abzw Bahn	Gopperding Abzw Bahn				000000N	29	000000E					8174275	UIC
	CET		1		AT		Maria Lanzendorf Hau	Maria Lanzendorf Hau				000000N	29	000000E					8174349	UIC
	CET		1		AT		Losenstein Bahnhst (	Losenstein Bahnhst (				475527N	29	142552E					8175125	UIC
	CET		1		AT		Oberland O\ Forsterw	Oberland O\ Forsterw				000000N	29	000000E					8175189	UIC
	CET		1		AT		Kastenreith Bahnhst	Kastenreith Bahnhst				475102N	29	143816E					8175304	UIC
	CET		1		AT		Krummnußbaum an der	Krummnußbaum an der				481228N	29	150935E					8175346	UIC
	CET		1		AT		Säusenstein Postamt	Säusenstein Postamt				481123N	29	150657E					8175416	UIC
	CET		1		AT		Säusenstein Schloss	Säusenstein Schloss				481136N	29	150656E					8175417	UIC
	CET		1		AT		Pyburg Bahnhst (Bund	Pyburg Bahnhst (Bund				000000N	29	000000E					8175477	UIC
	CET		1		AT		Ennsdorf Bahnhst (Bu	Ennsdorf Bahnhst (Bu				000000N	29	000000E					8175482	UIC
	CET		1		AT		Möllersdorf Aspangba	Möllersdorf Aspangba				000000N	29	000000E					8176427	UIC
	CET		1		AT		Pöndorf Untermühlham	Pöndorf Untermühlham				475912N	29	132121E					8177060	UIC
	CET		1		AT		Timelkam Bahnhof (Vo	Timelkam Bahnhof (Vo				480027N	29	133544E					8177194	UIC
	CET		1		AT		Frankenmarkt Bahnhof	Frankenmarkt Bahnhof				475858N	29	132554E					8177207	UIC
	CET		1		AT		Vöcklamarkt Bahnhof	Vöcklamarkt Bahnhof				475952N	29	132922E					8177289	UIC
	CET		1		AT		Redl-Zipf Bahnhst (V	Redl-Zipf Bahnhst (V				480134N	29	133053E					8177291	UIC
	CET		1		AT		Guntramsdorf Kaisera	Guntramsdorf Kaisera				480239N	29	161930E					8178383	UIC
	CET		1		AT		Wilhelmsburg/Traisen	Wilhelmsburg/Traisen				480641N	29	153630E					8179171	UIC
	CET		1		AT		Roppen Innbrücke	Roppen Innbrücke				471256N	29	104903E					8179206	UIC
	CET		1		AT		Wilhelmsburg/Traisen	Wilhelmsburg/Traisen				480641N	29	153630E					8179247	UIC
	CET		1		AT		Imsterberg Bahnhst (	Imsterberg Bahnhst (				471240N	29	104223E					8179287	UIC
	CET		1		AT		Wien Grillgasse Bahn	Wien Grillgasse Bahn				481001N	29	162425E					8181038	UIC
	CET		1		AT		St.Pölten Alpenbahnh	St.Pölten Alpenbahnh				481156N	29	153649E					8182007	UIC
	CET		1		AT		St.Pölten Mariazelle	St.Pölten Mariazelle				481059N	29	153701E					8182011	UIC
	CET		1		AT		Hart b.St.Pölten B20	Hart b.St.Pölten B20				480858N	29	153650E					8182179	UIC
	CET		1		AT		Marktl/Traisen Ort	Marktl/Traisen Ort				480242N	29	154018E					8184011	UIC
	CET		1		AT		Schrambach Bahnhst (	Schrambach Bahnhst (				480002N	29	153425E					8184015	UIC
	CET		1		AT		St.Veit/Gölsen Haupt	St.Veit/Gölsen Haupt				480242N	29	154018E					8184061	UIC
	CET		1		AT		Oberhofen-Zell am Mo	Oberhofen-Zell am Mo				000000N	29	000000E					8187025	UIC
	CET		1		AT		Laxenburg Leopold-Fi	Laxenburg Leopold-Fi				000000N	29	000000E					8187030	UIC
	CET		1		AT		Lilienfeld Bahnhof (	Lilienfeld Bahnhof (				480049N	29	153534E					8194050	UIC
	CET		1		LU		Pfaffenthal-Kirchber	Pfaffenthal-Kirchber				493708N	29	060758E					8250102	UIC
	CET		1		LU		Pfaffenthal-Kirch	Pfaffenthal-Kirch				000000N	29	000000E					8282102	UIC
	CET		1		LU		Howald	Howald				493600N	29	060802E					8282250	UIC
	CET		1		IT		Iselle Trasquera	Iselle Trasquera				461225N	29	081225E					8301952	UIC
	CET		1		IT		Lison	Lison				000000N	29	000000E					8302663	UIC
	CET		1		IT		Fossalta di Piave	Fossalta di Piave				453727N	29	123001E					8302667	UIC
	CET		1		IT		Meolo	Meolo				453647N	29	122714E					8302668	UIC
	CET		1		IT		Gaggio Porta Est	Gaggio Porta Est				453244N	29	121853E					8302673	UIC
	CET		1		IT		Basiliano	Basiliano				460046N	29	130632E					8302832	UIC
	CET		1		IT		Venzone	Venzone				461955N	29	130808E					8303018	UIC
	CET		1		IT		Tarcento	Tarcento				461233N	29	131147E					8303022	UIC
	CET		1		IT		Tricesimo-S.Pelag	Tricesimo-S.Pelag				000000N	29	000000E					8303023	UIC
	CET		1		IT		Buttrio	Buttrio				460044N	29	131946E					8303029	UIC
	CET		1		IT		Manzano	Manzano				455916N	29	132231E					8303030	UIC
	CET		1		IT		S.Giovanni Natis.	S.Giovanni Natis.				381259N	29	153804E					8303031	UIC
	CET		1		IT		Palazzolo Stella	Palazzolo Stella				454812N	29	130501E					8303203	UIC
	CET		1		IT		Muzzana Turgnano	Muzzana Turgnano				454859N	29	130756E					8303204	UIC
	CET		1		IT		Trieste A. Ronchi	Trieste A. Ronchi				000000N	29	000000E					8303213	UIC
	CET		1		IT		Sistiana-Visogl.	Sistiana-Visogl.				454629N	29	133844E					8303312	UIC
	CET		1		IT		Bivio d'Aurisina	Bivio d'Aurisina				454514N	29	133922E					8303313	UIC
	CET		1		IT		Villa-Opicina(fr)	Villa-Opicina(fr)				454101N	29	134701E					8303467	UIC
	CET		1		IT		Imperia	Imperia				435331N	29	080220E					8304523	UIC
	CET		1		IT		Diano	Diano				435529N	29	080422E					8304524	UIC
	CET		1		IT		Andora	Andora				435707N	29	080821E					8304525	UIC
	CET		1		IT		Bonassola	Bonassola				441105N	29	093457E					8304730	UIC
	CET		1		IT		Savignano Rubic.	Savignano Rubic.				000000N	29	000000E					8305068	UIC
	CET		1		IT		Pianoro	Pianoro				442250N	29	112027E					8305131	UIC
	CET		1		IT		Monzuno-Vado	Monzuno-Vado				441920N	29	111543E					8305132	UIC
	CET		1		IT		Grizzana	Grizzana				441529N	29	111052E					8305133	UIC
	CET		1		IT		Rastignano	Rastignano				442635N	29	112126E					8305138	UIC
	CET		1		IT		Collecchio	Collecchio				444519N	29	101244E					8306151	UIC
	CET		1		IT		Aulla	Aulla				441307N	29	095836E					8306168	UIC
	CET		1		IT		S. Stefano Magra	S. Stefano Magra				440924N	29	095455E					8306170	UIC
	CET		1		IT		Altopascio	Altopascio				434902N	29	104021E					8306407	UIC
	CET		1		IT		Prato P.Serraglio	Prato P.Serraglio				435303N	29	110554E					8306422	UIC
	CET		1		IT		Pisa S. Rossore	Pisa S. Rossore				434327N	29	102315E					8306501	UIC
	CET		1		IT		Crespino Lamone	Crespino Lamone				440230N	29	113253E					8306607	UIC
	CET		1		IT		Brisighella	Brisighella				441313N	29	114611E					8306614	UIC
	CET		1		IT		Fognano	Fognano				441211N	29	114339E					8306618	UIC
	CET		1		IT		Montepulciano	Montepulciano				430554N	29	114707E					8306855	UIC
	CET		1		IT		Castiglion Fior.	Castiglion Fior.				432026N	29	115451E					8306920	UIC
	CET		1		IT		Ellera-Corciano	Ellera-Corciano				430540N	29	121906E					8307003	UIC
	CET		1		IT		Bastia	Bastia				430416N	29	123251E					8307007	UIC
	CET		1		IT		Spello	Spello				425903N	29	124008E					8307010	UIC
	CET		1		IT		Narni-Amelia	Narni-Amelia				423152N	29	123110E					8307230	UIC
	CET		1		IT		Marmore	Marmore				423250N	29	124254E					8307401	UIC
	CET		1		IT		Montesilvano	Montesilvano				423058N	29	140904E					8307808	UIC
	CET		1		IT		Montalto Castro	Montalto Castro				422004N	29	113542E					8308008	UIC
	CET		1		IT		Fabro-Ficulle	Fabro-Ficulle				425229N	29	120228E					8308201	UIC
	CET		1		IT		Alviano	Alviano				423530N	29	121534E					8308206	UIC
	CET		1		IT		Pietrarsa-S.Giorg	Pietrarsa-S.Giorg				404919N	29	141915E					8309801	UIC
	CET		1		IT		Cetraro	Cetraro				393045N	29	155621E					8311735	UIC
	CET		1		IT		Pizzo	Pizzo				384252N	29	160824E					8311753	UIC
	CET		1		IT		Briatico	Briatico				384330N	29	160131E					8311757	UIC
	CET		1		IT		Zambrone	Zambrone				384245N	29	155834E					8311758	UIC
	CET		1		IT		Parghella	Parghella				384059N	29	155530E					8311759	UIC
	CET		1		IT		Santa Domenica	Santa Domenica				383949N	29	155135E					8311786	UIC
	CET		2		IT		San Remo	San Remo				434920N	29	074703E					8350182	UIC
	CET		2		IT		Monte S. Biagio	Monte S. Biagio				412045N	29	132049E					8351663	UIC
	CET		2		IT		Migiandone Bivio	Migiandone Bivio				455912N	29	082344E					8372058	UIC
	CET		2		IT		Giave	Giave				402706N	29	084503E					8378609	UIC
	CET		2		IT		Palermo	Palermo				380635N	29	132201E					8399007	UIC
	CET		2		NL		Boskoop Snijdelw.	Boskoop Snijdelw.				000000N	29	000000E					8400126	UIC
	CET		2		NL		Wadd. Triangel	Wadd. Triangel				000000N	29	000000E					8400677	UIC
	CET		2		NL		Zwolle Stadsh.	Zwolle Stadsh.				523020N	29	060526E					8400746	UIC
	CET		2		NL		ICE	ICE				520959N	29	042855E					8400900	UIC
	CET		2		NL		Regional Train	Regional Train				000000N	29	000000E					8400901	UIC
	CET		2		NL		IC	IC				000000N	29	000000E					8400902	UIC
	CET		2		NL		Boskoop Snijdelwijk	Boskoop Snijdelwijk				520436N	29	043848E					8450126	UIC
	CET		2		NL		Zwolle Stadshagen	Zwolle Stadshagen				523140N	29	060303E					8450746	UIC
	CET		2		CH		Delle(fr)	Delle(fr)				465256N	29	073450E					8500129	UIC
	CET		2		CH		Gland	Gland				462512N	29	061608E					8501031	UIC
	CET		2		CH		Geneve-Mt-B (Lac)	Geneve-Mt-B (Lac)				461226N	29	060854E					8501237	UIC
	CET		2		CH		Vevey-Marche(Lac)	Vevey-Marche(Lac)				462731N	29	065026E					8501248	UIC
	CET		2		CH		Muenster VS	Muenster VS				462907N	29	081559E					8501665	UIC
	CET		2		CH		Ambri-Piotta	Ambri-Piotta				463038N	29	084123E					8505202	UIC
	CET		2		CH		Bodio	Bodio				000000N	29	000000E					8505207	UIC
	CET		2		CH		Gordola	Gordola				461044N	29	085156E					8505402	UIC
	CET		2		CH		Quartino	Quartino				460904N	29	085314E					8505405	UIC
	CET		2		CH		Ranzo-s. Abbondio	Ranzo-s. Abbondio				460701N	29	084635E					8505408	UIC
	CET		2		CH		Gerra(Gambarogno)	Gerra(Gambarogno)				460719N	29	084705E					8505410	UIC
	CET		2		CH		Riazzino	Riazzino				461031N	29	085310E					8505412	UIC
	CET		2		CH		S. Antonino	S. Antonino				000000N	29	000000E					8505415	UIC
	CET		2		CH		Gunten (See)	Gunten (See)				464244N	29	074201E					8507153	UIC
