CITY_NAME|GENERIC_LOCATION_CODE|TIME_ZONE|STATUS_CODE|COUNTRY_CODE|DAYS_OF_WEEK_OF_OPERATION|DEFAULT_LONG_NAME|DEFAULT_SHORT_NAME|EMAIL|FAX_NUMBER|ADDRESS|LATITUDE|LOCATION_TYPE_CODE|LONGITUDE|MINIMUM_CONNECTION_TIME|PHONE_NUMBER|POSTAL_CODE|PROVINCE_STATE_CODE|DATA_OWNER|CODE_VALUE|CODE_CONTEXT
|7600915|CET|1|NO||STEINVIK|STEINVIK||||611505N|29|111926E|||||FRR|7600915|UIC
|7600916|CET|1|NO||OPPHUS|OPPHUS||||611951N|29|111540E|||||FRR|7600916|UIC
|7600917|CET|1|NO||RASTA|RASTA||||612355N|29|110842E|||||FRR|7600917|UIC
|7600919|CET|1|NO||STAI|STAI||||612938N|29|110331E|||||FRR|7600919|UIC
|7600920|CET|1|NO||KOPPANG|KOPPANG||||613422N|29|110238E|||||FRR|7600920|UIC
|7600922|CET|1|NO||ATNA|ATNA||||614357N|29|105004E|||||FRR|7600922|UIC
|7600923|CET|1|NO||HANESTAD|HANESTAD||||615017N|29|105250E|||||FRR|7600923|UIC
|7600924|CET|1|NO||BARKALD|BARKALD||||615931N|29|105309E|||||FRR|7600924|UIC
|7600925|CET|1|NO||BELLINGMO|BELLINGMO||||620156N|29|104651E|||||FRR|7600925|UIC
|7600926|CET|1|NO||ALVDAL|ALVDAL||||620631N|29|103759E|||||FRR|7600926|UIC
|7600927|CET|1|NO||AUMA|AUMA||||621314N|29|103931E|||||FRR|7600927|UIC
|7600928|CET|1|NO||TYNSET|TYNSET||||621629N|29|104634E|||||FRR|7600928|UIC
|7601002|CET|1|NO||TOLGA|TOLGA||||622431N|29|105953E|||||FRR|7601002|UIC
|7601004|CET|1|NO||OS|OS||||622951N|29|111336E|||||FRR|7601004|UIC
|7601006|CET|1|NO||ROROS|ROROS||||623429N|29|112244E|||||FRR|7601006|UIC
|7601008|CET|1|NO||GLAMOS|GLAMOS||||624028N|29|112459E|||||FRR|7601008|UIC
|7601011|CET|1|NO||REITAN|REITAN||||624826N|29|112241E|||||FRR|7601011|UIC
|7601014|CET|1|NO||HALTDALEN|HALTDALEN||||625542N|29|110840E|||||FRR|7601014|UIC
|7601017|CET|1|NO||SINGSAS|SINGSAS||||625722N|29|104340E|||||FRR|7601017|UIC
|7601100|CET|1|NO||FOKSTUA|FOKSTUA||||620707N|29|091636E|||||FRR|7601100|UIC
|7601101|CET|1|NO||VALASJO|VALASJO||||621033N|29|092534E|||||FRR|7601101|UIC
|7601102|CET|1|NO||HJERKINN|HJERKINN||||621312N|29|093228E|||||FRR|7601102|UIC
|7601103|CET|1|NO||KONGSVOLL|KONGSVOLL||||621825N|29|093622E|||||FRR|7601103|UIC
|7601107|CET|1|NO||OPPDAL|OPPDAL||||623534N|29|094138E|||||FRR|7601107|UIC
|7601109|CET|1|NO||ULSBERG|ULSBERG||||624456N|29|095904E|||||FRR|7601109|UIC
|7601110|CET|1|NO||BERKAK|BERKAK||||624922N|29|100051E|||||FRR|7601110|UIC
|7601114|CET|1|NO||STOREN|STOREN||||630308N|29|101705E|||||FRR|7601114|UIC
|7601122|CET|1|NO||HEIMDAL|HEIMDAL||||632103N|29|102127E|||||FRR|7601122|UIC
|7601201|CET|1|NO||LEANGEN|LEANGEN||||632612N|29|102752E|||||FRR|7601201|UIC
|7601207|CET|1|NO||HOMMELVIK|HOMMELVIK||||632441N|29|104738E|||||FRR|7601207|UIC
|7601208|CET|1|NO||HELL|HELL||||632645N|29|105358E|||||FRR|7601208|UIC
|7601212|CET|1|NO||FLORNES|FLORNES||||632729N|29|112104E|||||FRR|7601212|UIC
|7601213|CET|1|NO||GUDA|GUDA||||632638N|29|113705E|||||FRR|7601213|UIC
|7601214|CET|1|NO||MERAKER|MERAKER||||632521N|29|114537E|||||FRR|7601214|UIC
|7601215|CET|1|NO||KOPPERA|KOPPERA||||632332N|29|115055E|||||FRR|7601215|UIC
|7601216|CET|1|NO||TOVMODALEN|TOVMODALEN||||632235N|29|115627E|||||FRR|7601216|UIC
|7601300|CET|1|NO||STJORDAL|STJORDAL||||632813N|29|105448E|||||FRR|7601300|UIC
|7601301|CET|1|NO||SKATVAL|SKATVAL||||633031N|29|104935E|||||FRR|7601301|UIC
|7601302|CET|1|NO||LANGSTEIN|LANGSTEIN||||633250N|29|105405E|||||FRR|7601302|UIC
|7601303|CET|1|NO||ASEN|ASEN||||633633N|29|110306E|||||FRR|7601303|UIC
|7601304|CET|1|NO||RONGLAN|RONGLAN||||633957N|29|110645E|||||FRR|7601304|UIC
|7601305|CET|1|NO||SKOGN|SKOGN||||634219N|29|111141E|||||FRR|7601305|UIC
|7601306|CET|1|NO||LEVANGER|LEVANGER||||634441N|29|111802E|||||FRR|7601306|UIC
|7601308|CET|1|NO||VERDAL|VERDAL||||634728N|29|112903E|||||FRR|7601308|UIC
|7601310|CET|1|NO||RORA|RORA||||635124N|29|112406E|||||FRR|7601310|UIC
|7601311|CET|1|NO||SPARBU|SPARBU||||635509N|29|112543E|||||FRR|7601311|UIC
|7601314|CET|1|NO||STEINKJER|STEINKJER||||640044N|29|112939E|||||FRR|7601314|UIC
|7601320|CET|1|NO||JORSTAD|JORSTAD||||641225N|29|121430E|||||FRR|7601320|UIC
|7601321|CET|1|NO||SNASA|SNASA||||641447N|29|122253E|||||FRR|7601321|UIC
|7601325|CET|1|NO||GRONG|GRONG||||642729N|29|122013E|||||FRR|7601325|UIC
|7601335|CET|1|NO||HARRAN|HARRAN||||643406N|29|122937E|||||FRR|7601335|UIC
|7601337|CET|1|NO||LASSEMOEN|LASSEMOEN||||644145N|29|124249E|||||FRR|7601337|UIC
|7601338|CET|1|NO||FLATADAL|FLATADAL||||644608N|29|125220E|||||FRR|7601338|UIC
|7601341|CET|1|NO||NAMSSKOGAN|NAMSSKOGAN||||645533N|29|130907E|||||FRR|7601341|UIC
|7601344|CET|1|NO||MAJAVATN|MAJAVATN||||650951N|29|132203E|||||FRR|7601344|UIC
|7601347|CET|1|NO||SVENNINGDAL|SVENNINGDAL||||652602N|29|132340E|||||FRR|7601347|UIC
|7601348|CET|1|NO||TROFORS|TROFORS||||653215N|29|132256E|||||FRR|7601348|UIC
|7601349|CET|1|NO||LAKSFORS|LAKSFORS||||653717N|29|131725E|||||FRR|7601349|UIC
|7601352|CET|1|NO||MOSJOEN|MOSJOEN||||655041N|29|131159E|||||FRR|7601352|UIC
|7601358|CET|1|NO||ELSFJORD|ELSFJORD||||660556N|29|133308E|||||FRR|7601358|UIC
|7601361|CET|1|NO||BJERKA|BJERKA||||660859N|29|134954E|||||FRR|7601361|UIC
|7601362|CET|1|NO||FINNEIDFJORD|FINNEIDFJORD||||661046N|29|134805E|||||FRR|7601362|UIC
|7601364|CET|1|NO||MO I RANA|MO I RANA||||661834N|29|140800E|||||FRR|7601364|UIC
|7601370|CET|1|NO||DUNDERLAND|DUNDERLAND||||662645N|29|145017E|||||FRR|7601370|UIC
|7601371|CET|1|NO||HJARTASEN|HJARTASEN||||660405N|29|132723E|||||FRR|7601371|UIC
|7601373|CET|1|NO||BOLNA|BOLNA||||662936N|29|151418E|||||FRR|7601373|UIC
|7601376|CET|1|NO||LONSDAL|LONSDAL||||664435N|29|152748E|||||FRR|7601376|UIC
|7601380|CET|1|NO||ROKLAND|ROKLAND||||665852N|29|151846E|||||FRR|7601380|UIC
|7601382|CET|1|NO||ROGNAN|ROGNAN||||670536N|29|152358E|||||FRR|7601382|UIC
|7601385|CET|1|NO||FAUSKE|FAUSKE||||671553N|29|152408E|||||FRR|7601385|UIC
|7601388|CET|1|NO||BODO|BODO||||671711N|29|142330E|||||FRR|7601388|UIC
|7601400|CET|1|NO||OSLO V|OSLO V||||595410N|29|104436E|||||FRR|7601400|UIC
|7601404|CET|1|NO||LYSAKER|LYSAKER||||595441N|29|103829E|||||FRR|7601404|UIC
|7601408|CET|1|NO||SANDVIKA|SANDVIKA||||595333N|29|103130E|||||FRR|7601408|UIC
|7601413|CET|1|NO||ASKER|ASKER||||595001N|29|102604E|||||FRR|7601413|UIC
|7601421|CET|1|NO||DRAMMEN|DRAMMEN||||594424N|29|101214E|||||FRR|7601421|UIC
|7601502|CET|1|NO||SANDE|SANDE||||593506N|29|101216E|||||FRR|7601502|UIC
|7601505|CET|1|NO||HOLMESTRAND|HOLMESTRAND||||592933N|29|101841E|||||FRR|7601505|UIC
|7601507|CET|1|NO||SKOPPUM|SKOPPUM||||592328N|29|102439E|||||FRR|7601507|UIC
|7601510|CET|1|NO||TONSBERG|TONSBERG||||591619N|29|102434E|||||FRR|7601510|UIC
|7601512|CET|1|NO||STOKKE|STOKKE||||591317N|29|101801E|||||FRR|7601512|UIC
|7601514|CET|1|NO||SANDEFJORD|SANDEFJORD||||590732N|29|101329E|||||FRR|7601514|UIC
|7601519|CET|1|NO||LARVIK|LARVIK||||590227N|29|100241E|||||FRR|7601519|UIC
|7601524|CET|1|NO||EIDANGER|EIDANGER||||590726N|29|094145E|||||FRR|7601524|UIC
|7601603|CET|1|NO||MJONDALEN|MJONDALEN||||594451N|29|100022E|||||FRR|7601603|UIC
|7601605|CET|1|NO||HOKKSUND|HOKKSUND||||594601N|29|095440E|||||FRR|7601605|UIC
|7601612|CET|1|NO||VIKERSUND|VIKERSUND||||595809N|29|095953E|||||FRR|7601612|UIC
|7601617|CET|1|NO||HONEFOSS|HONEFOSS||||601008N|29|101457E|||||FRR|7601617|UIC
|7601631|CET|1|NO||KONGSBERG|KONGSBERG||||594020N|29|093902E|||||FRR|7601631|UIC
|7601671|CET|1|NO||JEVNAKER|JEVNAKER||||604940N|29|111606E|||||FRR|7601671|UIC
|7601681|CET|1|NO||SOKNA|SOKNA||||601428N|29|095534E|||||FRR|7601681|UIC
|7601808|CET|1|NO||HJUKSEBO|HJUKSEBO||||592932N|29|092001E|||||FRR|7601808|UIC
|7601810|CET|1|NO||NORDAGUTU|NORDAGUTU||||592504N|29|091922E|||||FRR|7601810|UIC
|7601815|CET|1|NO||SKIEN|SKIEN||||591308N|29|093611E|||||FRR|7601815|UIC
|7601819|CET|1|NO||BORGESTAD|BORGESTAD||||590952N|29|093856E|||||FRR|7601819|UIC
|7601821|CET|1|NO||PORSGRUNN|PORSGRUNN||||590825N|29|093926E|||||FRR|7601821|UIC
|7602002|CET|1|NO||BO|BO||||592433N|29|090407E|||||FRR|7602002|UIC
|7602005|CET|1|NO||LUNDE|LUNDE||||591756N|29|090603E|||||FRR|7602005|UIC
|7602101|CET|1|NO||NAKKSJO|NAKKSJO||||591109N|29|090515E|||||FRR|7602101|UIC
|7602103|CET|1|NO||DRANGEDAL|DRANGEDAL||||590546N|29|090352E|||||FRR|7602103|UIC
|7602105|CET|1|NO||NESLANDSVATN|NESLANDSVATN||||585816N|29|090922E|||||FRR|7602105|UIC
|7602107|CET|1|NO||GJERSTAD|GJERSTAD||||585212N|29|090123E|||||FRR|7602107|UIC
|7602110|CET|1|NO||VEGARSHEI|VEGARSHEI||||584539N|29|085120E|||||FRR|7602110|UIC
|7602112|CET|1|NO||SELASVATN|SELASVATN||||584129N|29|084336E|||||FRR|7602112|UIC
|7602113|CET|1|NO||NELAUG|NELAUG||||583927N|29|083747E|||||FRR|7602113|UIC
|7602115|CET|1|NO||HYNNEKLEIV|HYNNEKLEIV||||583610N|29|082455E|||||FRR|7602115|UIC
|7602117|CET|1|NO||HEREFOSS|HEREFOSS||||583209N|29|082108E|||||FRR|7602117|UIC
|7602118|CET|1|NO||FIDJETUN|FIDJETUN||||583120N|29|081402E|||||FRR|7602118|UIC
|7602119|CET|1|NO||OGGEVATN|OGGEVATN||||582638N|29|080640E|||||FRR|7602119|UIC
|7602124|CET|1|NO||VENNESLA|VENNESLA||||581511N|29|075803E|||||FRR|7602124|UIC
|7602130|CET|1|NO||KRISTIANSAND|KRISTIANSAND||||580844N|29|075916E|||||FRR|7602130|UIC
|7602136|CET|1|NO||FLATEN|FLATEN||||583810N|29|084052E|||||FRR|7602136|UIC
|7602138|CET|1|NO||BOYLEFOSSBRU|BOYLEFOSSBRU||||583555N|29|084238E|||||FRR|7602138|UIC
|7602140|CET|1|NO||FROLAND|FROLAND||||583146N|29|083915E|||||FRR|7602140|UIC
|7602142|CET|1|NO||RISE|RISE||||582805N|29|083725E|||||FRR|7602142|UIC
|7602146|CET|1|NO||ARENDAL|ARENDAL||||582755N|29|084609E|||||FRR|7602146|UIC
|7602175|CET|1|NO||NODELAND|NODELAND||||580920N|29|075013E|||||FRR|7602175|UIC
|7602176|CET|1|NO||BRELAND|BRELAND||||581158N|29|074310E|||||FRR|7602176|UIC
|7602178|CET|1|NO||MARNARDAL|MARNARDAL||||581246N|29|073045E|||||FRR|7602178|UIC
|7602180|CET|1|NO||AUDNEDAL|AUDNEDAL||||581908N|29|072201E|||||FRR|7602180|UIC
|7602181|CET|1|NO||SNARTEMO|SNARTEMO||||581954N|29|071240E|||||FRR|7602181|UIC
|7602182|CET|1|NO||SANDVATN|SANDVATN||||582204N|29|070102E|||||FRR|7602182|UIC
|7602183|CET|1|NO||STOREKVINA|STOREKVINA||||582246N|29|065729E|||||FRR|7602183|UIC
|7602184|CET|1|NO||GYLAND|GYLAND||||582302N|29|065011E|||||FRR|7602184|UIC
|7602185|CET|1|NO||BJORKEVOLL|BJORKEVOLL||||582434N|29|064410E|||||FRR|7602185|UIC
|7602203|CET|1|NO||SIRA|SIRA||||582504N|29|063937E|||||FRR|7602203|UIC
|7602204|CET|1|NO||MOI|MOI||||582729N|29|063306E|||||FRR|7602204|UIC
|7602205|CET|1|NO||HESKESTAD|HESKESTAD||||582825N|29|062147E|||||FRR|7602205|UIC
|7602206|CET|1|NO||UALAND|UALAND||||583140N|29|062037E|||||FRR|7602206|UIC
|7602209|CET|1|NO||HELLELAND|HELLELAND||||583200N|29|060918E|||||FRR|7602209|UIC
|7602212|CET|1|NO||EGERSUND|EGERSUND||||582740N|29|060013E|||||FRR|7602212|UIC
|7602219|CET|1|NO||VIGRESTAD|VIGRESTAD||||583412N|29|054114E|||||FRR|7602219|UIC
|7602221|CET|1|NO||NARBO|NARBO||||583957N|29|053826E|||||FRR|7602221|UIC
|7602223|CET|1|NO||BRYNE|BRYNE||||584404N|29|053858E|||||FRR|7602223|UIC
|7602226|CET|1|NO||SANDNES|SANDNES||||585049N|29|054400E|||||FRR|7602226|UIC
|7602234|CET|1|NO||STAVANGER|STAVANGER||||585832N|29|054322E|||||FRR|7602234|UIC
|7602307|CET|1|NO||FLA|FLA||||602555N|29|092823E|||||FRR|7602307|UIC
|7602311|CET|1|NO||BROMMA|BROMMA||||602913N|29|091127E|||||FRR|7602311|UIC
|7602313|CET|1|NO||NESBYEN|NESBYEN||||603436N|29|090648E|||||FRR|7602313|UIC
|7602315|CET|1|NO||GOL|GOL||||604156N|29|085816E|||||FRR|7602315|UIC
|7602316|CET|1|NO||TORPO|TORPO||||603935N|29|084258E|||||FRR|7602316|UIC
|7602317|CET|1|NO||AL|AL||||603734N|29|083343E|||||FRR|7602317|UIC
|7602319|CET|1|NO||GEILO|GEILO||||603204N|29|081224E|||||FRR|7602319|UIC
|7602320|CET|1|NO||USTAOSET|USTAOSET||||602946N|29|080243E|||||FRR|7602320|UIC
|7602321|CET|1|NO||HAUGASTOL|HAUGASTOL||||603041N|29|075212E|||||FRR|7602321|UIC
|7602322|CET|1|NO||FINSE|FINSE||||603606N|29|073014E|||||FRR|7602322|UIC
|7602323|CET|1|NO||HALLINGSKEID|HALLINGSKEID||||604004N|29|071513E|||||FRR|7602323|UIC
|7602324|CET|1|NO||MYRDAL|MYRDAL||||604406N|29|070720E|||||FRR|7602324|UIC
|7602325|CET|1|NO||UPSETE|UPSETE||||604331N|29|070045E|||||FRR|7602325|UIC
|7602326|CET|1|NO||MJOLFJELL|MJOLFJELL||||604137N|29|065023E|||||FRR|7602326|UIC
|7602327|CET|1|NO||REIMEGREND|REIMEGREND||||604041N|29|064349E|||||FRR|7602327|UIC
|7602328|CET|1|NO||URDLAND|URDLAND||||604046N|29|063535E|||||FRR|7602328|UIC
|7602330|CET|1|NO||VOSS|VOSS||||603743N|29|062437E|||||FRR|7602330|UIC
|7602335|CET|1|NO||DALE|DALE||||603507N|29|054853E|||||FRR|7602335|UIC
|7602336|CET|1|NO||STANGHELLE|STANGHELLE||||603257N|29|054358E|||||FRR|7602336|UIC
|7602337|CET|1|NO||VAKSDAL|VAKSDAL||||602843N|29|054407E|||||FRR|7602337|UIC
|7602339|CET|1|NO||TRENGEREID|TRENGEREID||||602544N|29|053728E|||||FRR|7602339|UIC
|7602342|CET|1|NO||ARNA|ARNA||||602512N|29|052757E|||||FRR|7602342|UIC
|7602351|CET|1|NO||BERGEN|BERGEN||||602325N|29|051958E|||||FRR|7602351|UIC
|7602358|CET|1|NO||VATNAHALSEN|VATNAHALSEN||||604437N|29|070748E|||||FRR|7602358|UIC
|7602359|CET|1|NO||BEREKVAM|BEREKVAM||||604717N|29|070546E|||||FRR|7602359|UIC
|7602360|CET|1|NO||HAREINA|HAREINA||||605022N|29|070722E|||||FRR|7602360|UIC
|7602361|CET|1|NO||FLAM|FLAM||||605146N|29|070650E|||||FRR|7602361|UIC
|7602402|CET|1|NO||NARVIK|NARVIK||||682629N|29|172629E|||||FRR|7602402|UIC
|7602403|CET|1|NO||STRAUMSNES|STRAUMSNES||||682602N|29|173923E|||||FRR|7602403|UIC
|7602404|CET|1|NO||ROMBAK|ROMBAK||||682413N|29|174727E|||||FRR|7602404|UIC
|7602405|CET|1|NO||KATTERAT|KATTERAT||||682351N|29|175757E|||||FRR|7602405|UIC
|7602406|CET|1|NO||BJORNFJELL|BJORNFJELL||||682556N|29|180416E|||||FRR|7602406|UIC
|7632134|CET|1|NO||OERNEBERGET|OERNEBERGET||||604214N|29|065625E|||||FRR|7632134|UIC
|7667798|CET|0|NO||NORVEGE/NORGE|NORVEGE/NORGE||||602325N|29|051958E|||||FRR|7667798|UIC
|7871104|CET|1|HR||STRIZIVOJNA VRPOLJE|STRIZIVOJNA VRPOLJE||||451337N|29|182450E|||||FRR|7871104|UIC
|7871160|CET|1|HR||VINKOVCI|VINKOVCI||||451759N|29|184810E|||||FRR|7871160|UIC
|7871960|CET|1|HR||OSIJEK|OSIJEK||||453311N|29|184047E|||||FRR|7871960|UIC
|7872480|CET|1|HR||ZAGREB|ZAGREB||||454816N|29|155843E|||||FRR|7872480|UIC
|7872503|CET|1|HR||BANOVA JARUGA|BANOVA JARUGA||||452643N|29|165237E|||||FRR|7872503|UIC
|7872505|CET|1|HR||KUTINA|KUTINA||||452831N|29|164625E|||||FRR|7872505|UIC
|7872514|CET|1|HR||IVANIC GRAD|IVANIC GRAD||||454226N|29|162352E|||||FRR|7872514|UIC
|7872517|CET|1|HR||DUGO SELO|DUGO SELO||||454805N|29|161405E|||||FRR|7872517|UIC
|7872560|CET|1|HR||NOVSKA|NOVSKA||||451936N|29|165840E|||||FRR|7872560|UIC
|7872604|CET|1|HR||NOVA GRADISKA|NOVA GRADISKA||||451512N|29|172245E|||||FRR|7872604|UIC
|7872708|CET|1|HR||NOVA KAPELA BATRINA|NOVA KAPELA BATRINA||||451121N|29|173906E|||||FRR|7872708|UIC
|7872807|CET|1|HR||SLAVONSKI BROD|SLAVONSKI BROD||||450946N|29|180040E|||||FRR|7872807|UIC
|7872901|CET|1|HR||SISAK.|SISAK.||||452729N|29|162324E|||||FRR|7872901|UIC
|7873160|CET|1|HR||KOPRIVNICA|KOPRIVNICA||||460953N|29|164900E|||||FRR|7873160|UIC
|7874808|CET|1|HR||KOTORIBA.|KOTORIBA.||||462113N|29|164829E|||||FRR|7874808|UIC
|7875060|CET|1|HR||KARLOVAC|KARLOVAC||||453000N|29|153242E|||||FRR|7875060|UIC
|7875460|CET|1|HR||OGULIN|OGULIN||||451557N|29|151352E|||||FRR|7875460|UIC
|7875560|CET|1|HR||RIJEKA.|RIJEKA.||||451949N|29|142547E|||||FRR|7875560|UIC
|7875611|CET|1|HR||OPATIJA-MATULJI|OPATIJA-MATULJI||||452152N|29|141914E|||||FRR|7875611|UIC
|7876108|CET|1|HR||GOSPIC|GOSPIC||||443209N|29|152337E|||||FRR|7876108|UIC
|7876117|CET|1|HR||GRACAC|GRACAC||||441801N|29|154921E|||||FRR|7876117|UIC
|7876260|CET|1|HR||KNIN|KNIN||||440207N|29|161153E|||||FRR|7876260|UIC
|7876317|CET|1|HR||ZADAR|ZADAR||||440700N|29|151339E|||||FRR|7876317|UIC
|7876405|CET|1|HR||DRNIS|DRNIS||||435154N|29|161103E|||||FRR|7876405|UIC
|7876412|CET|1|HR||PERKOVIC|PERKOVIC||||434032N|29|160703E|||||FRR|7876412|UIC
|7876508|CET|1|HR||KASTEL STARI|KASTEL STARI||||433400N|29|162049E|||||FRR|7876508|UIC
|7876660|CET|1|HR||SPLIT.|SPLIT.||||433010N|29|162625E|||||FRR|7876660|UIC
|7876760|CET|1|HR||SIBENIK.|SIBENIK.||||434349N|29|155351E|||||FRR|7876760|UIC
|7877417|CET|1|HR||PULA.|PULA.||||445229N|29|135046E|||||FRR|7877417|UIC
|7878680|CET|1|HR||PLOCE|PLOCE||||430254N|29|172600E|||||FRR|7878680|UIC
|7989003|CET|0|SI||SLOVENIE/SLOVENI.|SLOVENIE/SLOVENI.||||460327N|29|143034E|||||FRR|7911639|UIC
|7942001|CET|1|SI||DOBOVA.|DOBOVA.||||455355N|29|153916E|||||FRR|7942001|UIC
|7942002|CET|1|SI||BREZICE|BREZICE||||455525N|29|153523E|||||FRR|7942002|UIC
|7942003|CET|1|SI||LIBNA|LIBNA||||455643N|29|153225E|||||FRR|7942003|UIC
|7942004|CET|1|SI||KRSKO|KRSKO||||455722N|29|152936E|||||FRR|7942004|UIC
|7942005|CET|1|SI||BRESTANICA|BRESTANICA||||455915N|29|152810E|||||FRR|7942005|UIC
|7942006|CET|1|SI||BLANCA|BLANCA||||455922N|29|152344E|||||FRR|7942006|UIC
|7942100|CET|1|SI||SEVNICA|SEVNICA||||460034N|29|151804E|||||FRR|7942100|UIC
|7942101|CET|1|SI||BREG|BREG||||460230N|29|151408E|||||FRR|7942101|UIC
|7942102|CET|1|SI||LOKA|LOKA||||460312N|29|151220E|||||FRR|7942102|UIC
|7942103|CET|1|SI||RADECE|RADECE||||460351N|29|151131E|||||FRR|7942103|UIC
|7942200|CET|1|SI||ZIDANI MOST.|ZIDANI MOST.||||460506N|29|151014E|||||FRR|7942200|UIC
|7942201|CET|1|SI||HRASTNIK|HRASTNIK||||460721N|29|150536E|||||FRR|7942201|UIC
|7942203|CET|1|SI||TRBOVLJE|TRBOVLJE||||460735N|29|150212E|||||FRR|7942203|UIC
|7942204|CET|1|SI||ZAGORJE|ZAGORJE||||460715N|29|145928E|||||FRR|7942204|UIC
|7942207|CET|1|SI||LITIJA|LITIJA||||460330N|29|144930E|||||FRR|7942207|UIC
|7942300|CET|1|SI||LJUBLJANA.|LJUBLJANA.||||460331N|29|143046E|||||FRR|7942300|UIC
|7942304|CET|1|SI||MEDVODE|MEDVODE||||460817N|29|142444E|||||FRR|7942304|UIC
|7942306|CET|1|SI||SKOFJA LOKA|SKOFJA LOKA||||461027N|29|142007E|||||FRR|7942306|UIC
|7942307|CET|1|SI||KRANJ|KRANJ||||461420N|29|142053E|||||FRR|7942307|UIC
|7942309|CET|1|SI||PODNART|PODNART||||461737N|29|141529E|||||FRR|7942309|UIC
|7942313|CET|1|SI||LESCE BLED|LESCE BLED||||462137N|29|140929E|||||FRR|7942313|UIC
|7942314|CET|1|SI||ZIROVNICA|ZIROVNICA||||462406N|29|140807E|||||FRR|7942314|UIC
|7942315|CET|1|SI||SLOVENSKI JAVORNIK|SLOVENSKI JAVORNIK||||462537N|29|140517E|||||FRR|7942315|UIC
|7942400|CET|1|SI||JESENICE.|JESENICE.||||462611N|29|140317E|||||FRR|7942400|UIC
|7942502|CET|1|SI||METLIKA|METLIKA||||453833N|29|151922E|||||FRR|7942502|UIC
|7942505|CET|1|SI||CRNOMELJ|CRNOMELJ||||453447N|29|151128E|||||FRR|7942505|UIC
|7942600|CET|1|SI||NOVO MESTO|NOVO MESTO||||454839N|29|150921E|||||FRR|7942600|UIC
|7942700|CET|1|SI||TREBNJE|TREBNJE||||455425N|29|150030E|||||FRR|7942700|UIC
|7943001|CET|1|SI||RIMSKE TOPLICE|RIMSKE TOPLICE||||460725N|29|151210E|||||FRR|7943001|UIC
|7943002|CET|1|SI||LASKO|LASKO||||460918N|29|151354E|||||FRR|7943002|UIC
|7943100|CET|1|SI||CELJE|CELJE||||461342N|29|151605E|||||FRR|7943100|UIC
|7943101|CET|1|SI||STORE|STORE||||461317N|29|151918E|||||FRR|7943101|UIC
|7943102|CET|1|SI||SENTJUR|SENTJUR||||461247N|29|152346E|||||FRR|7943102|UIC
|7943200|CET|1|SI||GROBELNO|GROBELNO||||461248N|29|152624E|||||FRR|7943200|UIC
|7943201|CET|1|SI||PONIKVA|PONIKVA||||461452N|29|152550E|||||FRR|7943201|UIC
|7943202|CET|1|SI||DOLGA GORA|DOLGA GORA||||461638N|29|152952E|||||FRR|7943202|UIC
|7943203|CET|1|SI||POLJCANE|POLJCANE||||461848N|29|153436E|||||FRR|7943203|UIC
|7943205|CET|1|SI||OSTROZNO|OSTROZNO||||461550N|29|152822E|||||FRR|7943205|UIC
|7943300|CET|1|SI||PRAGERSKO.|PRAGERSKO.||||462343N|29|153943E|||||FRR|7943300|UIC
|7943301|CET|1|SI||RACE|RACE||||462712N|29|153950E|||||FRR|7943301|UIC
|7943302|CET|1|SI||OREHOVA VAS|OREHOVA VAS||||462823N|29|153948E|||||FRR|7943302|UIC
|7943303|CET|1|SI||HOCE|HOCE||||463003N|29|153947E|||||FRR|7943303|UIC
|7943355|CET|1|SI||PTUJ|PTUJ||||462520N|29|155243E|||||FRR|7943355|UIC
|7943400|CET|1|SI||MARIBOR.|MARIBOR.||||463343N|29|153928E|||||FRR|7943400|UIC
|7943402|CET|1|SI||LIMBUS|LIMBUS||||463331N|29|153458E|||||FRR|7943402|UIC
|7943403|CET|1|SI||BISTRICA OB DRAVI|BISTRICA OB DRAVI||||463327N|29|153315E|||||FRR|7943403|UIC
|7943404|CET|1|SI||RUSE|RUSE||||463227N|29|153013E|||||FRR|7943404|UIC
|7943414|CET|1|SI||MARLES|MARLES||||463331N|29|153549E|||||FRR|7943414|UIC
|7943415|CET|1|SI||RUSE TOVARNA|RUSE TOVARNA||||463241N|29|153053E|||||FRR|7943415|UIC
|7943451|CET|1|SI||PESNICA|PESNICA||||463636N|29|154049E|||||FRR|7943451|UIC
|7943452|CET|1|SI||CIRKNICA|CIRKNICA||||463829N|29|153953E|||||FRR|7943452|UIC
|7943453|CET|1|SI||SENTILJ|SENTILJ||||464027N|29|153928E|||||FRR|7943453|UIC
|7943455|CET|1|SI||KOSAKI|KOSAKI||||463433N|29|153928E|||||FRR|7943455|UIC
|7943600|CET|1|SI||ORMOZ|ORMOZ||||462411N|29|160922E|||||FRR|7943600|UIC
|7943605|CET|1|SI||LJUTOMER MESTO|LJUTOMER MESTO||||463115N|29|161158E|||||FRR|7943605|UIC
|7943700|CET|1|SI||LJUTOMER|LJUTOMER||||463143N|29|161121E|||||FRR|7943700|UIC
|7943704|CET|1|SI||MURSKA SOBOTA.|MURSKA SOBOTA.||||463933N|29|161017E|||||FRR|7943704|UIC
|7943777|CET|1|SI||HODOS|HODOS||||464913N|29|161945E|||||FRR|7943777|UIC
|7943910|CET|1|SI||VELENJE|VELENJE||||462148N|29|150614E|||||FRR|7943910|UIC
|7944004|CET|1|SI||BOROVNICA|BOROVNICA||||455517N|29|142203E|||||FRR|7944004|UIC
