	CET				FR		NIMES-MANDUEL TGV	NIMES-MANDUEL TGV			0000000	434956N	29	042158E				FRR	8768876	UIC
	CET				FR		MONTPELLIER SUD	MONTPELLIER SUD			0000000	000000N	29	000000E				FRR	8768888	UIC
	CET				FR		LYON PART DIEU GARE ROUTIERE	LYON PART DIEU GARE ROUTIERE			0000000	454537N	29	045140E				FRR	8769712	UIC
