CODE_VALUE|DEFAULT_LONG_NAME|DEFAULT_SHORT_NAME|LOCATION_TYPE_CODE|DATA_OWNER|GENERIC_LOCATION_CODE
871A472|ST FLORENT SUR CHER|ST FLORENT SUR CHER|26|FRR|87G0628
871A474|VILLEFRANCHE LAURAGAIS|VILLEFRANCHE LAURAGA|26|FRR|87G0629
871A476|PONT DU CHATEAU|PONT DU CHATEAU|26|FRR|87G0630
871A477|PONTMORT|PONTMORT|26|FRR|87G0631
871A479|LYON AEROPORT|LYON AEROPORT|26|FRR|87G0632
871A480|PONS|PONS|26|FRR|87G0633
871A482|JUVISY|JUVISY|26|FRR|8754524
871A483|JONZAC|JONZAC|26|FRR|87G0634
871A485|ROSCOFF (LO)|ROSCOFF (LO)|26|FRR|87G0635
871A489|PORTET ST SIMON|PORTET ST SIMON|26|FRR|87G0636
871A490|PINS JUSTARET|PINS JUSTARET|26|FRR|87G0637
871A491|STE FLORINE|STE FLORINE|26|FRR|87G0638
871A493|ST PAUL|ST PAUL|26|FRR|87G0639
871A494|AUBENAS|AUBENAS|26|FRR|87G0640
871A495|LE MERLERAULT|LE MERLERAULT|26|FRR|87G0641
871A496|AUBE|AUBE|26|FRR|87G0642
871A497|ECOUCHE (LO)|ECOUCHE (LO)|26|FRR|87G0643
871A499|CORMERY|CORMERY|26|FRR|87G0644
871A500|PONTIVY|PONTIVY|26|FRR|87G0645
871A505|BAZIEGE|BAZIEGE|26|FRR|87G0646
871A506|BAYARD|BAYARD|26|FRR|87G0647
871A507|LOURES|LOURES|26|FRR|87G0648
871A508|REHON|REHON|26|FRR|87G0649
871A510|LEXY|LEXY|26|FRR|87G0650
871A512|AUDUN LE ROMAN|AUDUN LE ROMAN|26|FRR|87G0651
871A513|MIRECOURT|MIRECOURT|26|FRR|87G0652
871A514|DISTROFF|DISTROFF|26|FRR|87G0653
871A515|CREUTZWALD|CREUTZWALD|26|FRR|871A515
871A516|BOUZONVILLE|BOUZONVILLE|26|FRR|87G0654
871A518|REICHSHOFFEN|REICHSHOFFEN|26|FRR|87G0655
871A519|ANZELING|ANZELING|26|FRR|87G0656
871A521|LONGWY|LONGWY|26|FRR|871A521
871A522|KUNTZIG|KUNTZIG|26|FRR|87G0657
871A523|KEDANGE|KEDANGE|26|FRR|87G0658
871A524|LES CABANNES|LES CABANNES|26|FRR|87G0659
871A525|MARVILLE|MARVILLE|26|FRR|87G0660
871A526|MATTAINCOURT|MATTAINCOURT|26|FRR|87G0661
871A529|ST MAURICE|ST MAURICE|26|FRR|87G0662
871A531|BEAUPUY|BEAUPUY|26|FRR|87G0663
871A534|FOIX|FOIX|26|FRR|87G0664
871A538|MONTLUCON|MONTLUCON|26|FRR|87G0665
871A540|LA FERTE GAUCHER|LA FERTE GAUCHER|26|FRR|87G0666
871A541|MUNSTER|MUNSTER|26|FRR|87G0667
871A542|ELOY|ELOY|26|FRR|87G0668
871A544|PAULHAGUET|PAULHAGUET|26|FRR|87G0669
871A547|USSEL|USSEL|26|FRR|87G0670
871A548|AUBUSSON|AUBUSSON|26|FRR|87G0671
871A549|ST YORRE|ST YORRE|26|FRR|87G0672
871A554|LUNEVILLE|LUNEVILLE|26|FRR|87G0673
871A555|LAVILLEDIEU|LAVILLEDIEU|26|FRR|87G0674
871A556|GRIESBACH|GRIESBACH|26|FRR|871A556
871A558|ASSIER|ASSIER|26|FRR|87G0675
871A559|BELFORT/MONTBELIARD|BELFORT/MONTBELIARD|26|FRR|87G0676
871A561|MAURIAC|MAURIAC|26|FRR|87G0677
881A001|BRUXELLES|BRUXELLES|26|FRR|88G0002
881A004|QUEVY|QUEVY|26|FRR|88G0004
881A005|LIEGE|LIEGE|26|FRR|88G0003
941A001|LISBONNE|LISBONNE|26|FRR|94G0002
941A002|SETUBAL|SETUBAL|26|FRR|94G0003
1083288|HELSINKI(FI)|HELSINKI(FI)|26|NVS|1083288
2050216|CHITA-|CHITA-|26|NVS|2050216
2059816|MICHURINSK-|MICHURINSK-|26|NVS|2059816
2094150|ST PETERSBURG|ST PETERSBURG|26|NVS|2094150
2096001|MOSKVA|MOSKVA|26|NVS|2019604
2096004|ALEKSANDROV-|ALEKSANDROV-|26|NVS|2096004
2096027|NOVOSIBIRSK-|NOVOSIBIRSK-|26|NVS|2096027
2099016|KRASNODAR-|KRASNODAR-|26|NVS|2099016
2196004|MINSK(BY)|MINSK(BY)|26|NVS|2196004
2236328|KIEV|KIEV|26|NVS|2236328
2244328|ODESSA|ODESSA|26|NVS|2244328
2275816|POLTAVA-|POLTAVA-|26|NVS|2275816
2284696|ZAPOROJE-|ZAPOROJE-|26|NVS|2284696
2296013|HARKOV-|HARKOV-|26|NVS|2296013
5132035|KRAKOW|KRAKOW|26|NVS|5132035
5138632|GDYNIA|GDYNIA|26|NVS|5118810
5162632|SZCZECIN|SZCZECIN|26|NVS|5162632
5196002|POZNAN|POZNAN|26|NVS|51G0014
5196003|WARSZAWA|WARSZAWA|26|NVS|51G0104
5196005|CZESTOCHOWA-|CZESTOCHOWA-|26|NVS|51G0105
5196007|GDANSK|GDANSK|26|NVS|51G0001
5196008|OLSZTYN|OLSZTYN|26|NVS|51G0106
5196010|LODZ|LODZ|26|NVS|51G0107
5196011|OLESNICA|OLESNICA|26|NVS|5196011
5196012|LOWICZ|LOWICZ|26|NVS|5196012
5396001|BUCURESTI|BUCURESTI|26|NVS|5396001
5396002|PLOIESTI|PLOIESTI|26|NVS|53G0003
5423042|PRAHA|PRAHA|26|NVS|5423042
5496002|OSTRAVA-|OSTRAVA-|26|NVS|54G0009
5496012|PLZEN|PLZEN|26|NVS|5496012
5596047|BALATONMARIAFÜRDO-|BALATONMARIAFÜRDO-|26|NVS|5596047
5596496|BUDAPEST|BUDAPEST|26|NVS|5510009
5696001|BRATISLAVA|BRATISLAVA|26|NVS|56G0001
6096001|DUBLIN|DUBLIN|26|NVS|6096001
7096001|LONDON|LONDON|26|NVS|7010720
7468283|Södertälje Syd|Södertälje Syd|26|NVS|7468283
7496000|STOCKHOLM|STOCKHOLM|26|NVS|74G0111
7496019|ARLANDA|ARLANDA|26|NVS|7496019
7596001|ISTANBUL|ISTANBUL|26|NVS|7599001
7696001|OSLO (N)|OSLO (N)|26|NVS|7696001
7896001|ZAGREB|ZAGREB|26|NVS|7896001
8000281|Frankfurt(M)Flugh.|Frankfurt(M)Flugh.|26|NVS|8002745
8021566|HAMBURG|HAMBURG|26|NVS|8002710
8025977|LAUF(PEGNITZ)|LAUF(PEGNITZ)|26|NVS|8002708
8028807|ELSTERWERDA-|ELSTERWERDA-|26|NVS|80G0134
8033977|SCHWAIG(B NÜRNBERG)|SCHWAIG(B NÜRNBERG)|26|NVS|8002713
8036970|HELGOLAND|HELGOLAND|26|NVS|8002780
8039768|GROß GERAU-|GROß GERAU-|26|NVS|80G0047
8045928|DÜSSELDORF FLUGHAFEN|DÜSSELDORF FLUGHAFE|26|NVS|80G0133
8073847|HANNOVER MESSE|HANNOVER MESSE|26|NVS|8002760
8075942|BERLIN|BERLIN|26|NVS|8062648
8078150|SALZGITTER|SALZGITTER|26|NVS|8033859
8086150|PÖßNECK|PÖßNECK|26|NVS|80G0051
8089221|Bad Orb Busbf|Bad Orb Busbf|26|NVS|8089221
8094242|DELITZSCH|DELITZSCH|26|NVS|8082893
8096004|JENA|JENA|26|NVS|8036672
8096005|PLAUEN|PLAUEN|26|NVS|80G0124
8096020|ESCHWEILER|ESCHWEILER|26|NVS|8085199
8096021|FRANKFURT(MAIN)|FRANKFURT(MAIN)|26|NVS|8002705
8096022|KÖLN|KÖLN|26|NVS|8002775
8096023|KASSEL|KASSEL|26|NVS|8002748
8096025|NÜRNBERG|NÜRNBERG|26|NVS|8022198
8096030|Berlin Flughafen Teg|Berlin Flughafen Teg|26|NVS|8022984
8096807|HIDDENSEE|HIDDENSEE|26|NVS|8004733
8097177|HERSBRUCK(PEGNITZ)|HERSBRUCK(PEGNITZ)|26|NVS|8002712
8196001|WIEN|WIEN|26|NVS|8108000
8196004|WIEN HANDELSKAI|WIEN HANDELSKAI|26|NVS|81G0031
8196028|GRAZ DON BOSCO|GRAZ DON BOSCO|26|NVS|8196028
8324035|GENOVA|GENOVA|26|NVS|8324035
8340035|NAPOLI|NAPOLI|26|NVS|8340035
8369198|TORINO|TORINO|26|NVS|8369198
8395235|FIRENZE|FIRENZE|26|NVS|8395235
8396004|ROMA|ROMA|26|NVS|83G0308
8396005|MILANO|MILANO|26|NVS|8399002
8396008|VENEZIA|VENEZIA|26|NVS|83G0309
8496002|DEN HAAG|DEN HAAG|26|NVS|8496002
8530304|CRANS-SUR-SIERRE|CRANS-SUR-SIERRE|26|NVS|8501541
8596001|BASEL|BASEL|26|NVS|85G2199
8596004|GRENCHEN|GRENCHEN|26|NVS|85G2200
8596005|MONTANA|MONTANA|26|NVS|8596005
8596009|ZÜRICH|ZÜRICH|26|NVS|8595073
8596039|BASEL FLUGHAFEN|BASEL FLUGHAFEN|26|NVS|8595213
8697062|KOEBENHAVN|KOEBENHAVN|26|NVS|8697062
8770833|LYON|LYON|26|NVS|8724853
8786753|PARIS|PARIS|26|NVS|8775890
8796004|CALAIS|CALAIS|26|NVS|8724851
8796005|LILLE (F)|LILLE (F)|26|NVS|8724852
741A001|STOCKHOLM|STOCKHOLM|26|SWP|74G0111
741A002|GÖTEBORG|GÖTEBORG|26|SWP|74G0112
741A003|MALMÖ|MALMÖ|26|SWP|74G0113
741A070|KARLSTAD|KARLSTAD|26|SWP|74G0114
741A123|RE STERSUND|RE STERSUND|26|SWP|74G0115
741A130|SUNDSVALL|SUNDSVALL|26|SWP|74G0116
741A160|BORLNGE|BORLNGE|26|SWP|74G0117
741A581|UME|UME|26|SWP|74G0118
761A100|OSLO|OSLO|26|SWP|76G0011
861A626|KBENHAVN|KBENHAVN|26|SWP|86G0035
8313508|BENEVENTO CITY|BENEVENTO CITY|26|TRE|8313508
8313509|BOLOGNA CITY|BOLOGNA CITY|26|TRE|8313509
8313510|CATANIA CITY|CATANIA CITY|26|TRE|8313510
8313514|PISA CITY|PISA CITY|26|TRE|8313514
8313515|REGGIO CALABRIA CITY|REGGIO CALABRIA CITY|26|TRE|8313515
8313516|RIMINI CITY|RIMINI CITY|26|TRE|8313516
8313519|ANCONA CITY|ANCONA CITY|26|TRE|8313519
8313520|BARI CITY|BARI CITY|26|TRE|8313520
8313534|CIVITAVECCHIA CITY|CIVITAVECCHIA CITY|26|TRE|8313534
8399001|ROMA CITY|ROMA CITY|26|TRE|8399001
8399002|MILANO CITY|MILANO CITY|26|TRE|8399002
8399003|FIRENZE CITY|FIRENZE CITY|26|TRE|8399003
8399004|GENOVA CITY|GENOVA CITY|26|TRE|8399004
8399005|NAPOLI CITY|NAPOLI CITY|26|TRE|8399005
8399006|VENEZIA CITY|VENEZIA CITY|26|TRE|8399006
8399007|PALERMO CITY|PALERMO CITY|26|TRE|8399007
8399008|TORINO CITY|TORINO CITY|26|TRE|8399008
5196001|KRAKOW|KRAKOW|26|OBB|5132035
5196003|WARSZAWA|WARSZAWA|26|OBB|51G0104
5495403|BRNO|BRNO|26|OBB|5495403
5496001|PRAHA|PRAHA|26|OBB|5423042
8096001|DELITZSCH|DELITZSCH|26|OBB|8082893
8096002|HELGOLAND|HELGOLAND|26|OBB|8002780
8096003|BERLIN|BERLIN|26|OBB|8062648
8096004|JENA|JENA|26|OBB|8036672
8096005|PLAUEN|PLAUEN|26|OBB|80G0124
8096006|SALZGITTER|SALZGITTER|26|OBB|8033859
8096007|PÖßNECK|PÖßNECK|26|OBB|80G0051
8096009|HAMBURG|HAMBURG|26|OBB|8002710
8096010|ELSTERWERDA-|ELSTERWERDA-|26|OBB|80G0134
8096011|HIDDENSEE|HIDDENSEE|26|OBB|8004733
8096012|HANNOVER MESSE|HANNOVER MESSE|26|OBB|8002760
8096014|DÜSSELDORF FLUGHAFEN (DUS)|DÜSSELDORF FLUGHAFE|26|OBB|80G0133
8096016|GROß GERAU-|GROß GERAU-|26|OBB|80G0047
8096017|HERSBRUCK(PEGNITZ)|HERSBRUCK(PEGNITZ)|26|OBB|8002712
8096018|LAUF(PEGNITZ)|LAUF(PEGNITZ)|26|OBB|8002708
8096019|SCHWAIG(B NÜRNBERG)|SCHWAIG(B NÜRNBERG)|26|OBB|8002713
8096020|ESCHWEILER|ESCHWEILER|26|OBB|8085199
8096021|FRANKFURT(MAIN)|FRANKFURT(MAIN)|26|OBB|8002705
8096022|KÖLN|KÖLN|26|OBB|8002775
8096023|KASSEL|KASSEL|26|OBB|8002748
8096025|NÜRNBERG|NÜRNBERG|26|OBB|8022198
8096601|KREUTH AM TEGERNSEE|KREUTH AM TEGERNSEE|26|OBB|8096601
8096602|ROTTACH-EGERN|ROTTACH-EGERN|26|OBB|8096602
8096603|TEGERNSEE|TEGERNSEE|26|OBB|8096603
8096901|FREILASSING (OBERBAYERN)|FREILASSING (OBERBAY|26|OBB|8096901
8096902|LINDAU (BODENSEE)|LINDAU (BODENSEE)|26|OBB|8096902
8096903|FÜSSEN|FÜSSEN|26|OBB|8096903
8096904|SCHÖNAU/KÖNIGSSEE|SCHÖNAU/KÖNIGSSEE|26|OBB|8096904
8096905|BAD REICHENHALL|BAD REICHENHALL|26|OBB|80G0008
8096906|BAYERISCH GMAIN|BAYERISCH GMAIN|26|OBB|8096906
8096907|RAMSAU B.BERCHTESGADEN|RAMSAU B.BERCHTESGAD|26|OBB|8096907
8096908|LAUFEN IN OBERBAYERN|LAUFEN IN OBERBAYERN|26|OBB|8096908
8096909|REIT IM WINKL|REIT IM WINKL|26|OBB|8096909
8096910|MITTENWALD|MITTENWALD|26|OBB|80G0048
8096911|OBERNZELL|OBERNZELL|26|OBB|8096911
8096912|OBERSTDORF|OBERSTDORF|26|OBB|8096912
8096913|UNTERAU B.BERCHTEGSADEN|UNTERAU B.BERCHTEGSA|26|OBB|8096913
8096914|KÖNIGSSEE|KÖNIGSSEE|26|OBB|8096914
8096915|STRUB|STRUB|26|OBB|8096915
8096916|BISCHOFSWIESEN|BISCHOFSWIESEN|26|OBB|8096916
8096917|TITTMONING|TITTMONING|26|OBB|8096917
8096918|PIDING|PIDING|26|OBB|8096918
8096919|OBERAU B.BERCHTESGADEN|OBERAU B.BERCHTESGAD|26|OBB|8096919
8096920|TRAUNSTEIN IN BAYERN|TRAUNSTEIN IN BAYERN|26|OBB|8096920
8096921|MELLECK|MELLECK|26|OBB|8096921
8096922|TEISENDORF|TEISENDORF|26|OBB|8096922
8096924|FRIDOLFING|FRIDOLFING|26|OBB|8096924
8096925|KIRCHANSCHÖRING|KIRCHANSCHÖRING|26|OBB|8096925
8096934|BERCHTESGADEN|BERCHTESGADEN|26|OBB|8096934
8096935|MARKTSCHELLENBERG|MARKTSCHELLENBERG|26|OBB|8096935
8096936|STEINBRÜNNING|STEINBRÜNNING|26|OBB|8096936
8096937|ABTSDORF|ABTSDORF|26|OBB|8096937
8096947|HOLZKIRCHEN IN OBERBAYERN|HOLZKIRCHEN IN OBERB|26|OBB|8096947
8096971|SULZBERG IM ALLGÄU|SULZBERG IM ALLGÄU|26|OBB|8096971
8096973|OBERJOCH|OBERJOCH|26|OBB|8096973
8096987|OBERSTAUFEN|OBERSTAUFEN|26|OBB|8096987
8096988|PASSAU|PASSAU|26|OBB|80G0057
8096989|SIMBACH/INN|SIMBACH/INN|26|OBB|8096989
8096990|BURGHAUSEN (OBERBAYERN)|BURGHAUSEN (OBERBAYE|26|OBB|8096990
8096991|NEUHAUS/INN|NEUHAUS/INN|26|OBB|8096991
8096992|RUHSTORF|RUHSTORF|26|OBB|8096992
8096993|POCKING|POCKING|26|OBB|8096993
8096994|BAD FÜSSING|BAD FÜSSING|26|OBB|8096994
8096995|HARTKIRCHEN (BAYERN)|HARTKIRCHEN (BAYERN)|26|OBB|8096995
8096996|LINDAU (BODENSEE) AESCHACH|LINDAU (BODENSEE) AE|26|OBB|8096996
8096997|LINDAU (BODENSEE) REUTIN|LINDAU (BODENSEE) RE|26|OBB|8096997
8096998|LINDAU (BODENSEE) ENZISWEILER|LINDAU (BODENSEE) EN|26|OBB|8096998
8096999|LINDAU (BODENSEE) OBERREITNAU|LINDAU (BODENSEE) OB|26|OBB|8096999
8097000|LINDAU (BODENSEE) ZECH|LINDAU (BODENSEE) ZE|26|OBB|8097000
8396001|FIRENZE|FIRENZE|26|OBB|8395235
8396002|GENOVA|GENOVA|26|OBB|8324035
8396003|NAPOLI|NAPOLI|26|OBB|8340035
8396004|ROMA|ROMA|26|OBB|83G0308
8396005|MILANO|MILANO|26|OBB|8399002
8396006|TORINO|TORINO|26|OBB|8369198
8396007|IMPERIA|IMPERIA|26|OBB|8396007
8396008|VENEZIA|VENEZIA|26|OBB|83G0309
8398301|BRENNERO/BRENNER|BRENNERO/BRENNER|26|OBB|8398301
8398302|PASSO ROMBO|PASSO ROMBO|26|OBB|8398302
8398304|MALLES/MALS|MALLES/MALS|26|OBB|8398304
8398305|TARVISIO|TARVISIO|26|OBB|8398305
8398306|VIPITENO/STERZING|VIPITENO/STERZING|26|OBB|8398306
8398307|MOSO IN P./MOOS I. P.|MOSO IN P./MOOS I. P|26|OBB|8398307
1170101|Innsbruck|Innsbruck|26|OBB|81G0007
1180207|Bregenz|Bregenz|26|OBB|81G0019
1140101|Linz|Linz|26|OBB|81G0017
1120101|Klagenfurt|Klagenfurt|26|OBB|1120101
1160100|Graz|Graz|26|OBB|1160100
1170920|Mayrhofen|Mayrhofen|26|OBB|1170920
1170923|Ried im Zillertal|Ried im Zillertal|26|OBB|1170923
1180302|Hohenems|Hohenems|26|OBB|1180302
1170930|STRASS IM ZILLERTAL|STRASS IM ZILLERTAL|26|OBB|1170930
1180301|Dornbirn|Dornbirn|26|OBB|1180301
1150619|Saalfelden|Saalfelden|26|OBB|1150619
1150609|Leogang|Leogang|26|OBB|1150609
1170416|ST.JOHANN IN TIROL|ST.JOHANN IN TIROL|26|OBB|1170416
1150101|Salzburg|Salzburg|26|OBB|1150101
1190100|Vienna|Vienna|26|OBB|1190100
5595509|GYÖR|GYÖR|26|OBB|5595509
