|CET||1||DE||Berlin-Schöneweide (|Berlin-Schöneweide |||8089168|522717N|29|133032E||||NVS|8089168|UIC
|CET||1||DE||Neckarsulm Mitte|Neckarsulm Mitte|||8004232|491136N|29|091322E||||NVS|8004232|UIC
|CET||1||DE||Lübeck Hochschulsta|Lübeck Hochschulsta|||8003785|534951N|29|104120E||||NVS|8003785|UIC
|CET||1||DE||Bredstedt Bahnhof|Bredstedt Bahnhof|||8071139|543716N|29|085811E||||NVS|8071139|UIC
|CET||1||DE||Rhöndorf Bahnhof|Rhöndorf Bahnhof|||8075074|503926N|29|071235E||||NVS|8075074|UIC
|CET||1||DE||Siegburg Bahnhof|Siegburg Bahnhof|||8075556|504736N|29|071211E||||NVS|8075556|UIC
|CET||1||AT||Stainach-Irdning Bah|Stainach-Irdning Bah|||8172320|473146N|29|140623E||||NVS|8172320|UIC
|CET||1||DE||Heilbronn Finanzamt|Heilbronn Finanzamt|||8070791|490825N|29|091406E||||NVS|8070791|UIC
|CET||1||DE||Heilbronn Pfühlpark|Heilbronn Pfühlpark|||8070793|490823N|29|091428E||||NVS|8070793|UIC
|CET||1||DE||Stolberg(Rheinl)Hbf|Stolberg(Rheinl)Hbf|||80G0424|504741N|29|061306E||||NVS|8098349|UIC
|CET||2||DE||Ittersbach Bf|Ittersbach Bf|||8007014|485208N|29|083039E||||NVS|8007014|UIC
|CET||1||DE||Bonn-Vilich-Rheindor|Bonn-Vilich-Rheindor|||8070748|504449N|29|070730E||||NVS|8070748|UIC
|CET||1||DE||Hangelar Ost|Hangelar Ost|||8070766|504612N|29|071049E||||NVS|8070766|UIC
|CET||2||CH||Zug|Zug|||8588622|471025N|29|083052E||||NVS|8502204|UIC
|CET||1||CH||Grimentz, Carovilla|Grimentz, Carovilla|||8581381|461049N|29|073435E||||NVS|8589302|UIC
|CET||1||CH||Olten|Olten|||5310366|472107N|29|075427E||||NVS|8500218|UIC
|CET||1||AT||Salzburg Hbf (Forum)|Salzburg Hbf (Forum)|||8171028|474850N|29|130239E||||NVS|8171028|UIC
|CET||1||AT||Waidhofen/Ybbs Bahnh|Waidhofen/Ybbs Bahnh|||8198445|475805N|29|144555E||||NVS|8198445|UIC
|CET||1||IT||Como S. Giovanni|Como S. Giovanni|||83G0002|454823N|29|090424E||||NVS|8301307|UIC
|CET||1||CH||Thun|Thun|||8507100|464517N|29|073746E||||NVS|8507100|UIC
|CET||1||CH||Crans-s.-S., Le Pas|Crans-s.-S., Le Pas|||8570818|461827N|29|072734E||||NVS|8594472|UIC
|CET||1||DE||Rostock Albrecht-Kos|Rostock Albrecht-Kos|||8070961|540442N|29|120754E||||NVS|8070961|UIC
|CET||1||CH||Luzern|Luzern|||8505000|470300N|29|081837E||||NVS|8505000|UIC
|CET||1||AT||Wien Stadlau (U2)|Wien Stadlau (U2)|||8170925|481347N|29|162711E||||NVS|8170925|UIC
|CET||1||AT||Bischofshofen Bahnho|Bischofshofen Bahnho|||8174451|472502N|29|131309E||||NVS|8174451|UIC
|CET||1||DE||Karlsruhe Mühlburger|Karlsruhe Mühlburge|||8079144|490037N|29|082312E||||NVS|8079144|UIC
|CET||1||DE||Traunstein Klinikum|Traunstein Klinikum|||8005873|475231N|29|123800E||||NVS|8005873|UIC
|CET||1||DE||Berlin Ostkreuz|Berlin Ostkreuz|||80G0181|523011N|29|132810E||||NVS|8011162|UIC
|CET||1||DE||München Flughafen Te|München Flughafen T|||8070786|482113N|29|114709E||||NVS|8070786|UIC
|CET||1||CH||Lutry CGN|Lutry CGN|||8501318|463004N|29|064102E||||NVS|8578393|UIC
|CET||1||CH||Schafhausen i.E.|Schafhausen i.E.|||8508264|465939N|29|073926E||||NVS|8557042|UIC
|CET||1||CH||Sion|Sion|||8579435|461339N|29|072133E||||NVS|8501506|UIC
|CET||2||AT||Wolfshuette|Wolfshuette|||81G0309|480310N|29|134053E||||NVS|8101902|UIC
|CET||2||AT||Bergern|Bergern|||81G0310|480603N|29|133752E||||NVS|8101904|UIC
|CET||1||CH||Beatenberg, Hubel|Beatenberg, Hubel|||8571316|464122N|29|074618E||||NVS|8594712|UIC
|CET||1||AT||Mittewald/Drau Bahnh|Mittewald/Drau Bahnh|||8177180|464612N|29|123542E||||NVS|8177180|UIC
|CET||1||CH||ZÜRICH|ZÜRICH|||8595073|472512N|26|083645E||||NVS|8596009|UIC
|CET||1||AT||Wien Erdbergstraße/S|Wien Erdbergstraße/|||8187859|481142N|29|162429E||||NVS|8187859|UIC
|CET||1||AT||Wien Schottenring (U|Wien Schottenring (U|||8170248|481301N|29|162216E||||NVS|8170248|UIC
|CET||1||CH||Surovas|Surovas|||8509352|462908N|29|095420E||||NVS|8587602|UIC
|CET||1||AT||Lienz in Osttirol Ba|Lienz in Osttirol Ba|||8177179|464943N|29|124616E||||NVS|8177179|UIC
|CET||1||AT||Hollabrunn Bahnhof (|Hollabrunn Bahnhof (|||8170130|483346N|29|160423E||||NVS|8170130|UIC
|CET||1||AT||Wien Messe-Prater (U|Wien Messe-Prater (U|||8170412|481308N|29|162331E||||NVS|8170412|UIC
|CET||1||AT||Wien Praterstern (U2|Wien Praterstern (U2|||8170427|481308N|29|162331E||||NVS|8170427|UIC
|CET||1||AT||Wien Krieau (U2)|Wien Krieau (U2)|||8170448|481308N|29|162331E||||NVS|8170448|UIC
|CET||1||CH||Chiasso|Chiasso|||8505307|454955N|29|090153E||||NVS|8505307|UIC
|CET||1||CH||Verbier,Les Colonnes|Verbier,Les Colonnes|||8583881|460533N|29|071313E||||NVS|8583881|UIC
|CET||1||DE||Halle(Saale)Hbf Gl.|Halle(Saale)Hbf Gl.|||8098159|512838N|29|115915E||||NVS|8098159|UIC
|CET||1||DE||Memmingen Bahnhof|Memmingen Bahnhof|||8089303|475904N|29|101111E||||NVS|8089303|UIC
