ADDRESS	TIME_ZONE	CITY_NAME	STATUS_CODE	PROVINCE_STATE_CODE	COUNTRY_CODE	DAYS_OF_WEEK_OF_OPERATION	DAFAULT_LONG_NAME	DAFAULT_SHORT_NAME	EMAIL	FAX_NUMBER	GENERIC_LOCATION_CODE	LATITUDE	LOCATION_TYPE	LONGITUDE	MINIMUM_CONNECTION_TIME	PHONE_NUMBER	POSTAL_CODE	DATA_OWNER	CODE_VALUE	CODE_CONTEXT
	CET		1		IT		Cologne(I)	Cologne(I)			80G0017	453436N	29	095608E				EVA	8301368	UIC
	CET		1		IT		Costa Masnaga	Costa Masnaga			8301491	454534N	29	091651E				EVA	8301388	UIC
	CET		1		CH		OLTEN	OLTEN			8500218	472106N	29	075427E				EVA	8500218	UIC
	CET		1		IT		MADDALENE	MADDALENE			8300607	404152N	29	144315E				EVA	8300607	UIC
	CET		1		CH		LUCERNE	LUCERNE			8505000	470517N	29	081457E				EVA	8505000	UIC
	CET		1		IT		AVIANO	AVIANO			8303087	460352N	29	123526E				EVA	8303087	UIC
	CET		1		IT		SPIGNO	SPIGNO			8300874	443222N	29	081904E				EVA	8300874	UIC
	CET		1		IT		S DANIANO D ASTI	S DANIANO D ASTI			8300461	445244N	29	080733E				EVA	8300461	UIC
	CET		1		IT		MACHERIO CANONICA	MACHERIO CANONICA			8301484	453844N	29	091712E				EVA	8301484	UIC
	CET		1		IT		CARISIO	CARISIO			8300055	452457N	29	105749E				EVA	8300055	UIC
	CET		1		CH		ZUG	ZUG			8588622	471024N	29	083055E				EVA	8502204	UIC
	CET		1		IT		SERIATE	SERIATE			8301533	454058N	29	094328E				EVA	8301533	UIC
	CET		1		IT		MACHERIO-CANONICA	MACHERIO-CANONICA			8301484	453843N	29	091712E				EVA	8301484	UIC
	CET		1		CH		Zug	Zug			8588622	471024N	29	083054E				EVA	8502204	UIC
	CET		1		CH		Olten	Olten			8500218	472107N	29	075427E				EVA	8500218	UIC
	CET		1		IT		Porto Valtravaglia	Porto Valtravaglia			8301116	455729N	29	084025E				EVA	8301116	UIC
	CET		1		CH		Thun	Thun			8507100	464517N	29	073746E				EVA	8507100	UIC
	CET		1		IT		EUROPA	EUROPA			8312335	373056N	29	150620E				EVA	8312335	UIC
	CET		1		IT		Aviano	Aviano			8303087	460352N	29	123526E				EVA	8303087	UIC
	CET		1		IT		S PELAGIO	S PELAGIO			8303023	460932N	29	131405E				EVA	8303024	UIC
	CET		1		IT		SPILIMBERGO	SPILIMBERGO			8313760	460630N	29	125402E				EVA	8303057	UIC
	CET		1		CH		SION	SION			8501605	461338N	29	072133E				EVA	8501506	UIC
	CET		1		IT		COME	COME			83G0015	404910N	29	142011E				EVA	8301307	UIC
	CET		1		IT		SEREGNO	SEREGNO			8301318	453845N	29	091210E				EVA	8301318	UIC
	CET		1		CH		CHIASSO GARE	CHIASSO GARE			8580022	454955N	29	090154E				EVA	8505307	UIC
	CET		1		CH		Sion	Sion			8501506	461339N	29	072133E				EVA	8501506	UIC
	CET		1		IT		COMIGNAGO	COMIGNAGO			8301025	454324N	29	083456E				EVA	8300050	UIC
	CET		1		CH		SION	SION			8501506	461339N	29	072133E				EVA	8501506	UIC
	CET		1		CH		ZUG(CH)	ZUG(CH)			8502204	471025N	29	083055E				EVA	8502204	UIC
	CET		1		CH		LUZERN	LUZERN			8505000	470300N	29	081838E				EVA	8505000	UIC
	CET		1		CH		THUN	THUN			8507100	464517N	29	073746E				EVA	8507100	UIC
	CET		1		IT		AVIANO	AVIANO			8303087	460351N	29	123526E				EVA	8303087	UIC
	CET		1		IT		PORTO VALTRAVAGLIA	PORTO VALTRAVAGLIA			8301116	455729N	29	084027E				EVA	8301116	UIC
	CET		1		IT		COMIGNAGO	COMIGNAGO			8300050	454251N	29	083359E				EVA	8300050	UIC
	CET		1		IT		SAN DAMIANO D'ASTI	SAN DAMIANO D'ASTI			8300461	445244N	29	080732E				EVA	8300461	UIC
	CET		1		CH		OLTEN	OLTEN			8500218	472107N	29	075428E				EVA	8500218	UIC
	CET		1		IT		SEREGNO	SEREGNO			8301318	453845N	29	091210E				EVA	8301318	UIC
	CET		1		IT		MARGARITA	MARGARITA			8300902	442248N	29	074108E				EVA	8300902	UIC
	CET		1		IT		VENZONE	VENZONE			8303018	461954N	29	130807E				EVA	8303018	UIC
	CET		1		IT		MADDALENE	MADDALENE			8300607	443106N	29	073852E				EVA	8300607	UIC
	CET		1		CH		THUN	THUN			8507100	464517N	29	073746E				EVA	8507100	UIC
	CET		1		IT		Laces/Latsch	Laces/Latsch			8396872	000000N	29	000000E				EVA	8396872	UIC
	CET		1		IT		Milano Lampugnano (T	Milano Lampugnano (T			83G0306	000000N	29	000000E				EVA	8389414	UIC
	CET		1		DE		Niesky Horkaer Straß	Niesky Horkaer Stra			80G0397	000000N	29	000000E				EVA	8070900	UIC
	CET		1		IT		MILANO VILLAPIZZONE	MILANO VILLAPIZZONE			8301639	453015N	29	090839E				EVA	8301639	UIC
	CET		1		IT		BUTTRIO	BUTTRIO			8303029	460046N	29	131944E				EVA	8303029	UIC
	CET		1		IT		COMO SAN GIOVANNI	COMO SAN GIOVANNI			8301307	454832N	29	090419E				EVA	8301307	UIC
	CET		1		IT		CHIASSO	CHIASSO			8505307	454956N	29	090202E				EVA	8505307	UIC
	CET		1		IT		SAN ZENONE AL LAMBRO	SAN ZENONE AL LAMBRO			8301823	452016N	29	092141E				EVA	8301823	UIC
	CET		1		IT		RablÓ/Rabland	RablÓ/Rabland			8384747	000000N	29	000000E				EVA	8384747	UIC
	CET		1		IT		Aviano	Aviano			8303087	460352N	29	123526E				EVA	8303087	UIC
	CET		1		CH		S.Croce (Sondrio)	S.Croce (Sondrio)			8581125	461930N	29	092722E				EVA	8594720	UIC
	CET		1		IT		Lagundo/Algund	Lagundo/Algund			8384968	000000N	29	000000E				EVA	8384968	UIC
	CET		1		IT		Coldrano/Goldrain	Coldrano/Goldrain			8384407	000000N	29	000000E				EVA	8384407	UIC
	CET		2		IT		Porto Valtravagli	Porto Valtravagli			83G0025	000000N	29	000000E				EVA	8301116	UIC
	CET		1		IT		Seregno	Seregno			8301318	453840N	29	091207E				EVA	8301318	UIC
	CET		1		IT		Malles/Mals	Malles/Mals			83G0305	000000N	29	000000E				EVA	8362035	UIC
	CET		1		IT		Stava/Staben	Stava/Staben			8377683	000000N	29	000000E				EVA	8377683	UIC
	CET		1		IT		Arcene	Arcene			8378025	000000N	29	000000E				EVA	8378025	UIC
	CET		1		IT		MONTIRONE	MONTIRONE			8301840	452705N	29	101421E				EVA	8301840	UIC
	CET		1		DE		Marktplatz, Mannheim	Marktplatz, Mannheim			508160	492922N	29	082805E				EVA	508160	UIC
	CET		1		DE		ZOB Ost, Ulm	ZOB Ost, Ulm			801345	482351N	29	095901E				EVA	801345	UIC
	CET		1		DE		Viernheim Ost	Viernheim Ost			510171	493214N	29	083521E				EVA	510171	UIC
	CET		1		DE		Dossenheim Nord	Dossenheim Nord			513277	492710N	29	084001E				EVA	513277	UIC
	CET		1		DE		ZOB, Sindelfingen	ZOB, Sindelfingen			561013	484221N	29	090000E				EVA	561013	UIC
	CET		1		DE		Bahnhof, Nürtingen	Bahnhof, Nürtingen			751399	483741N	29	092033E				EVA	751399	UIC
	CET		1		DE		Luisenstraße, Weinhe	Luisenstraße, Weinh			510445	493312N	29	083956E				EVA	510445	UIC
	CET		1		DE		Bahnhof, Ringsheim	Bahnhof, Ringsheim			882028	481454N	29	074621E				EVA	882028	UIC
	CET		1		DE		Bahnhof, Backnang	Bahnhof, Backnang			561510	485634N	29	092533E				EVA	561510	UIC
	CET		1		DE		Dettenhausen	Dettenhausen			561426	483622N	29	090538E				EVA	561426	UIC
	CET		1		DE		ZOB, Denzlingen	ZOB, Denzlingen			500292	480407N	29	075256E				EVA	500292	UIC
	CET		1		DE		Bahnhof, Schallstadt	Bahnhof, Schallstadt			500199	475722N	29	074511E				EVA	500199	UIC
	CET		1		DE		Bahnhof, Murg	Bahnhof, Murg			502418	473313N	29	080107E				EVA	502418	UIC
	CET		1		DE		ZOB, Offenburg	ZOB, Offenburg			882997	482836N	29	075646E				EVA	882997	UIC
	CET		1		DE		Bahnhof, Rastatt	Bahnhof, Rastatt			723656	485139N	29	081252E				EVA	723656	UIC
	CET		1		DE		Bahnhof, Schluchsee	Bahnhof, Schluchsee			503183	474900N	29	081040E				EVA	503183	UIC
	CET		1		DE		Bahnhof, Böblingen	Bahnhof, Böblingen			555730	483714N	29	085325E				EVA	555730	UIC
	CET		1		DE		Bahnhof, Bondorf	Bahnhof, Bondorf			828162	483120N	29	084940E				EVA	828162	UIC
	CET		1		DE		Spinnerei, Ettlingen	Spinnerei, Ettlingen			720788	485545N	29	082702E				EVA	720788	UIC
	CET		1		DE		Bahnhof, Rottweil	Bahnhof, Rottweil			500900	480953N	29	083824E				EVA	500900	UIC
	CET		1		DE		Bahnhof, Tuttlingen	Bahnhof, Tuttlingen			501460	475849N	29	084757E				EVA	501460	UIC
	CET		1		DE		Bahnhof, Sigmaringen	Bahnhof, Sigmaringen			801736	480511N	29	091322E				EVA	801736	UIC
	CET		1		DE		Bahnhof, Bötzingen	Bahnhof, Bötzingen			366658	000000N	29	000000E				EVA	366658	UIC
