80G1398|Soyen|Soyen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1399|Gars(Inn)|Gars(Inn)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1400|Grosskarolinenfeld|Grosskarolinenfeld|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1401|OstermŸnchen|OstermŸnchen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1402|Assling(Oberbay)|Assling(Oberbay)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1403|Eglharting|Eglharting|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1404|MŸnchen-Trudering|MŸnchen-Trudering|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1405|Steinhšring|Steinhšring|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1406|Edling|Edling|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1407|HeufeldmŸhle|HeufeldmŸhle|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1408|MŸnchen-Daglfing|MŸnchen-Daglfing|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1409|MŸnchen-Englschalking|MŸnchen-Englschalki|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1410|MŸnchen-Johanneskirchen|MŸnchen-Johanneskir|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1411|Unterfšhring|Unterfšhring|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1412|MŸnchen Ost|MŸnchen Ost|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1413|MŸnchen-Giesing|MŸnchen-Giesing|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1414|MŸnchen-Perlach|MŸnchen-Perlach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1415|Hšhenkirchen-Siegertsbrunn|Hšhenkirchen-Sieger|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1416|DŸrrnhaar|DŸrrnhaar|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1417|Grosshelfendorf|Grosshelfendorf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1418|MŸnchen-Fasangarten|MŸnchen-Fasangarten|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1419|Furth(b Deisenhofen)|Furth(b Deisenhofen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1420|BruckmŸhl|BruckmŸhl|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1421|Kreuzstrasse (D)|Kreuzstrasse (D)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1422|WŠchterhof|WŠchterhof|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1423|MŸnchen-Solln|MŸnchen-Solln|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1424|MŸnchen-Mittersendling|MŸnchen-Mittersendl|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1425|MŸnchen Harras|MŸnchen Harras|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1426|MŸnchen Siemenswerke|MŸnchen Siemenswerk|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1427|MŸnchen Pasing|MŸnchen Pasing|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1428|Peissenberg Nord|Peissenberg Nord|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1429|Peissenberg|Peissenberg|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1430|GrŠfelfing|GrŠfelfing|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1431|MŸnchen-Westkreuz|MŸnchen-Westkreuz|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1432|MŸnchen-Neuaubing|MŸnchen-Neuaubing|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
8020335|MŸnchen-Freiham|MŸnchen-Freiham|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1433|Germering-Unterpfaffenhofen|Germering-Unterpfaf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1434|Wessling (Oberbay)|Wessling (Oberbay)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1435|MŸnchen-Laim Pbf|MŸnchen-Laim Pbf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1436|MŸnchen DonnersbergerbrŸcke|MŸnchen Donnersberg|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1437|MŸnchen Hbf|MŸnchen Hbf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1438|MŸnchen Hbf Gl. 27-36|MŸnchen Hbf Gl. 27-|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1439|MŸnchen Leienfelsstr.|MŸnchen Leienfelsst|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1440|Schšngeising|Schšngeising|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1441|FŸrstenfeldbruck (D)|FŸrstenfeldbruck (D|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1442|MŸnchen-Aubing|MŸnchen-Aubing|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1443|Gršbenzell|Gršbenzell|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1444|MŸnchen-Lochhausen|MŸnchen-Lochhausen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1445|MŸnchen-Langwied|MŸnchen-Langwied|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1446|EichstŠtt Stadt|EichstŠtt Stadt|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1447|Ršhrmoos|Ršhrmoos|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1448|Arnbach|Arnbach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1449|AltomŸnster|AltomŸnster|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1450|MŸnchen-Karlsfeld|MŸnchen-Karlsfeld|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1451|MŸnchen-Allach|MŸnchen-Allach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1452|MŸnchen-Obermenzing|MŸnchen-Obermenzing|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1453|Langenbach (Oberbay)|Langenbach (Oberbay|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1454|MŸnchen-Feldmoching|MŸnchen-Feldmoching|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1455|MŸnchen-Fasanerie|MŸnchen-Fasanerie|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1456|MŸnchen-Moosach|MŸnchen-Moosach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1457|Grosshesselohe Isartalbf|Grosshesselohe Isar|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1458|Hšllriegelskreuth|Hšllriegelskreuth|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1459|Ebenhausen-SchŠftlarn|Ebenhausen-SchŠftla|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1460|Fasanenpark(b MŸnchen)|Fasanenpark(b MŸnch|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1461|MŸnchen HackerbrŸcke|MŸnchen HackerbrŸc|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1462|MŸnchen Karlsplatz|MŸnchen Karlsplatz|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1463|MŸnchen Marienplatz|MŸnchen Marienplatz|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1464|MŸnchen Isartor|MŸnchen Isartor|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1465|MŸnchen Rosenheimer Platz|MŸnchen Rosenheimer|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1466|MŸnchen St.Martin-Str.|MŸnchen St.Martin-S|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1467|MŸnchen-Neuperlach SŸd|MŸnchen-Neuperlach |29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1468|Unterschleissheim|Unterschleissheim|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1469|Oberschleissheim|Oberschleissheim|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1470|MŸnchen Hbf (Tief)|MŸnchen Hbf (Tief)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1471|MŸnchen Heimeranplatz|MŸnchen Heimeranpla|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1472|MŸnchen Flughafen Besucherpark|MŸnchen Flughafen B|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1473|MŸnchen Flughafen Terminal|MŸnchen Flughafen T|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
8020817|Freiburg(D), SchwabentorbrŸcke|Freiburg(D), Schwab|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1474|DŸlmen|DŸlmen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1475|Bšsensell|Bšsensell|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1476|MŸnster-Albachten|MŸnster-Albachten|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1477|MŸnster (Westf) Hbf|MŸnster (Westf) Hbf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1478|OsnabrŸck Hbf|OsnabrŸck Hbf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1479|Bohmte|Bohmte|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1480|Lemfšrde|Lemfšrde|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1481|Bockum-Hšvel|Bockum-Hšvel|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1482|MŸnster-Hiltrup|MŸnster-Hiltrup|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1483|MŸnster-Sprakel|MŸnster-Sprakel|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1484|Dšrpen|Dšrpen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1485|Selm (D)|Selm (D)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1486|LŸdinghausen|LŸdinghausen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1487|Steinfurt-Burgsteinfurt|Steinfurt-Burgstein|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1488|MŸnster-HŠger|MŸnster-HŠger|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
8021155|Coesfeld(Westf) Schulzentrum|Coesfeld(Westf) Sch|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1489|SchŸttorf|SchŸttorf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1490|Hšrstel|Hšrstel|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1491|IbbenbŸren-Esch|IbbenbŸren-Esch|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1492|IbbenbŸren|IbbenbŸren|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1493|IbbenbŸren-Laggenbeck|IbbenbŸren-Laggenbe|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1494|BruchmŸhlen|BruchmŸhlen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1495|BŸnde (Westf)|BŸnde (Westf)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1496|WŸsting|WŸsting|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1497|Wilhelmshaven|Wilhelmshaven|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1498|Grossenkneten|Grossenkneten|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1499|QuakenbrŸck|QuakenbrŸck|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1500|BersenbrŸck|BersenbrŸck|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
8021439|Hage (Ostfriesl)|Hage (Ostfriesl)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1501|Emden Aussenhafen|Emden Aussenhafen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1502|Dissen-Bad Rothenfelde|Dissen-Bad Rothenfe|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1503|KŸnsebeck|KŸnsebeck|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1504|Schloss Holte|Schloss Holte|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1505|Hšvelriege|Hšvelriege|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1506|Hšvelhof (D)|Hšvelhof (D)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1507|Mesch Neue MŸhle|Mesch Neue MŸhle|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1508|Holzhausen-Heddinghausen|Holzhausen-Heddingh|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1509|LŸbbecke (Westf)|LŸbbecke (Westf)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1510|MŸnster-AmelsbŸren|MŸnster-AmelsbŸren|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1511|Capelle (D)|Capelle (D)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1512|Langeoog Inselbahnhof|Langeoog Inselbahnh|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1513|MŸhlen(Oldb)|MŸhlen(Oldb)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1514|Schortens-HeidmŸhle|Schortens-HeidmŸhle|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1515|Harlesiel Anl.|Harlesiel Anl.|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1516|Bensersiel (Bus)|Bensersiel (Bus)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1517|Juist Flughafen|Juist Flughafen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
8021794|Sšllingen, Reetzstrasse|Sšllingen, Reetzstr|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1518|Untersteinach (Stadtsteinach)|Untersteinach (Stad|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1519|Fšrtschendorf|Fšrtschendorf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1520|KŸps|KŸps|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1521|Ebing|Ebing|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1522|BreitengŸssbach|BreitengŸssbach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1523|FŸrth-Unterfarrnbach|FŸrth-Unterfarrnbac|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1524|FŸrth (Bay) Hbf|FŸrth (Bay) Hbf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1525|NŸrnberg Rothenburger Str.|NŸrnberg Rothenburg|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1526|NŸrnberg Hbf|NŸrnberg Hbf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
8022194|NŸrnberg Hbf (U)|NŸrnberg Hbf (U)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1527|NŸrnberg Gleisshammer|NŸrnberg Gleisshamm|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1528|NŸrnberg-Dutzendteich|NŸrnberg-Dutzendtei|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1529|NŸrnberg-Mšgeldorf|NŸrnberg-Mšgeldorf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1530|NŸrnberg Ost|NŸrnberg Ost|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1531|NŸrnberg Nordost|NŸrnberg Nordost|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1532|Grossgeschaidt|Grossgeschaidt|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1533|RŸsselbach|RŸsselbach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1534|Igensdorf|Igensdorf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1535|Weissenohe|Weissenohe|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1536|GrŠfenberg|GrŠfenberg|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1537|NŸrnberg-Schweinau|NŸrnberg-Schweinau|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1538|NŸrnberg-Stein|NŸrnberg-Stein|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1539|Friedrichsthal(b Bayreuth)|Friedrichsthal(b Ba|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1540|Dšhlau|Dšhlau|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1541|Gšrschnitz|Gšrschnitz|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1542|Simmelsdorf-HŸttenbach|Simmelsdorf-HŸttenb|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1543|Ludwigshšhe|Ludwigshšhe|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1544|RŸckersdorf (Mfr)|RŸckersdorf (Mfr)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1545|NŸrnberg-Erlenstegen|NŸrnberg-Erlenstege|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1546|Ršthenbach (Pegnitz)|Ršthenbach (Pegnitz|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1547|NŸrnberg-Laufamholz|NŸrnberg-Laufamholz|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1548|Pšlling|Pšlling|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1549|NŸrnberg-Sandreuth|NŸrnberg-Sandreuth|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1550|NŸrnberg-Eibach|NŸrnberg-Eibach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1551|NŸrnberg-Reichelsdorf|NŸrnberg-Reichelsdo|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1552|Rednitzhembach(b Schwabach)|Rednitzhembach(b Sc|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1553|BŸchenbach|BŸchenbach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1554|EckersmŸhlen|EckersmŸhlen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1555|GeorgensgmŸnd|GeorgensgmŸnd|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1556|MŸhlstetten|MŸhlstetten|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1557|Hassfurt|Hassfurt|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1558|Mellrichstadt Bahnhof|Mellrichstadt Bahnh|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1559|Ostheim v d Rhšn|Ostheim v d Rhšn|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1560|MŸnnerstadt|MŸnnerstadt|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1561|Essleben|Essleben|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1562|Seligenstadt (b WŸrzburg)|Seligenstadt (b WŸr|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1563|FŸrth-UnterfŸrberg|FŸrth-UnterfŸrberg|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1564|FŸrth-Burgfarrnbach|FŸrth-Burgfarrnbach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1565|Eschenbach(b Markt Erlbach)|Eschenbach(b Markt |29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1566|HagenbŸchach (D)|HagenbŸchach (D)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1567|Illesheim|Illesheim|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1568|Buchbrunn-Mainstockheim|Buchbrunn-Mainstock|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1569|Dettelbach Bahnhof|Dettelbach Bahnhof|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1570|WŸrzburg Hbf|WŸrzburg Hbf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1571|WŸrzburg-Zell|WŸrzburg-Zell|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1572|Veitshšchheim|Veitshšchheim|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1573|ThŸngersheim|ThŸngersheim|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1574|GemŸnden (Main)|GemŸnden (Main)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1575|MichelaubrŸck|MichelaubrŸck|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1576|GrŠfendorf|GrŠfendorf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1577|WolfsmŸnster|WolfsmŸnster|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1578|WeickersgrŸben|WeickersgrŸben|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1579|NŸrnberg-DŸrrenhof|NŸrnberg-DŸrrenhof|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1580|NŸrnberg Ostring|NŸrnberg Ostring|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1581|NŸrnberg-Rehhof|NŸrnberg-Rehhof|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1582|Ršthenbach-Steinberg|Ršthenbach-Steinber|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1583|Ršthenbach-Seespitze|Ršthenbach-Seespitz|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1584|HeigenbrŸcken|HeigenbrŸcken|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1585|Hšsbach|Hšsbach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1586|Erlenbach (D)|Erlenbach (D)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1587|Wšrth (Main)|Wšrth (Main)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1588|Freudenberg (Main)|Freudenberg (Main)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1589|WŸrzburg SŸd|WŸrzburg SŸd|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1590|Gossmannsdorf|Gossmannsdorf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1591|Rothenburg ob der Tauber|Rothenburg ob der T|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1592|Rosstal|Rosstal|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1593|Rosstal WegbrŸcke|Rosstal WegbrŸcke|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1594|DombŸhl|DombŸhl|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1595|Schnelldorf|Schnelldorf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1596|FŸrth Westvorstadt|FŸrth Westvorstadt|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1597|FŸrth-Dambach|FŸrth-Dambach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1598|Dšrfles-Esbach|Dšrfles-Esbach|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1599|Grosswalbur|Grosswalbur|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1600|Ršdental|Ršdental|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1601|Mšnchršden|Mšnchršden|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1602|NŸrnberg-Frankenstadion|NŸrnberg-Frankensta|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1603|Leuna-Werke SŸd|Leuna-Werke SŸd|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1604|MŸcheln (Geiseltal)|MŸcheln (Geiseltal)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1605|Ršblingen am See|Ršblingen am See|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1606|Halle Zscherbener Strasse|Halle Zscherbener S|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1607|Halle SŸdstadt|Halle SŸdstadt|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1608|Halle(Saale) Zoo|Halle(Saale) Zoo|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1609|Halle Dessauer BrŸcke|Halle Dessauer BrŸc|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1610|Domnitz (Saalkr)|Domnitz (Saalkr)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1611|Halle SteintorbrŸcke|Halle SteintorbrŸck|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1612|Weissandt-Gšlzau|Weissandt-Gšlzau|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1613|Zšberitz|Zšberitz|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1614|Niedergšrsdorf|Niedergšrsdorf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1615|Blšnsdorf|Blšnsdorf|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1616|BŸlzig|BŸlzig|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1617|Zšrnigall|Zšrnigall|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1618|GrŠfenhainichen|GrŠfenhainichen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1619|Burgkemnitz|Burgkemnitz|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1620|Landsberg (b Halle Saale)|Landsberg (b Halle |29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1621|Jessnitz (Anhalt)|Jessnitz (Anhalt)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1622|Leipzig Anger-Crottendorf|Leipzig Anger-Crott|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1623|Lutherstadt Wittenberg-Piester|Lutherstadt Wittenb|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1624|Lutherstadt Wittenberg Altst.|Lutherstadt Wittenb|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1625|Lutherstadt Wittenberg-Labetz|Lutherstadt Wittenb|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1626|MŸhlanger|MŸhlanger|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1627|Elster(Elbe)|Elster(Elbe)|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1628|Peissen|Peissen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1629|Reussen|Reussen|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1630|KŠmmereiforst|KŠmmereiforst|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
80G1631|DoberschŸtz|DoberschŸtz|29|CET|000000N|000000E|||||DE|||||1234567|1|AMA
