UIC|8326033|8383200|8326033|||SBB
UIC|8326034|83G0338|8326034|||SBB
UIC|8326035|8306905|8326035|||SBB
UIC|8326036|8303091|8326036|||SBB
UIC|8326037|8303092|8326037|||SBB
UIC|8326038|8303093|8326038|||SBB
UIC|8326039|8303913|8326039|||SBB
UIC|8327204|8305081|8327204|||SBB
UIC|8331004|8307436|8331004|||SBB
UIC|8342517|8312144|8342517|||SBB
UIC|8360015|8360015|8360015|||SBB
UIC|8360060|8360060|8360060|||SBB
UIC|8360063|8360063|8360063|||SBB
UIC|8360082|8360082|8360082|||SBB
UIC|8360912|8360912|8360912|||SBB
UIC|8366705|8366705|8366705|||SBB
UIC|8374157|8307415|8374157|||SBB
UIC|8389056|8389056|8389056|||SBB
UIC|8389115|8389115|8389115|||SBB
UIC|8389414|8399099|8389414|||SBB
UIC|8390376|8390376|8390376|||SBB
UIC|8390380|8390380|8390380|||SBB
UIC|8390441|8390441|8390441|||SBB
UIC|8399102|8399102|8399102|||SBB
UIC|8399103|8399103|8399103|||SBB
UIC|8400045|8400045|8400045|||SBB
UIC|8400047|8400047|8400047|||SBB
UIC|8400049|8400049|8400049|||SBB
UIC|8400050|8400050|8400050|||SBB
UIC|8400051|8400051|8400051|||SBB
UIC|8400052|8400052|8400052|||SBB
UIC|8400053|8400053|8400053|||SBB
UIC|8400054|8400054|8400054|||SBB
UIC|8400055|8400055|8400055|||SBB
UIC|8400056|8400056|8400056|||SBB
UIC|8400057|8400057|8400057|||SBB
UIC|8400058|8400058|8400058|||SBB
UIC|8400059|8400059|8400059|||SBB
UIC|8400060|8400060|8400060|||SBB
UIC|8400061|8400061|8400061|||SBB
UIC|8400065|8400065|8400065|||SBB
UIC|8400066|8400066|8400066|||SBB
UIC|8400067|8400067|8400067|||SBB
UIC|8400068|8400068|8400068|||SBB
UIC|8400069|8400069|8400069|||SBB
UIC|8400071|8400071|8400071|||SBB
UIC|8400072|8400072|8400072|||SBB
UIC|8400073|8400073|8400073|||SBB
UIC|8400074|8400074|8400074|||SBB
UIC|8400075|8400075|8400075|||SBB
UIC|8400079|8400079|8400079|||SBB
UIC|8400081|8400081|8400081|||SBB
UIC|8400082|8400082|8400082|||SBB
UIC|8400086|8400086|8400086|||SBB
UIC|8400089|8400089|8400089|||SBB
UIC|8400090|8400090|8400090|||SBB
UIC|8400091|8400091|8400091|||SBB
UIC|8400092|8400092|8400092|||SBB
UIC|8400094|8400094|8400094|||SBB
UIC|8400096|8400096|8400096|||SBB
UIC|8400097|8400097|8400097|||SBB
UIC|8400100|8400100|8400100|||SBB
UIC|8400104|8400104|8400104|||SBB
UIC|8400108|8400108|8400108|||SBB
UIC|8400112|8400112|8400112|||SBB
UIC|8400113|8400113|8400113|||SBB
UIC|8400114|8400114|8400114|||SBB
UIC|8400115|8400115|8400115|||SBB
UIC|8400117|8400117|8400117|||SBB
UIC|8400118|8400118|8400118|||SBB
UIC|8400121|8400121|8400121|||SBB
UIC|8400124|8400124|8400124|||SBB
UIC|8400125|8400125|8400125|||SBB
UIC|8400126|84G0011|8400126|||SBB
UIC|8400127|8400127|8400127|||SBB
UIC|8400128|8400128|8400128|||SBB
UIC|8400129|8400129|8400129|||SBB
UIC|8400131|8400131|8400131|||SBB
UIC|8400132|8400132|8400132|||SBB
UIC|8400133|8400133|8400133|||SBB
UIC|8400136|8400136|8400136|||SBB
UIC|8400139|8400139|8400139|||SBB
UIC|8400140|8400140|8400140|||SBB
UIC|8400141|8400141|8400141|||SBB
UIC|8400145|8400145|8400145|||SBB
UIC|8400147|8400147|8400147|||SBB
UIC|8400151|8400151|8400151|||SBB
UIC|8400152|8718425|8400152|||SBB
UIC|8400153|8400153|8400153|||SBB
UIC|8400154|8400154|8400154|||SBB
UIC|8400155|8400155|8400155|||SBB
UIC|8400161|8400161|8400161|||SBB
UIC|8400163|8400163|8400163|||SBB
UIC|8400164|8400164|8400164|||SBB
UIC|8400165|8400165|8400165|||SBB
UIC|8400166|8400166|8400166|||SBB
UIC|8400167|8400167|8400167|||SBB
UIC|8400168|8400168|8400168|||SBB
UIC|8400169|8400169|8400169|||SBB
UIC|8400170|8400170|8400170|||SBB
UIC|8400171|8400171|8400171|||SBB
UIC|8400172|8400172|8400172|||SBB
UIC|8400173|8400173|8400173|||SBB
UIC|8400174|8400174|8400174|||SBB
UIC|8400175|8400175|8400175|||SBB
UIC|8400176|8400176|8400176|||SBB
UIC|8400177|8400177|8400177|||SBB
UIC|8400179|8400179|8400179|||SBB
