|CET||1||DE||Teschow Gaststätte|Teschow Gaststatte|||80G0541|535938N|29|113813E||||OBB|8079771|UIC
|CET||1||DE||Rakow Alte Schule|Rakow Alte Schule|||80G0533|540251N|29|130254E||||OBB|8079758|UIC
|CET||1||DE||Reddelich Gaststätte|Reddelich Gaststatte|||80G0534|540510N|29|115059E||||OBB|8079760|UIC
|CET||1||DE||Greifswald ZOB|Greifswald Zob|||8089306|540537N|29|132211E||||OBB|8089306|UIC
|CET||1||DE||Martensdorf B105|Martensdorf B105|||8028514|541801N|29|125549E||||OBB|8087033|UIC
|CET||1||DE||Kiel-Ellerbek|Kiel-Ellerbek|||8003259|541850N|29|101009E||||OBB|8003259|UIC
|CET||1||DE||Kiel-Oppendorf|Kiel-Oppendorf|||80G0335|541933N|29|101229E||||OBB|8003260|UIC
|CET||1||DE||Ostseebad Binz Busbf|Ostseebad Binz Busbf|||8028562|542402N|29|133629E||||OBB|8089308|UIC
|CET||1||DE||Prora Ost Poststraße|Prora Ost Poststrasse|||80G0530|542600N|29|133422E||||OBB|8079755|UIC
|CET||1||DE||Prora Nord|Prora Nord|||80G0529|542631N|29|133359E||||OBB|8079754|UIC
|CET||1||DE||Lietzow B96|Lietzow B96|||80G0522|542850N|29|133021E||||OBB|8079744|UIC
|CET||1||DE||Sassnitz ZOB|Sassnitz Zob|||80G0499|543059N|29|133823E||||OBB|8079540|UIC
