CODE_VALUE	DEFAULT_LONG_NAME	LOCATION_TYPE_CODE	LATITUDE	LONGITUDE	GENERIC_LOCATION_CODE	DEFAULT_LONG_NAME	LOCATION_TYPE_CODE		COUNTRY_CODE	STATUS_CODE
913072	Wien Joseph-Lister-Gasse	26	481030N	161605E	913072	Wien Joseph-Lister-	26		AT	1
913073	Wien Reischergasse	29	481028N	161553E	913073	Wien Reischergasse	29		AT	1
913074	Wien Lafitegasse	26	481034N	161605E	913074	Wien Lafitegasse	26		AT	1
913075	Wien Schweizertalstraße	29	481117N	161556E	913075	Wien Schweizertalst	29		AT	1
913076	Wien Innocentiagasse	29	481127N	161545E	913076	Wien Innocentiagass	29		AT	1
913077	Wien Seuttergasse	29	481136N	161544E	913077	Wien Seuttergasse	29		AT	1
5100627	Barwald Sredni	29	495220N	193555E	5107831	Barwald Sredni	29		PL	1
5100628	Borowa Olesnicka	29	511103N	171637E	5105934	Borowa Olesnicka	29		PL	1
5100629	Barwald Gorny	29	495154N	193717E	5107832	Barwald Gorny	29		PL	1
5100632	Bialystok Wiadukt	29	530639N	230541E	5102462	Bialystok Wiadukt	29		PL	1
5100633	Brwinow	29	520831N	204307E	5103413	Brwinow	29		PL	1
5100635	Biskupice Wlkp	29	522801N	171012E	5103097	Biskupice Wlkp	29		PL	1
5100640	Borowina	29	514935N	221627E	5104013	Borowina	29		PL	1
5100641	Bydgoszcz Akademia	29	530829N	180819E	5101675	Bydgoszcz Akademia	29		PL	1
5100642	Bydgoszcz Bielawy	29	530755N	180314E	5101672	Bydgoszcz Bielawy	29		PL	1
5100643	Byczyna Kluczborska	29	510648N	181200E	5106134	Byczyna Kluczborska	29		PL	1
5100644	Bydgoszcz Brdyujscie	29	530800N	180636E	5101674	Bydgoszcz Brdyujsci	29		PL	1
5100646	Bydgoszcz Fordon	29	530847N	180926E	5101858	Bydgoszcz Fordon	29		PL	1
5100647	Bydgoszcz Lesna	29	530837N	180155E	5101837	Bydgoszcz Lesna	29		PL	1
5100648	Bydgoszcz Wschod	29	530740N	180509E	5101671	Bydgoszcz Wschod	29		PL	1
5100649	Bytnica	29	520752N	150853E	5102755	Bytnica	29		PL	1
5100650	Bytom Rojca	29	502346N	185402E	5107106	Bytom Rojca	29		PL	1
5100651	Bytom Karb	29	502107N	185255E	5107241	Bytom Karb	29		PL	1
5100653	Budzyn	29	525339N	165800E	5101616	Budzyn	29		PL	1
5100654	Bytom Odrzanski	29	514335N	154919E	5104212	Bytom Odrzanski	29		PL	1
5100655	Bytom Pln	29	502238N	185248E	5107246	Bytom Pln	29		PL	1
8593998	Vevey, poste	29	462753N	065022E	8593998	Vevey, poste	29		CH	1
8593999	Vevey, Pra	26	462814N	065109E	8593999	Vevey, Pra	26		CH	1
8594000	Vevey, Quatre-Vents	29	462744N	065119E	8594000	Vevey, Quatre-Vents	29		CH	1
8594002	Vevey, Ronjat	29	462741N	065036E	8594002	Vevey, Ronjat	29		CH	1
8594190	Wallisellen, Guggenbühlstrasse	29	472449N	083549E	8594190	Wallisellen, Guggen	29		CH	1
5400503	Bludov	29	495539N	165619E	5433042	Bludov	29		CZ	1
5400504	Bludov lazne	29	495627N	165410E	5433062	Bludov lazne	29		CZ	1
5400506	Boc	29	502134N	130458E	5475825	Boc	29		CZ	1
5400509	Bohdasin	29	503551N	161244E	5453760	Bohdasin	29		CZ	1
5400510	Bohdikov	29	500135N	165405E	5433072	Bohdikov	29		CZ	1
5400511	Bohosudov	29	504021N	135243E	5453279	Bohosudov	29		CZ	1
5400513	Bohousova	29	500527N	162246E	5453310	Bohousova	29		CZ	1
5400514	Bohumilice v Cechach	29	490534N	134804E	5475112	Bohumilice v Cechac	29		CZ	1
5400515	Bohumilice v Cechach z.	29	490552N	134851E	5475102	Bohumilice v Cechac	29		CZ	1
5400517	Bohunovice	29	493945N	171652E	5433092	Bohunovice	29		CZ	1
5400519	Bohuslavice n.Metuji z.	29	501843N	160446E	5453940	Bohuslavice n.Metuj	29		CZ	1
5400520	Bohuslavice n. Metuj	29	501942N	160544E	5453910	Bohuslavice n. Metu	29		CZ	1
5400522	Bohuslavice nad Vlar	29	490547N	175534E	5433145	Bohuslavice nad Vla	29		CZ	1
5400523	Bohuslavice u Kyjova	29	490317N	170711E	5433175	Bohuslavice u Kyjov	29		CZ	1
5400524	Bohusov	29	501425N	174254E	5434314	Bohusov	29		CZ	1
5400525	Bohusovice nad Ohri	29	502929N	140858E	5455909	Bohusovice nad Ohri	29		CZ	1
5400526	Bohutice	29	485917N	162122E	5435845	Bohutice	29		CZ	1
5400527	Bohutin	29	495708N	165231E	5433052	Bohutin	29		CZ	1
5400529	Bojanovice	29	495204N	142041E	5455616	Bojanovice	29		CZ	1
5400530	Bojov	29	495249N	142055E	5455606	Bojov	29		CZ	1
5400531	Bolehost	29	501253N	160355E	5454030	Bolehost	29		CZ	1
5400534	Boletice nad Labem	29	504400N	141117E	5456009	Boletice nad Labem	29		CZ	1
5400535	Bolina	29	494104N	145701E	5455396	Bolina	29		CZ	1
5400536	Bor(CZ)	29	494302N	124643E	5476575	Bor(CZ)	29		CZ	1
5400537	Bor zast.	29	494117N	124653E	5476755	Bor zast.	29		CZ	1
5400538	Borac	29	492404N	162158E	5436405	Borac	29		CZ	1
5400541	Borek pod Troskami	29	503209N	151355E	5455350	Borek pod Troskami	29		CZ	1
5400542	Borek u Tachova	29	493808N	124608E	5475615	Borek u Tachova	29		CZ	1
5400543	Borek u Zlutic	29	500403N	130757E	5473375	Borek u Zlutic	29		CZ	1
5102601	Orzesze Jaskowice	29	500841N	184426E	5106814	Orzesze Jaskowice	29		PL	1
5102602	Orzeszkowo	29	524054N	233201E	5102543	Orzeszkowo	29		PL	1
5102605	Orneta	29	540655N	200902E	5101134	Orneta	29		PL	1
5102608	Orzeszkow	29	512341N	163022E	5106057	Orzeszkow	29		PL	1
5102611	Osie	29	533537N	182054E	5101731	Osie	29		PL	1
5102612	Oslawica	29	491642N	220420E	5154826	Oslawica	29		PL	1
5102613	Ostrowie Biebrzansk.	29	534310N	231439E	5102492	Ostrowie Biebrzansk	29		PL	1
5102616	Osetnica	29	511542N	155049E	5105405	Osetnica	29		PL	1
5102622	Osina	29	533628N	150034E	5100187	Osina	29		PL	1
5102623	Osola	29	512018N	165157E	5105879	Osola	29		PL	1
5102624	Ostroleka	29	530322N	213702E	5102330	Ostroleka	29		PL	1
5102626	Ostaszewo Torunskie	29	530619N	183739E	5102037	Ostaszewo Torunskie	29		PL	1
5102632	Otloczyn	29	525442N	184132E	5101977	Otloczyn	29		PL	1
5102634	Otoczna	29	521931N	174130E	5103008	Otoczna	29		PL	1
5102635	Otrebusy	29	520735N	204539E	5103521	Otrebusy	29		PL	1
5102636	Otusz	29	522048N	163551E	5102725	Otusz	29		PL	1
5102637	Otwock	29	520630N	211551E	5103888	Otwock	29		PL	1
5102639	Ossow	29	521932N	211123E	5103632	Ossow	29		PL	1
5102641	Ostrowiecko	29	495723N	224639E	5108431	Ostrowiecko	29		PL	1
5102642	Ostrowek Wegrowski	29	523335N	214507E	5103813	Ostrowek Wegrowski	29		PL	1
5102643	Owinska	29	523041N	165915E	5102985	Owinska	29		PL	1
5102645	Ostrow Wlkp. Gorzyce	29	513852N	174349E	5104596	Ostrow Wlkp. Gorzyc	29		PL	1
5102646	Oborniki Wlkp.Miasto	29	523841N	164912E	5102964	Oborniki Wlkp.Miast	29		PL	1
5102647	Ostrowiec Swietokrzyski	29	505602N	212236E	5104920	Ostrowiec Swietokrz	29		PL	1
5102649	Olszyny	29	533314N	210620E	5101073	Olszyny	29		PL	1
5102650	Olsztyn Zachodni	29	534641N	202802E	5100923	Olsztyn Zachodni	29		PL	1
5102652	Ozimek	29	504012N	181232E	5106157	Ozimek	29		PL	1
5102654	Ozorkow	29	515821N	191559E	5103254	Ozorkow	29		PL	1
5102656	Olsztynek	29	533506N	201743E	5100945	Olsztynek	29		PL	1
5102658	Paczyna	29	502448N	183413E	5107024	Paczyna	29		PL	1
5102660	Paczkowo	29	522348N	170932E	5102849	Paczkowo	29		PL	1
5102665	Pacholeta	29	531015N	142817E	5100091	Pacholeta	29		PL	1
5102666	Pasieki	29	525115N	213337E	5102367	Pasieki	29		PL	1
5102670	Pamiatkowo	29	523315N	164102E	5102894	Pamiatkowo	29		PL	1
5102671	Panki	29	505349N	184455E	5107185	Panki	29		PL	1
5102674	Pawlow Wlkp.	29	512519N	173917E	5104609	Pawlow Wlkp.	29		PL	1
5102676	Patkow	29	521616N	224446E	5103975	Patkow	29		PL	1
5102677	Patnow Wielunski	29	510933N	183800E	5104569	Patnow Wielunski	29		PL	1
5102679	Pawlowice	29	514911N	164533E	5104277	Pawlowice	29		PL	1
5102680	Parlin	29	532250N	181800E	5101707	Parlin	29		PL	1
5102684	Prabuty Gory	29	524823N	213412E	5102368	Prabuty Gory	29		PL	1
5102685	Pobiedziska Letnisko	29	522827N	171422E	5103098	Pobiedziska Letnisk	29		PL	1
5102689	Piersciec	29	494950N	184848E	5107576	Piersciec	29		PL	1
5102690	Parczew	29	513723N	225106E	5104003	Parczew	29		PL	1
5102694	Piaseczno	29	520359N	210103E	5103390	Piaseczno	29		PL	1
5102696	Przecza	29	504358N	174005E	5106214	Przecza	29		PL	1
5102699	Podborsko	29	535604N	160810E	5100395	Podborsko	29		PL	1
5102700	Podlesiec	29	525611N	155241E	5102916	Podlesiec	29		PL	1
5102702	Podlasek	29	533326N	223205E	5102416	Podlasek	29		PL	1
5102704	Podlesie	29	504553N	193616E	5106304	Podlesie	29		PL	1
5102705	Podkowa Lesna Gl	29	520721N	204333E	5103525	Podkowa Lesna Gl	29		PL	1
5102706	Podkowa Lesna Wsch.	29	520726N	204417E	5103524	Podkowa Lesna Wsch.	29		PL	1
5102707	Przedmoscie Swiete	29	511125N	163955E	5105903	Przedmoscie Swiete	29		PL	1
5102710	Podbor	29	512138N	205231E	5104906	Podbor	29		PL	1
5102712	Podstolice	29	522030N	172851E	5103003	Podstolice	29		PL	1
5102714	Podolany	29	495354N	194515E	5108019	Podolany	29		PL	1
5102715	Podleze	29	500105N	201006E	5107952	Podleze	29		PL	1
5102717	Pierzyska	29	523019N	172847E	5103093	Pierzyska	29		PL	1
5102718	Peckowo	29	523950N	162921E	5102895	Peckowo	29		PL	1
5400737	Cervena nad Vltavou	29	492218N	141624E	5475602	Cervena nad Vltavou	29		CZ	1
5400738	Cervena Voda	29	500248N	164445E	5453520	Cervena Voda	29		CZ	1
5400739	Cervene Pecky	29	495916N	151223E	5456516	Cervene Pecky	29		CZ	1
5400740	Cervene Porici	29	492945N	131818E	5475385	Cervene Porici	29		CZ	1
5400742	Cervenka	29	494327N	170529E	5433312	Cervenka	29		CZ	1
5400549	Borovnicka	29	503000N	153933E	5456720	Borovnicka	29		CZ	1
5400550	Borovy	29	493137N	131758E	5475375	Borovy	29		CZ	1
5400553	Borsov nad Vltavou	26	485537N	142638E	5476092	Borsov nad Vltavou	26		CZ	1
5400554	Boretice	29	485459N	165106E	5436775	Boretice	29		CZ	1
5400555	Bori les	29	484417N	165202E	5433215	Bori les	29		CZ	1
5400556	Borice	29	495849N	155520E	5455623	Borice	29		CZ	1
5400557	Borislav	29	503508N	135613E	5455199	Borislav	29		CZ	1
5400558	Boskovice	29	492930N	163906E	5433205	Boskovice	29		CZ	1
5400560	Bosice	29	500056N	150055E	5456546	Bosice	29		CZ	1
5400561	Bosice zast.	29	495958N	150045E	5456566	Bosice zast.	29		CZ	1
5400562	Bozejovice	29	492652N	142933E	5475532	Bozejovice	29		CZ	1
5400563	Bozice u Znojma	29	484925N	161716E	5433225	Bozice u Znojma	29		CZ	1
5400564	Bozicany	29	501524N	124631E	5474075	Bozicany	29		CZ	1
5400565	Bozikov	29	504043N	143859E	5457139	Bozikov	29		CZ	1
8800528	Hoeilaart	29	504536N	042805E	8811460	Hoeilaart	29		BE	1
8800529	La Hulpe	29	504417N	042950E	8811510	La Hulpe	29		BE	1
8800530	Genval	29	504333N	043054E	8811528	Genval	29		BE	1
8800531	Rixensart	29	504242N	043159E	8811536	Rixensart	29		BE	1
8800532	Profondsart	29	504138N	043258E	8811544	Profondsart	29		BE	1
8800533	Louvain-la-neuve-Uni	29	504013N	043700E	8811676	Louvain-la-neuve-Un	29		BE	1
8800534	Mont-St.-Guibert	29	503818N	043647E	8861549	Mont-St.-Guibert	29		BE	1
8800535	Blanmont	29	503714N	043809E	8861531	Blanmont	29		BE	1
8800536	Chastre	29	503629N	043858E	8861523	Chastre	29		BE	1
8800537	Ernage	29	503531N	044004E	8861515	Ernage	29		BE	1
8800538	Lonzee	29	503305N	044315E	8861416	Lonzee	29		BE	1
8800539	Beuzet	29	503202N	044455E	8861424	Beuzet	29		BE	1
8800540	St.-Denis-Bovesse	29	503116N	044604E	8861432	St.-Denis-Bovesse	29		BE	1
8800541	Rhisnes	29	502957N	044807E	8861440	Rhisnes	29		BE	1
8800542	Jambes-Est	29	502718N	045249E	8863354	Jambes-Est	29		BE	1
8800543	Dave-St.-Martin	29	502545N	045302E	8863362	Dave-St.-Martin	29		BE	1
8800544	Naninne	29	502511N	045547E	8864964	Naninne	29		BE	1
8800545	Sart-Bernard	29	502423N	045658E	8864956	Sart-Bernard	29		BE	1
8800546	Courriere	29	502320N	045942E	8864949	Courriere	29		BE	1
8800547	Assesse	29	502205N	050122E	8864931	Assesse	29		BE	1
8800548	Floree	29	502128N	050322E	8864923	Floree	29		BE	1
8800549	Natoye	29	502035N	050340E	8864915	Natoye	29		BE	1
8800550	Leignon	29	501604N	050627E	8864816	Leignon	29		BE	1
8800551	Chapois	29	501542N	050732E	8864824	Chapois	29		BE	1
8800552	Haversin	29	501456N	051141E	8864832	Haversin	29		BE	1
8800554	Forrieres	29	500757N	051636E	8864311	Forrieres	29		BE	1
8800555	Habay	29	494305N	053756E	8866142	Habay	29		BE	1
8800556	Stockem	29	494127N	054605E	8862018	Stockem	29		BE	1
8800557	Viville	29	494117N	054710E	8866118	Viville	29		BE	1
8800558	Bastogne-Nord	29	500022N	054307E	8865128	Bastogne-Nord	29		BE	1
8800559	Florenville	29	494225N	051955E	8866845	Florenville	29		BE	1
8800561	Virton	29	493338N	053110E	8866407	Virton	29		BE	1
8800562	Anseremme	29	501414N	045416E	8863818	Anseremme	29		BE	1
8800563	Gendron-Celles	29	501238N	045753E	8863834	Gendron-Celles	29		BE	1
8800564	Beauraing	29	500651N	045725E	8863867	Beauraing	29		BE	1
8800567	Gedinne	29	495903N	045841E	8865649	Gedinne	29		BE	1
8800568	Graide	29	495602N	050236E	8865615	Graide	29		BE	1
8800569	Carlsbourg	29	495426N	050514E	8865565	Carlsbourg	29		BE	1
8800570	Paliseul	29	495343N	050707E	8865540	Paliseul	29		BE	1
8800571	Jemappes	29	502709N	035307E	8884566	Jemappes	29		BE	1
8800572	Quaregnon	29	502700N	035123E	8884541	Quaregnon	29		BE	1
8800574	Ville-Pommeroeul	29	502754N	034325E	8884632	Ville-Pommeroeul	29		BE	1
8800575	Harchies	29	502856N	034156E	8884640	Harchies	29		BE	1
8800577	Peruwelz	29	503049N	033530E	8884855	Peruwelz	29		BE	1
8800578	Callenelle	29	503150N	033111E	8884889	Callenelle	29		BE	1
8800579	Maubray	29	503249N	032949E	8885530	Maubray	29		BE	1
8800580	Antoing	29	503410N	032706E	8885522	Antoing	29		BE	1
8800581	Boondael/Boondaal	29	504807N	042337E	8814456	Boondael/Boondaal	29		BE	1
8800582	Sint-Job/Saint-Job	29	504739N	042143E	8814449	Sint-Job/Saint-Job	29		BE	1
8800583	Moensberg	29	504643N	041954E	8814431	Moensberg	29		BE	1
8800584	Beersel	29	504558N	041807E	8814423	Beersel	29		BE	1
8800585	Huizingen	29	504506N	041600E	8814415	Huizingen	29		BE	1
8800588	Pepinster-Cite	29	503349N	054816E	8844313	Pepinster-Cite	29		BE	1
8800589	Juslenville	29	503240N	054836E	8844321	Juslenville	29		BE	1
8800590	Theux	29	503210N	054855E	8844339	Theux	29		BE	1
8800591	Franchimont	29	503132N	054921E	8844347	Franchimont	29		BE	1
8800592	Spa-Géronstère	29	502922N	055200E	8844420	Spa-Géronstère	29		BE	1
8800594	Aarsele	29	505904N	032505E	8892288	Aarsele	29		BE	1
8800595	Gouvy(fr)	29	500523N	055732E	8849072	Gouvy(fr)	29		BE	1
8800597	Sterpenich(fr)	29	494027N	054939E	8869054	Sterpenich(fr)	29		BE	1
8800605	Olen	29	511026N	045411E	8832458	Olen	29		BE	1
8800607	Mortsel-Liersesteenw	29	511009N	042809E	8821246	Mortsel-Liersesteen	29		BE	1
8812013	Simonis	29	505147N	041950E	8812013	Simonis	29		BE	1
8814464	Vivier d'Oie	29	504746N	042222E	8814464	Vivier d'Oie	29		BE	1
8815040	Bruxelles Ouest/Brussel West	29	505057N	041917E	8815040	Bruxelles Ouest/Bru	29		BE	1
8821105	Noorderkempen	29	512126N	043759E	8821105	Noorderkempen	29		BE	1
8821709	Wolfstee	29	511007N	044705E	8821709	Wolfstee	29		BE	1
8824232	Schelle	29	510732N	042025E	8824232	Schelle	29		BE	1
8832227	Beverlo	29	510520N	051404E	8832227	Beverlo	29		BE	1
8832334	Zonhoven	29	505900N	052057E	8832334	Zonhoven	29		BE	1
8866530	Halanzy	29	493322N	054436E	8866530	Halanzy	29		BE	1
8866654	Aubange PA	29	493349N	054757E	8866654	Aubange PA	29		BE	1
8866662	Messancy	29	493534N	054906E	8866662	Messancy	29		BE	1
8893252	Evergem	29	510626N	034207E	8893252	Evergem	29		BE	1
8894151	Beervelde	29	510514N	035248E	8894151	Beervelde	29		BE	1
8898004	Bruxelles-Midi Eurostar	26	505009N	042007E	8814002	Bruxelles-Midi Euro	26		BE	1
8595590	Ramsen, Brücke	29	474226N	084829E	8595590	Ramsen, Brücke	29		CH	1
8595591	Chur, Alexanderplatz	29	465109N	093153E	8595591	Chur, Alexanderplat	29		CH	1
8595593	Chur, Quader Center	29	465109N	093201E	8595593	Chur, Quader Center	29		CH	1
8595596	Nyon, Fontaine	29	462315N	061316E	8595596	Nyon, Fontaine	29		CH	1
8595597	Nyon, Martavaux	29	462252N	061349E	8595597	Nyon, Martavaux	29		CH	1
8595598	Nyon, Petite Prairie	29	462327N	061319E	8595598	Nyon, Petite Prairi	29		CH	1
8595599	Nyon, Usine a Gaz	29	462301N	061437E	8595599	Nyon, Usine a Gaz	29		CH	1
8595600	Zollikofen, Meielen Süd	29	465939N	072752E	8595600	Zollikofen, Meielen	29		CH	1
8595603	Gümligen,Moosstrasse	29	465540N	073010E	8595603	Gümligen,Moosstrass	29		CH	1
8595604	Oberzollikofen, Bahnhof	26	465948N	072738E	8595604	Oberzollikofen, Bah	26		CH	1
8594169	Orpund, Zumbach	29	470828N	071746E	8594169	Orpund, Zumbach	29		CH	1
8594170	Orpund, Neumatt	29	470828N	071726E	8594170	Orpund, Neumatt	29		CH	1
8594172	Gunzgen, Industrie	29	471928N	074942E	8594172	Gunzgen, Industrie	29		CH	1
8594173	Olten, Wilerfeld	29	472047N	075518E	8594173	Olten, Wilerfeld	29		CH	1
8594174	Starrkirch-Wil, Landhaus	29	472047N	075528E	8594174	Starrkirch-Wil, Lan	29		CH	1
8594176	Starrkirch-Wil,Gemeindezentrum	29	472054N	075535E	8594176	Starrkirch-Wil,Geme	29		CH	1
8594177	Bussigny VD, Cocagne-Sullens	29	463317N	063343E	8594177	Bussigny VD, Cocagn	29		CH	1
8594178	Bussigny VD, Rente	29	463326N	063345E	8594178	Bussigny VD, Rente	29		CH	1
8594180	Chiasso, Via Franscini	29	455010N	090148E	8594180	Chiasso, Via Fransc	29		CH	1
8594181	Sur, Kirche	29	463124N	093755E	8594181	Sur, Kirche	29		CH	1
8594182	Horgen,Wannerstrasse	29	471547N	083527E	8594182	Horgen,Wannerstrass	29		CH	1
8594185	Glattpark, Wright-Strasse	29	472514N	083333E	8594185	Glattpark, Wright-S	29		CH	1
8594186	Wallisellen, Haldenstrasse	29	472456N	083549E	8594186	Wallisellen, Halden	29		CH	1
8594187	Wallisellen,Friedhof	29	472455N	083537E	8594187	Wallisellen,Friedho	29		CH	1
8594188	Wallisellen, Schulhaus Bürgli	29	472456N	083558E	8594188	Wallisellen, Schulh	29		CH	1
8594189	Wallisellen, Säntisstrasse	29	472447N	083602E	8594189	Wallisellen, Säntis	29		CH	1
8594191	Ronco sopra Ascona, Pontif	29	460827N	084326E	8594191	Ronco sopra Ascona,	29		CH	1
8594199	Seuzach, Mörsburgstrasse	29	473212N	084401E	8594199	Seuzach, Mörsburgst	29		CH	1
8594202	Jona, Schachen	29	471340N	085018E	8594202	Jona, Schachen	29		CH	1
8594203	Bottenwil, Vorstatt	29	471647N	080006E	8594203	Bottenwil, Vorstatt	29		CH	1
8594205	Buchs SG, Aeuli	29	471016N	092807E	8594205	Buchs SG, Aeuli	29		CH	1
8594208	Albonago, Funicolare	26	460031N	085829E	8594208	Albonago, Funicolar	26		CH	1
8594209	Albonago, Gradinata	29	460032N	085820E	8594209	Albonago, Gradinata	29		CH	1
8594210	Albonago, Via Ruscello	29	460040N	085817E	8594210	Albonago, Via Rusce	29		CH	1
8594211	Albonago, Sentiero Cavan	29	460046N	085820E	8594211	Albonago, Sentiero 	29		CH	1
8594212	Breganzona, Biogno	29	460008N	085535E	8594212	Breganzona, Biogno	29		CH	1
8594213	Breganzona, Camara Medi	29	460036N	085549E	8594213	Breganzona, Camara 	29		CH	1
8594214	Breganzona, Pianazzo	29	460046N	085550E	8594214	Breganzona, Pianazz	29		CH	1
8594215	Breganzona, Camara Scuole	29	460041N	085549E	8594215	Breganzona, Camara 	29		CH	1
8594216	Breganzona, Vergio	29	460044N	085600E	8594216	Breganzona, Vergio	29		CH	1
8594217	Breganzona, Via Casale	29	460002N	085544E	8594217	Breganzona, Via Cas	29		CH	1
8594218	Castagnola,Capolinea	29	460006N	085831E	8594218	Castagnola,Capoline	29		CH	1
8594220	Lugano, Bressanella	29	455944N	085645E	8594220	Lugano, Bressanella	29		CH	1
8594221	Lugano,Conservatorio	29	460020N	085617E	8594221	Lugano,Conservatori	29		CH	1
8594222	Lugano, Moncucco Clinica	29	460016N	085623E	8594222	Lugano, Moncucco Cl	29		CH	1
8594223	Lugano, Moncucco Scuole	29	460020N	085633E	8594223	Lugano, Moncucco Sc	29		CH	1
8594225	Lugano, Via Balestra	29	460030N	085721E	8594225	Lugano, Via Balestr	29		CH	1
8594227	Ruvigliana, Parco S. Michele	29	460019N	085829E	8594227	Ruvigliana, Parco S	29		CH	1
8594228	Suvigliana, Funicolare	29	460025N	085823E	8594228	Suvigliana, Funicol	29		CH	1
8594233	Speicher, Buchen	29	472441N	092648E	8594233	Speicher, Buchen	29		CH	1
8594234	Speicher, Stoss	29	472459N	092642E	8594234	Speicher, Stoss	29		CH	1
8594235	Speicherschwendi, Halden	29	472521N	092715E	8594235	Speicherschwendi, H	29		CH	1
8594236	Rümlang, Hörnlistrasse	29	472644N	083150E	8594236	Rümlang, Hörnlistra	29		CH	1
8594240	Epagny,Croix-Blanche	29	463517N	070504E	8594240	Epagny,Croix-Blanch	29		CH	1
8594241	Le Pâquier-Montbarry, gare	26	463542N	070334E	8594241	Le Pâquier-Montbarr	26		CH	1
8594242	Romanens, laiterie	29	463904N	065809E	8594242	Romanens, laiterie	29		CH	1
8594243	Rueyres-Treyfayes, chapelle	29	463856N	065731E	8594243	Rueyres-Treyfayes, 	29		CH	1
8595692	Magnedens, village	29	464450N	070444E	8595692	Magnedens, village	29		CH	1
8595693	Ecuvillens,Aerodrome	29	464511N	070456E	8595693	Ecuvillens,Aerodrom	29		CH	1
8595694	Chenens, gare	29	464519N	070003E	8595694	Chenens, gare	29		CH	1
8595695	Altbüron, Linden	29	471117N	075248E	8595695	Altbüron, Linden	29		CH	1
901095	Wien Schwarzenbergplatz (Schubertring)	26	481207N	162229E	901095	Wien Schwarzenbergp	26		AT	1
901096	Wien Oper (Opernring/Steig D)	26	481209N	162208E	901096	Wien Oper (Opernrin	26		AT	1
901097	Wien Burgring (Ringfahrbahn)	26	481215N	162148E	901097	Wien Burgring (Ring	26		AT	1
901098	Wien Dr.-Karl-Renner-Ring (Ringfahrbahn)	26	481224N	162136E	901098	Wien Dr.-Karl-Renne	26		AT	1
901099	Wien Dr.-Karl-Renner-Ring (Burgring/Ringfahrbahn)	26	481223N	162138E	901099	Wien Dr.-Karl-Renne	26		AT	1
901100	Wien Stadiongasse/Parlament	26	481232N	162136E	901100	Wien Stadiongasse/P	26		AT	1
901101	Wien Rathausplatz/Burgtheater	26	481239N	162138E	901101	Wien Rathausplatz/B	26		AT	1
901102	Wien Schottentor (Schottenring)	26	481250N	162143E	901102	Wien Schottentor (S	26		AT	1
901103	Wien Börse (Schottenring)	26	481256N	162157E	901103	Wien Börse (Schotte	26		AT	1
901104	Wien Börse (Nebenfahrbahn Schottenring)	26	481257N	162158E	901104	Wien Börse (Nebenfa	26		AT	1
901105	Wien Schottenring (Straßenbahn)	26	481301N	162216E	901105	Wien Schottenring (	26		AT	1
901106	Wien Schottentor (Währinger Straße)	26	481252N	162143E	901106	Wien Schottentor (W	26		AT	1
901107	Wien Schottenring (Straßenbahn)	26	481301N	162216E	901107	Wien Schottenring (	26		AT	1
901108	Wien Schwedenplatz (Franz-Josefs-Kai)	26	481243N	162240E	901108	Wien Schwedenplatz 	26		AT	1
901109	Wien Schwedenplatz (Postgasse)	26	481241N	162247E	901109	Wien Schwedenplatz 	26		AT	1
901110	Wien Habsburgergasse (Stallburggasse)	26	481227N	162205E	901110	Wien Habsburgergass	26		AT	1
901111	Wien Börse (Schottenring)	26	481258N	162202E	901111	Wien Börse (Schotte	26		AT	1
901112	Wien Schwedenplatz (Schiffsanlegestelle)	26	481245N	162239E	901112	Wien Schwedenplatz 	26		AT	1
901113	Wien Albertinaplatz (Nr.1)	26	481215N	162208E	901113	Wien Albertinaplatz	26		AT	1
901114	Wien Tiefer Graben	26	481249N	162210E	901114	Wien Tiefer Graben	26		AT	1
901115	Wien Renngasse (Nr.17)	26	481247N	162203E	901115	Wien Renngasse (Nr.	26		AT	1
901116	Wien Schottentor (Universitätsstraße)	26	481250N	162141E	901116	Wien Schottentor (U	26		AT	1
901117	Wien Schwedenplatz (Busparkplatz)	26	481244N	162234E	901117	Wien Schwedenplatz 	26		AT	1
901118	Wien Schottentor (Maria-Theresien-Straße)	26	481253N	162144E	901118	Wien Schottentor (M	26		AT	1
901119	Wien Schwarzenbergplatz (Mitte)	26	481203N	162229E	901119	Wien Schwarzenbergp	26		AT	1
901120	Wien Lothringerstraße (Maderstraße)	26	481159N	162226E	901120	Wien Lothringerstra	26		AT	1
901121	Wien Rathaus (Friedrich-Schmidt-Platz)	26	481238N	162122E	901121	Wien Rathaus (Fried	26		AT	1
901999	Wien Museumsquartier (Museumsplatz)	26	481214N	162134E	901999	Wien Museumsquartie	26		AT	1
902001	Wien Nestroyplatz (U1)	26	481255N	162308E	902001	Wien Nestroyplatz (	26		AT	1
902002	Wien Praterstern Bf (U1)	26	481311N	162336E	902002	Wien Praterstern Bf	26		AT	1
902003	Wien Vorgartenstraße (U1)	26	481325N	162404E	902003	Wien Vorgartenstraß	26		AT	1
902004	Wien Praterstern Bf (Unterführung Nord)	26	481309N	162331E	902004	Wien Praterstern Bf	26		AT	1
902005	Wien Mühlfeldgasse	26	481315N	162324E	902005	Wien Mühlfeldgasse	26		AT	1
902006	Wien Prater Hauptallee (Konstatinsteg)	26	481232N	162419E	902006	Wien Prater Hauptal	26		AT	1
902007	Wien Wittelsbachstraße (Schüttelstraße)	26	481223N	162353E	902007	Wien Wittelsbachstr	26		AT	1
902008	Wien Marienbrücke	26	481247N	162239E	902008	Wien Marienbrücke	26		AT	1
