UIC|1000296|1000296|1000296|||SBB
UIC|1000299|1000299|1000299|||SBB
UIC|1000312|1000312|1000312|||SBB
UIC|1000320|1000320|1000320|||SBB
UIC|1000322|1000322|1000322|||SBB
UIC|1000324|1000287|1000324|||SBB
UIC|1000347|1000347|1000347|||SBB
UIC|1000355|10G0017|1000355|||SBB
UIC|1000358|1000358|1000358|||SBB
UIC|1000363|1000363|1000363|||SBB
UIC|1000369|10G0023|1000369|||SBB
UIC|1000375|1000375|1000375|||SBB
UIC|1000376|10G0007|1000376|||SBB
UIC|1000377|1000377|1000377|||SBB
UIC|1000379|1000379|1000379|||SBB
UIC|1000384|1000228|1000384|||SBB
UIC|1000387|1000387|1000387|||SBB
UIC|1000400|10G0015|1000400|||SBB
UIC|1000408|1000408|1000408|||SBB
UIC|1000413|1000413|1000413|||SBB
UIC|1000432|1000432|1000432|||SBB
UIC|1000440|1000440|1000440|||SBB
UIC|1000461|1000461|1000461|||SBB
UIC|1000464|1000464|1000464|||SBB
UIC|1000524|1000524|1000524|||SBB
UIC|1000603|1000603|1000603|||SBB
UIC|1000628|1000685|1000628|||SBB
UIC|1000680|10G0094|1000680|||SBB
UIC|1000690|1000690|1000690|||SBB
UIC|1000768|1000768|1000768|||SBB
UIC|1000769|1000275|1000769|||SBB
UIC|1000789|1000789|1000789|||SBB
UIC|1000793|1000793|1000793|||SBB
UIC|1000806|1000806|1000806|||SBB
UIC|1000817|1000817|1000817|||SBB
UIC|1000827|1000827|1000827|||SBB
UIC|1000830|1000830|1000830|||SBB
UIC|1000837|1000837|1000837|||SBB
UIC|1000839|1000839|1000839|||SBB
UIC|1000848|1000848|1000848|||SBB
UIC|1000875|1000363|1000875|||SBB
UIC|1000879|1000879|1000879|||SBB
UIC|1000886|1000886|1000886|||SBB
UIC|1000911|1000666|1000911|||SBB
UIC|1000966|10G0005|1000966|||SBB
UIC|1000968|1000968|1000968|||SBB
UIC|1000981|1000981|1000981|||SBB
UIC|1000994|1000120|1000994|||SBB
UIC|1001007|1000698|1001007|||SBB
UIC|1001009|1000699|1001009|||SBB
UIC|1001010|1000700|1001010|||SBB
UIC|1001011|1000701|1001011|||SBB
UIC|1001012|1000268|1001012|||SBB
UIC|1001013|1000702|1001013|||SBB
UIC|1001016|1000703|1001016|||SBB
UIC|1001019|1000705|1001019|||SBB
UIC|1001022|10G0099|1001022|||SBB
UIC|1001029|1000710|1001029|||SBB
UIC|1001033|1000712|1001033|||SBB
UIC|1001035|1000713|1001035|||SBB
UIC|1001036|1000714|1001036|||SBB
UIC|1001037|1000715|1001037|||SBB
UIC|1001038|1000716|1001038|||SBB
UIC|1001047|1000724|1001047|||SBB
UIC|1001050|1000725|1001050|||SBB
UIC|1001053|1000728|1001053|||SBB
UIC|1001054|1000729|1001054|||SBB
UIC|1001056|1000730|1001056|||SBB
UIC|1001058|1000732|1001058|||SBB
UIC|1001059|1000733|1001059|||SBB
UIC|1001139|1000505|1001139|||SBB
UIC|1001268|1000513|1001268|||SBB
UIC|1001272|1000160|1001272|||SBB
UIC|1001316|1050273|1001316|||SBB
UIC|1001328|1000323|1001328|||SBB
UIC|1001331|1000686|1001331|||SBB
UIC|1001337|1000689|1001337|||SBB
UIC|1001630|1000652|1001630|||SBB
UIC|1001632|1000650|1001632|||SBB
UIC|1001633|1000647|1001633|||SBB
UIC|1001634|1000646|1001634|||SBB
UIC|1001635|1000645|1001635|||SBB
UIC|1001637|1000643|1001637|||SBB
UIC|1001640|1000640|1001640|||SBB
UIC|1002330|1085432|1002330|||SBB
UIC|1002331|1002331|1002331|||SBB
UIC|1004903|1000633|1004903|||SBB
UIC|1004908|1000638|1004908|||SBB
UIC|1010319|1000319|1010319|||SBB
UIC|1010325|1000325|1010325|||SBB
UIC|1010326|1000326|1010326|||SBB
UIC|1010327|1000327|1010327|||SBB
UIC|1010328|10G0027|1010328|||SBB
UIC|1010329|1000329|1010329|||SBB
UIC|1010331|10G0029|1010331|||SBB
UIC|1010332|10G0031|1010332|||SBB
UIC|1010337|10G0032|1010337|||SBB
UIC|1010339|1000339|1010339|||SBB
UIC|1010340|1000340|1010340|||SBB
UIC|1010342|1000342|1010342|||SBB
UIC|1010354|1000354|1010354|||SBB
UIC|1010362|1000336|1010362|||SBB
UIC|1010365|1000365|1010365|||SBB
UIC|1010366|10G0037|1010366|||SBB
UIC|1010396|1000396|1010396|||SBB
UIC|1010398|1000398|1010398|||SBB
UIC|1010419|1000419|1010419|||SBB
UIC|1010424|10G0044|1010424|||SBB
UIC|1010426|1000426|1010426|||SBB
UIC|1010427|10G0045|1010427|||SBB
UIC|1010433|1000433|1010433|||SBB
UIC|1010435|1000435|1010435|||SBB
UIC|1010436|1000436|1010436|||SBB
UIC|1010441|1000441|1010441|||SBB
UIC|1010443|1000443|1010443|||SBB
UIC|1010444|1000444|1010444|||SBB
UIC|1010450|1000450|1010450|||SBB
UIC|1010451|1000451|1010451|||SBB
UIC|1010462|1000462|1010462|||SBB
UIC|1010464|10G0049|1010464|||SBB
UIC|1010470|1000740|1010470|||SBB
UIC|1010473|1000473|1010473|||SBB
UIC|1010475|10G0053|1010475|||SBB
UIC|1010477|10G0054|1010477|||SBB
UIC|1010478|10G0055|1010478|||SBB
UIC|1010479|1000479|1010479|||SBB
UIC|1010481|1000481|1010481|||SBB
UIC|1010488|1000488|1010488|||SBB
