UIC	5102918	5102918				BNE
UIC	5103362	51F0004				BNE
UIC	5103610	5103610				BNE
UIC	5103650	5103650				BNE
UIC	5100679	5100679				BNE
UIC	5100711	5100711				BNE
UIC	5100750	5100750				BNE
UIC	5100787	5100787				BNE
UIC	5100815	5100815				BNE
UIC	5100860	5100860				BNE
UIC	5100920	5100920				BNE
UIC	5100951	5100951				BNE
UIC	5100970	5100970				BNE
UIC	5102413	5102413				BNE
UIC	5102610	5102610				BNE
UIC	5102614	5102614				BNE
UIC	5102621	5102621				BNE
UIC	5102921	5102921				BNE
UIC	5102922	5102922				BNE
UIC	5102940	5102940				BNE
UIC	5103000	5103000				BNE
UIC	5103020	5103020				BNE
UIC	5103060	5103060				BNE
UIC	5103080	5103080				BNE
UIC	5103125	5103125				BNE
UIC	5103130	5103130				BNE
UIC	5103200	5103200				BNE
UIC	5103220	5103220				BNE
UIC	5103260	5103260				BNE
UIC	5103270	5103270				BNE
UIC	5103290	5103290				BNE
UIC	5103310	5103310				BNE
UIC	5101990	5101990				BNE
UIC	5102050	5102050				BNE
UIC	5102090	5102090				BNE
UIC	5102150	5102150				BNE
UIC	5102155	5102155				BNE
UIC	5102160	5102160				BNE
UIC	5102180	5102180				BNE
UIC	5102200	5102200				BNE
UIC	5102415	5102415				BNE
UIC	5102443	5102443				BNE
UIC	5102453	5102453				BNE
UIC	5102463	5102463				BNE
UIC	5102473	5102473				BNE
UIC	5102480	5102480				BNE
UIC	5102500	5102500				BNE
UIC	5102506	2121513			844	BNE
UIC	5102520	5102520				BNE
UIC	5102521	5102521			846	BNE
UIC	5102528	5102527				BNE
UIC	5102540	5102540				BNE
UIC	5102580	5102580				BNE
UIC	5102592	5102592				BNE
UIC	5102598	5102598				BNE
UIC	5102630	5102630				BNE
UIC	5102720	5102720				BNE
UIC	5102723	5102723				BNE
UIC	5102730	5102730				BNE
UIC	5102750	5102750				BNE
UIC	5102780	5102780				BNE
UIC	5102810	5102810				BNE
UIC	5102818	5102818				BNE
UIC	5102880	5102880				BNE
UIC	5102896	5102896				BNE
UIC	5102910	5102910				BNE
UIC	5101559	5101559				BNE
UIC	5101560	5101560				BNE
UIC	5101613	5101613				BNE
UIC	5101618	5101618				BNE
UIC	5102244	5102244				BNE
UIC	5102290	5102290				BNE
UIC	5102310	5102310				BNE
UIC	5102330	5102330				BNE
UIC	5102400	5102400				BNE
UIC	5102409	5102409				BNE
UIC	5101659	5101659				BNE
UIC	5101720	5101720				BNE
UIC	5101750	5101750				BNE
UIC	5101820	5101820				BNE
UIC	5101840	5101840				BNE
UIC	5101870	5101870				BNE
UIC	5101943	5101943				BNE
UIC	5101945	51F0002				BNE
UIC	5101948	5101948				BNE
UIC	5101970	5101970				BNE
UIC	5101979	5101979				BNE
UIC	5101984	5101984				BNE
UIC	5101988	51F0003				BNE
UIC	5100390	5100390				BNE
UIC	5100410	5100410				BNE
UIC	5100440	5100440				BNE
UIC	5100039	5100027				BNE
UIC	5100027	5100027				BNE
UIC	5100085	5100085				BNE
UIC	5100102	5100102				BNE
UIC	5100110	5100110				BNE
UIC	5100470	5100470				BNE
UIC	5100510	5100510				BNE
UIC	5100525	5100525				BNE
UIC	5100590	5100590				BNE
UIC	5100594	5100594				BNE
UIC	5100610	5100610				BNE
UIC	5100630	5100630				BNE
UIC	5100675	5100675				BNE
UIC	5100677	5100677				BNE
UIC	5104484	5104484				BNE
UIC	5104524	5104524				BNE
UIC	5104540	5104540				BNE
UIC	5104567	5104567				BNE
UIC	5101093	5101093				BNE
UIC	5101094	5101094				BNE
UIC	5101098	5101098				BNE
UIC	5101125	5101125				BNE
UIC	5101126	5101126			830	BNE
UIC	5101134	5101134				BNE
UIC	5101180	5101180				BNE
UIC	5101225	5101225				BNE
UIC	5101247	5101247				BNE
UIC	5514548	5514548				BNE
UIC	5514563	5514563				BNE
UIC	5514670	5514670				BNE
UIC	7211016	7211016	YUABH			BNE
UIC	7211020	7211020				BNE
UIC	7211021	7211021				BNE
UIC	7211023	7211023				BNE
UIC	7211024	7211024				BNE
UIC	7211027	7211027				BNE
UIC	7211050	7211050	YUAAK			BNE
UIC	7211106	7211106				BNE
UIC	7211113	7211113				BNE
UIC	7212106	7212106				BNE
UIC	7212111	7212111				BNE
UIC	7212204	7212204				BNE
UIC	7212413	7299988				BNE
UIC	7212420	7212420				BNE
UIC	7212499	7212499				BNE
UIC	7213401	7213401				BNE
UIC	7213405	7213405				BNE
UIC	7213450	72F0001				BNE
UIC	7213551	7213551				BNE
UIC	7213670	7213670				BNE
UIC	7213706	7213706				BNE
UIC	7214007	7214007				BNE
UIC	7408891	7408891				BNE
UIC	7499990	74F0001				BNE
UIC	7600100	7600100				BNE
UIC	7600180	7600180				BNE
UIC	7600202	7600202				BNE
UIC	7600204	7600204				BNE
UIC	7600205	7600205				BNE
UIC	7600206	7600206				BNE
UIC	7600207	7600207				BNE
UIC	7600211	7600211				BNE
UIC	7600212	7600212				BNE
UIC	7600507	7600507				BNE
UIC	7600508	7600508				BNE
UIC	7600510	7600510				BNE
UIC	7600511	7600511				BNE
UIC	7600516	7600516				BNE
UIC	7600518	7600518				BNE
UIC	7600519	7600519				BNE
UIC	7600522	7600522				BNE
UIC	7600527	7600527				BNE
UIC	7600533	7600533				BNE
UIC	7600536	7600536				BNE
UIC	7600552	7600552			543	BNE
UIC	7600603	7600603				BNE
UIC	7600606	7600606				BNE
UIC	7600614	7600614				BNE
UIC	7600615	7600615				BNE
UIC	7600616	7600616				BNE
UIC	7600622	7600622				BNE
UIC	7600626	7600626				BNE
UIC	7600708	7600708				BNE
UIC	7600711	7600711				BNE
UIC	7600716	7600716				BNE
UIC	7600720	7600720				BNE
UIC	7600725	7600725				BNE
UIC	7600729	7600729				BNE
UIC	7600734	7600734				BNE
UIC	7600735	7600735				BNE
UIC	5617725	5617725				BNE
UIC	5617745	5617745				BNE
UIC	5617765	5617765				BNE
UIC	5617795	5617795				BNE
UIC	5617825	5617825				BNE
UIC	5617845	5617845				BNE
UIC	5617895	5617895				BNE
UIC	5617915	5617915				BNE
UIC	5618115	5618115				BNE
UIC	5618215	5618215				BNE
UIC	5618235	5618235				BNE
UIC	5618245	5618245				BNE
UIC	5618305	5618305				BNE
UIC	5618345	5618345				BNE
UIC	5699990	56F0001				BNE
UIC	7211001	7211001				BNE
UIC	7211011	7211011				BNE
UIC	7404085	7404085				BNE
UIC	7212504	7212504				BNE
UIC	7212510	7212510				BNE
UIC	7404604	7404604				BNE
UIC	7404623	7404623				BNE
UIC	7404629	7404629				BNE
UIC	7404647	7404647				BNE
UIC	7404661	7404661			135	BNE
UIC	7404687	7404687				BNE
UIC	7404734	7404734				BNE
UIC	7404777	7404777				BNE
UIC	7404801	7404801				BNE
UIC	7404823	7404823				BNE
UIC	7404828	7404828				BNE
UIC	7404857	7404857				BNE
UIC	7404873	7404873				BNE
UIC	7404900	7404900				BNE
UIC	7404942	7404942				BNE
UIC	7404994	7404994				BNE
UIC	7600216	7600216				BNE
UIC	7600220	7600220				BNE
UIC	7600303	7600303				BNE
UIC	7600305	7600305				BNE
UIC	7600311	7600311				BNE
UIC	7600315	7600315				BNE
UIC	7404129	7404129				BNE
UIC	7404185	7404185				BNE
UIC	7404196	7404196				BNE
UIC	7404212	7404212				BNE
UIC	7404266	7404266				BNE
UIC	7404314	7404314				BNE
UIC	7404351	7404351				BNE
UIC	7404374	7404374				BNE
UIC	7404403	7404403				BNE
UIC	7404429	7404429				BNE
UIC	7404483	7404483				BNE
UIC	7404507	7404507				BNE
UIC	7404525	7404525				BNE
UIC	7404543	7404543				BNE
UIC	7404552	7404552				BNE
UIC	7404590	7404590				BNE
UIC	7405048	7405048				BNE
UIC	7873909	7873909				BNE
UIC	7874004	7874004				BNE
UIC	7874060	7874060				BNE
UIC	7874102	7874102				BNE
UIC	7874103	7942000			554	BNE
UIC	7874207	7874207				BNE
UIC	7874301	7874301				BNE
UIC	7874604	7874604				BNE
UIC	7874606	7874606				BNE
UIC	7874702	7874702				BNE
UIC	7873160	7873160				BNE
UIC	7873203	7873203				BNE
UIC	7873204	7873204			731	BNE
UIC	7873303	7873303				BNE
UIC	7873307	7873307				BNE
UIC	7873403	7873403				BNE
UIC	7873502	7873502				BNE
UIC	7873505	7873505				BNE
UIC	7873601	7873601				BNE
UIC	7873703	7873703				BNE
UIC	7873708	7873708				BNE
UIC	7873712	7873712				BNE
UIC	7874306	7874306				BNE
UIC	7874307	7874307				BNE
UIC	7874401	7874401				BNE
UIC	7874403	7874403				BNE
UIC	7874405	7874405				BNE
UIC	7874407	7874407				BNE
UIC	7874409	7874409				BNE
UIC	7874412	7874412				BNE
UIC	7874460	7874460				BNE
UIC	7874504	7874504				BNE
UIC	8001298	8001298				BNE
UIC	8001304	8007216				BNE
UIC	8001309	8001309				BNE
UIC	8001326	8001326				BNE
UIC	8001354	8001354				BNE
UIC	8001355	8001355				BNE
UIC	8001364	8001364				BNE
UIC	8001366	8001366				BNE
UIC	7874704	7874704				BNE
UIC	7874707	7874707				BNE
UIC	7874708	7874708				BNE
UIC	7874803	7874803				BNE
UIC	7874804	7874804				BNE
UIC	7874806	7874806				BNE
UIC	7874808	7874808				BNE
UIC	7874809	7874809			730	BNE
UIC	7875002	7875002				BNE
UIC	7875006	7875006				BNE
UIC	7875060	7875060				BNE
UIC	7875101	7875101				BNE
UIC	7875102	7875102				BNE
UIC	7875106	7875106				BNE
UIC	8001467	8001467			405	BNE
UIC	8001495	8001495				BNE
UIC	8001505	8001505				BNE
UIC	8001532	8001532				BNE
UIC	7872208	8999997			522	BNE
UIC	7872402	7872402				BNE
UIC	7872480	7872480				BNE
UIC	7872802	7872802				BNE
UIC	7872804	7872804				BNE
UIC	7872807	7872807				BNE
UIC	7872901	7872901				BNE
UIC	7872904	7872904				BNE
UIC	7872906	7872906				BNE
UIC	7872908	7872908				BNE
UIC	7873002	7873002				BNE
UIC	7873003	7873003				BNE
UIC	7873007	7873007				BNE
UIC	7873008	7873008				BNE
UIC	7873010	7873010				BNE
UIC	7873011	7873011				BNE
UIC	7873014	7873014				BNE
UIC	7873103	7873103				BNE
UIC	7873107	7873107				BNE
UIC	7873110	7873110				BNE
UIC	7873714	7873714				BNE
UIC	7873804	7873804				BNE
UIC	7873901	7873901				BNE
UIC	7873903	7873903				BNE
UIC	7873905	7873905				BNE
UIC	8001205	8001205				BNE
UIC	8001209	8025020				BNE
UIC	8001221	8001221				BNE
UIC	8001229	8001229				BNE
UIC	8001231	8001231				BNE
UIC	8001233	8001233				BNE
UIC	8001235	8001235				BNE
UIC	8001239	8001239				BNE
UIC	8001277	8001277				BNE
UIC	8001279	8001279				BNE
UIC	8001282	8001282				BNE
UIC	8001284	8001284				BNE
UIC	8001285	8001285				BNE
UIC	8001373	8001373				BNE
UIC	8001374	8001374				BNE
UIC	8001386	8001386				BNE
UIC	8001392	8001392				BNE
UIC	8001410	8001410				BNE
UIC	8001415	8001415				BNE
UIC	8001427	8001427				BNE
UIC	8001430	8001430			406	BNE
UIC	8001433	8001433				BNE
UIC	8006635	8006635				BNE
UIC	8006637	8006637				BNE
UIC	8006638	8006638				BNE
UIC	8006639	8006639				BNE
UIC	8006640	8006640				BNE
UIC	8006646	8006646				BNE
UIC	8006648	8006648				BNE
UIC	8006651	8006651				BNE
UIC	8006652	8006652				BNE
UIC	8001550	8001550				BNE
UIC	8001552	8001552				BNE
UIC	8001565	8050641				BNE
UIC	8001572	8050701				BNE
UIC	8001582	8002780				BNE
UIC	8001583	8055401				BNE
UIC	8001585	8001585				BNE
UIC	8001599	8001599				BNE
UIC	8001625	8001625				BNE
UIC	8001626	8001626				BNE
UIC	8001627	8001627				BNE
UIC	8001628	8001628				BNE
UIC	8001631	8001631				BNE
UIC	8006708	8006708				BNE
UIC	8006712	8006712				BNE
UIC	8006714	8006714				BNE
UIC	8006718	8006718				BNE
UIC	8006739	8006739				BNE
UIC	7872502	7872502				BNE
UIC	7872503	7872503				BNE
UIC	7872505	7872505				BNE
UIC	7872509	7872509				BNE
UIC	7872511	7872511				BNE
UIC	7872514	7872514				BNE
UIC	7872517	7872517				BNE
UIC	7872560	7872560				BNE
UIC	7872602	7872602				BNE
UIC	7872604	7872604				BNE
UIC	7872606	7872606				BNE
UIC	7872702	7872702				BNE
UIC	7872706	7872706				BNE
UIC	7872708	7872708				BNE
UIC	8001089	8001089				BNE
UIC	8001090	8001090				BNE
UIC	8001092	8001092				BNE
UIC	8001093	8006900				BNE
UIC	8001118	8001118				BNE
UIC	8001119	8001119				BNE
UIC	8001120	8001120				BNE
UIC	8001122	8001122				BNE
UIC	8001123	8001123				BNE
UIC	8001125	8001125				BNE
UIC	8001126	8001126				BNE
UIC	8001127	8001127				BNE
UIC	8001134	8001043				BNE
UIC	8001146	8001146				BNE
UIC	8001173	8001173				BNE
UIC	8001177	8001177				BNE
UIC	8001179	8001179				BNE
UIC	8001182	8001182				BNE
UIC	8001183	8001183				BNE
UIC	8001186	8001186				BNE
UIC	8001188	8001188				BNE
UIC	8006195	8006195				BNE
UIC	8001288	8001288				BNE
UIC	8001289	8001289				BNE
UIC	8001295	8001295				BNE
UIC	8001297	8001297				BNE
UIC	8006244	8006244				BNE
UIC	8006255	8006255				BNE
UIC	8006256	8006256				BNE
UIC	8006264	8006264				BNE
UIC	8006333	8006333				BNE
UIC	8006349	8006349				BNE
UIC	8006373	8006373				BNE
UIC	8006377	8006377				BNE
UIC	8006426	8006426				BNE
UIC	8006429	8006429				BNE
UIC	8006430	8006430				BNE
UIC	8006431	8006431				BNE
UIC	8006433	8006433				BNE
UIC	8006558	8006558				BNE
UIC	8006653	8006653				BNE
UIC	8006656	8006656				BNE
UIC	8006661	8006661				BNE
UIC	8006665	8006665				BNE
UIC	8006671	8006671				BNE
UIC	8006696	8006696				BNE
UIC	8006700	8006700				BNE
UIC	8006702	8006702				BNE
UIC	8011059	8011059				BNE
UIC	8011065	8011065				BNE
UIC	8011068	8011068				BNE
UIC	8011078	8011078				BNE
UIC	8011080	8011080				BNE
UIC	8011086	8011086				BNE
UIC	8011088	8011088				BNE
UIC	8011089	8011089				BNE
UIC	8011090	8011090				BNE
UIC	8011095	8011095				BNE
UIC	8007004	8007004				BNE
UIC	8007221	8007221				BNE
UIC	8007281	8007281				BNE
UIC	8007799	8085767				BNE
UIC	8008016	8008016				BNE
UIC	8008018	8008018				BNE
UIC	8008019	8008019				BNE
UIC	8008020	8008020				BNE
UIC	8008034	8008034				BNE
UIC	8008041	8008041				BNE
UIC	8008065	8008065				BNE
UIC	8008068	8008068				BNE
UIC	8011116	8011116				BNE
UIC	8011122	8011122				BNE
UIC	8011124	8011124				BNE
UIC	8011126	8011126				BNE
UIC	8011129	8011129				BNE
UIC	8011133	8011133				BNE
UIC	8001101	8001101				BNE
UIC	8001103	8001103				BNE
UIC	8001104	8001104				BNE
UIC	8001105	8001105				BNE
UIC	8001106	8001106				BNE
UIC	8001107	8001107				BNE
UIC	8001108	8001108				BNE
UIC	8001109	8001109				BNE
UIC	8001111	8001111				BNE
UIC	8001113	8001113				BNE
UIC	8001114	8001114				BNE
UIC	8001115	8001115				BNE
UIC	8001116	8001116				BNE
UIC	8006012	8006012				BNE
UIC	8006046	8006046				BNE
UIC	8006047	8006047				BNE
UIC	8006048	8006048				BNE
UIC	8006049	8006049				BNE
UIC	8006196	8006196				BNE
UIC	8006212	8006212				BNE
UIC	8006213	8006213				BNE
UIC	8006214	8006214				BNE
UIC	8006215	8006215				BNE
UIC	8006216	8006216				BNE
UIC	8006218	8006218				BNE
UIC	8006220	8006220				BNE
UIC	8006221	8006221				BNE
UIC	8006226	8006226				BNE
UIC	8006233	8006233				BNE
UIC	8006237	8006237				BNE
UIC	8006239	8006239				BNE
UIC	8006240	8006240				BNE
UIC	8006241	8006241				BNE
UIC	8006242	8006242				BNE
UIC	8010382	8010382				BNE
UIC	8010384	8010384				BNE
UIC	8006588	8006588				BNE
UIC	8006627	8006627				BNE
UIC	8006634	8006634				BNE
UIC	8010555	8010555				BNE
UIC	8010557	8010557				BNE
UIC	8010558	8010558				BNE
UIC	8011005	8011005				BNE
UIC	8011011	8011011				BNE
UIC	8011013	8011013				BNE
UIC	8011015	8011015				BNE
UIC	8011018	8011018				BNE
UIC	8011020	8011020				BNE
UIC	8011022	8011022				BNE
UIC	8011023	8011023				BNE
UIC	8011024	8011024				BNE
UIC	8011033	8011033				BNE
UIC	8011038	8011038				BNE
UIC	8011041	8011041				BNE
UIC	8011097	8011097				BNE
UIC	8011099	8011099				BNE
UIC	8011101	8011101				BNE
UIC	8011106	8011106				BNE
UIC	8011107	8011107				BNE
UIC	8011109	8011109				BNE
UIC	8011111	8011111				BNE
UIC	8011135	8011135				BNE
UIC	8011136	8011136				BNE
UIC	8011137	8011137				BNE
UIC	8011139	8011139				BNE
UIC	8011140	8011140				BNE
UIC	8011147	8011147				BNE
UIC	8011148	8011148				BNE
UIC	8011149	8011149				BNE
UIC	8011159	8011159				BNE
UIC	8011160	8011160				BNE
UIC	8011169	8011169				BNE
UIC	8006050	8006050				BNE
UIC	8006051	8006051				BNE
UIC	8006052	8006052				BNE
UIC	8006064	8006064				BNE
UIC	8006085	8006085				BNE
UIC	8006094	8006094				BNE
UIC	8006099	8006099				BNE
UIC	8006103	8006103				BNE
UIC	8006113	8006113				BNE
UIC	8006124	8006124				BNE
UIC	8006129	8006129				BNE
UIC	8006176	8006176				BNE
UIC	8010292	8010292				BNE
UIC	8010293	8010293				BNE
UIC	8010295	8010295				BNE
UIC	8010301	8010301				BNE
UIC	8010313	8010313				BNE
UIC	8010316	8010316				BNE
UIC	8010392	8044413				BNE
UIC	8010394	8010394				BNE
UIC	8010405	8010405				BNE
UIC	8010406	8010406				BNE
UIC	8010407	8010407				BNE
UIC	8010408	8010408				BNE
UIC	8010409	8010409				BNE
UIC	8010415	8010415				BNE
UIC	8010416	8010416				BNE
UIC	8010417	8010417				BNE
UIC	8010432	8010432				BNE
UIC	8010436	8010436				BNE
UIC	8010437	8010437				BNE
UIC	8010438	8010438				BNE
UIC	8010439	8010439				BNE
UIC	8011044	8011044				BNE
UIC	8011051	8011051				BNE
UIC	8013540	8013540				BNE
UIC	8013545	8013545				BNE
UIC	8013546	8013546				BNE
UIC	8013552	8013552				BNE
UIC	8013555	8013555				BNE
UIC	8013557	8013557				BNE
UIC	8013558	8013558				BNE
UIC	8013565	8013565				BNE
UIC	8013572	8013572				BNE
UIC	8013574	8013574				BNE
UIC	8013578	8013578				BNE
UIC	8013585	8013585				BNE
UIC	8013589	8013589				BNE
UIC	8013605	8013605				BNE
UIC	8013606	8013606				BNE
UIC	8013608	8013608				BNE
UIC	8013610	8013610				BNE
UIC	8013616	8013616				BNE
UIC	8013623	8013623				BNE
UIC	8013632	80G0123				BNE
UIC	8013637	8013637				BNE
UIC	8013646	8013646				BNE
UIC	8013674	8013674				BNE
UIC	8010318	8010318				BNE
UIC	8010319	8010319				BNE
UIC	8010328	8010328				BNE
UIC	8010338	8010338				BNE
UIC	8010353	8010353				BNE
UIC	8010355	8010355				BNE
UIC	8010356	8010356				BNE
UIC	8010357	8010357				BNE
UIC	8010359	8010359				BNE
UIC	8010367	8010367				BNE
UIC	8010375	8010375				BNE
UIC	8400567	8400567				BNE
UIC	8013167	8013167				BNE
UIC	8013196	8013196				BNE
UIC	8013221	8013221				BNE
UIC	8013224	8013224				BNE
UIC	8013228	8013228				BNE
UIC	8013398	8013398				BNE
UIC	8013414	8013414				BNE
UIC	8013417	8013417				BNE
UIC	8013420	8013420				BNE
UIC	8013428	8013428				BNE
UIC	8013440	8013440				BNE
UIC	8013446	8013446				BNE
UIC	8013458	8013458				BNE
UIC	8013460	8013460				BNE
UIC	8013463	8013463				BNE
UIC	8013467	8013467				BNE
UIC	8013490	8013490				BNE
UIC	8013494	8013494				BNE
UIC	8013506	8013506				BNE
UIC	8013507	8013507				BNE
UIC	8013521	8013521				BNE
UIC	8013529	8013529				BNE
UIC	5108365	5108365				BNE
UIC	8013593	8013593				BNE
UIC	8013596	8013596				BNE
UIC	8013597	8013597				BNE
UIC	8013603	8013603				BNE
UIC	5300930	5300930			930	BNE
UIC	5300936	5300936			936	BNE
UIC	5300937	5300937			937	BNE
UIC	5300940	5509407			940	BNE
UIC	5300941	5509415			941	BNE
UIC	5300942	5509423			942	BNE
UIC	5300944	5509449			944	BNE
UIC	5300946	5300946			946	BNE
UIC	5300971	5200971			971	BNE
UIC	5310017	5310017				BNE
UIC	5310287	5310287				BNE
UIC	5310445	5310445				BNE
UIC	5310574	5310574				BNE
UIC	5310770	5310770				BNE
UIC	8013677	8013677				BNE
UIC	8013688	8013688				BNE
UIC	8013689	8013689				BNE
UIC	8013733	8013733				BNE
UIC	8013737	8013737				BNE
UIC	8013741	8013741				BNE
UIC	8013747	8013747				BNE
UIC	5311231	5311231				BNE
UIC	5311308	5311308				BNE
UIC	5311554	5311554				BNE
UIC	5311695	5311695				BNE
UIC	5311803	5311803				BNE
UIC	5311906	5311906				BNE
UIC	5312039	53G0001				BNE
UIC	5312431	5312431				BNE
UIC	5312613	5312613				BNE
UIC	5313198	53G0008				BNE
UIC	5314037	5314037				BNE
UIC	8012265	8101116				BNE
UIC	8013003	8813003				BNE
UIC	8013012	8013012				BNE
UIC	8013017	8013017				BNE
UIC	8013018	8013018				BNE
UIC	8013020	8013020				BNE
UIC	8013027	8013027				BNE
UIC	8013046	8013046				BNE
UIC	8013051	8013051				BNE
UIC	8013056	8013056				BNE
UIC	8013240	8013240				BNE
UIC	8013253	8013253				BNE
UIC	8013262	8013262				BNE
UIC	8013309	8013309				BNE
UIC	8013311	8013311				BNE
UIC	8013318	8013318				BNE
UIC	8013330	8013330				BNE
UIC	8013344	8013344				BNE
UIC	8013368	8013368				BNE
UIC	8013377	8013377				BNE
UIC	8013380	8013380				BNE
UIC	8013390	8013390				BNE
UIC	5108242	5108242				BNE
UIC	5108248	5108248				BNE
UIC	5108252	5108252				BNE
UIC	5108255	5108255				BNE
UIC	5108266	5108266				BNE
UIC	5108302	5108302				BNE
UIC	5108366	5108366				BNE
UIC	5108367	5108367				BNE
UIC	5108368	5108368				BNE
UIC	5108372	5108372				BNE
UIC	5108375	5108375				BNE
UIC	5108377	5108377			836	BNE
UIC	5108378	5108378				BNE
UIC	5108383	5108383				BNE
UIC	5108385	5108385				BNE
UIC	5108392	5108392				BNE
UIC	5108394	5108394				BNE
UIC	5108417	5108417				BNE
UIC	5108440	5108440				BNE
UIC	5108455	5108455			962	BNE
UIC	5199990	51F0011				BNE
UIC	5300661	7221099			661	BNE
UIC	5453186	5453186				BNE
UIC	5453200	5453200				BNE
UIC	5310902	5310902				BNE
UIC	5310988	5310988				BNE
UIC	5311140	5311140				BNE
UIC	5453613	5453613				BNE
UIC	5453710	5453710				BNE
UIC	5453770	5453770				BNE
UIC	5453779	5453779				BNE
UIC	5453806	5453806				BNE
UIC	5453813	5453813				BNE
UIC	5453820	5453820				BNE
UIC	5453840	5453840				BNE
UIC	5453863	5453863				BNE
UIC	5453949	5453949				BNE
UIC	5454014	5454014				BNE
UIC	5454019	5454019				BNE
UIC	5454093	5454093				BNE
UIC	5454110	5454110				BNE
UIC	5454133	5454133				BNE
UIC	5314049	5314049				BNE
UIC	5314518	5314518				BNE
UIC	5315134	5315134				BNE
UIC	5315172	5315172				BNE
UIC	5315756	5315756				BNE
UIC	5316205	5316205				BNE
UIC	8013058	8013058				BNE
UIC	8013060	8013060				BNE
UIC	8013063	8013063				BNE
UIC	8013083	8013083				BNE
UIC	8013088	8013088				BNE
UIC	8013095	8013095				BNE
UIC	8013164	8013164				BNE
UIC	5107990	5107990				BNE
UIC	5108010	5108010				BNE
UIC	5108031	51F0010				BNE
UIC	5108041	51G0002				BNE
UIC	5108044	5108044				BNE
UIC	5108063	5108063				BNE
UIC	5108098	5108098				BNE
UIC	5108112	5108112				BNE
UIC	5108120	5108120				BNE
UIC	5108160	5108160				BNE
UIC	5108167	5108167				BNE
UIC	5108310	5108310				BNE
UIC	5108326	5108326				BNE
UIC	5108336	5108336				BNE
UIC	5108337	5108337				BNE
UIC	5108339	5108339				BNE
UIC	5108341	5108341				BNE
UIC	5108350	5108350				BNE
UIC	5108354	5108354				BNE
UIC	5108357	5108357				BNE
UIC	5108358	5108358				BNE
UIC	5108360	5108360				BNE
UIC	5436955	5436955				BNE
UIC	5437015	5437015				BNE
UIC	5437085	5437085				BNE
UIC	5437095	5437095				BNE
UIC	5437145	5437145				BNE
UIC	5437185	5437185				BNE
UIC	5450399	5450399			648	BNE
UIC	5453214	5453214				BNE
UIC	5453234	5453234				BNE
UIC	5453240	5453240				BNE
UIC	5453279	5453279				BNE
UIC	5453289	5453289				BNE
UIC	5453330	5453330				BNE
UIC	5453339	5453339				BNE
UIC	5453399	5453399				BNE
UIC	5453414	5453414				BNE
UIC	5453430	5453430				BNE
UIC	5453489	5453489				BNE
UIC	5453509	5453509				BNE
UIC	5453516	5453516				BNE
UIC	5453519	5453519				BNE
UIC	5453549	5453799				BNE
UIC	5501495	5501495				BNE
UIC	5501511	5501511				BNE
UIC	5501768	5501768				BNE
UIC	5454212	5454212				BNE
UIC	5454213	5454213				BNE
UIC	5457226	5457226				BNE
UIC	5503327	55G0003				BNE
UIC	5503335	5503335				BNE
UIC	5503350	5503350				BNE
UIC	5503368	55G0004				BNE
UIC	5503392	55G0012				BNE
UIC	5503400	5503400				BNE
UIC	5503418	5503418				BNE
UIC	5503426	5503426				BNE
UIC	5503434	5503434				BNE
UIC	5503459	5503459				BNE
UIC	5503475	5503475				BNE
UIC	5503491	5503491				BNE
