463927	Charlottenhof| Odern	29	406863				1
463996	Bahnhof| Neuenmarkt	29	463996				1
464011	Mürsbach| Rattelsdor	29	464011				1
464381	Arnoldplatz| Neustad	29	464381				1
464382	Bahnhof| Neustadt b.	29	464382				1
464383	Altersheim| Neustadt	29	464383				1
464387	Sonneberg (Thür.) ZO	29	464387				1
464870	Wellesbach Gh. Forst	29	464870				1
464871	Wellesmühle| Wallenf	29	464871				1
464872	Neuengrün| Wallenfel	29	464872				1
464873	Abzw. Schlegelshaid|	29	464873				1
464874	Wolfersgrün| Wallenf	29	464874				1
464880	Neufang Schule| Stei	29	464880				1
464881	Neufang Ortsmitte| S	29	464881				1
464882	Birnbaum| Steinwiese	29	464882				1
464883	Hubertushöhe| Steinw	29	464883				1
464884	Nurn| Steinwiesen	29	464884				1
464885	Teichmühle Bahnüberg	29	464885				1
464889	Mauthaus| Nordhalben	29	464889				1
465235	ZOB| Weikersheim	29	465235				1
465257	Ortsmitte| Bad Bockl	29	465257				1
465270	Altes Rathaus| Bad B	29	465270				1
465288	Staatsbad Vital Spa|	29	465288				1
465289	Staatsbad Schlosspar	29	465289				1
465291	Bahnhof| Bad Brücken	29	465291				1
465295	Bahnhof| Plankenfels	29	463133				1
465311	Klinikum| Bad Bockle	29	465311				1
465319	Bahnhof| Bad Kissing	29	465319				1
465350	Marktplatz| Bischofs	29	465350				1
465351	Post| Bischofsheim a	29	465351				1
465442	Bahnhof| Gersfeld (R	29	465442				1
465589	Industriestraße| Nie	29	465589				1
465719	Rhönstraße| Schönau	29	465719				1
465764	Staffelbach Ortsmitt	29	465764				1
465823	Unterweißenbrunn| Bi	29	465823				1
465842	Wegfurt| Bischofshei	29	465842				1
466095	Marktplatz| Rattelsd	29	464275				1
466152	Bahnhof| Gemünden a.	29	466152				1
466323	Jossa Bahnhof| Sinnt	29	466323				1
466359	Bäckerei| Riedenberg	29	466359				1
466360	Feuerwehrhaus| Riede	29	466360				1
466361	Kreuzbergstr. 57| Ri	29	466361				1
466366	Linde| Wildflecken	29	466366				1
466368	Rathausplatz| Wildfl	29	466368				1
466381	Eckarts Sinnbrücke|	29	466381				1
466488	Gambach Rathaus| Kar	29	466488				1
466878	Bahnhof| Lohr a. Mai	29	466878				1
467016	Bahnhof| Wertheim	29	467016				1
467033	Bahnhof| Miltenberg	29	467033				1
467168	B8| Mainbernheim	29	467168				1
467249	Abzw. Tiefenstockhei	29	467249				1
467422	Bahnhof| Marktbreit	29	467422				1
467455	Orsenhausen Adler| S	29	490839				1
467615	Gnötzheim| Martinshe	29	467256				1
467959	Fachklinik| Herzogen	29	467959				1
468255	Neumarkter Tor| Berc	29	461498				1
468292	Betriebshof OVF| Gem	29	468292				1
468319	Lindenstr.| Dombühl	29	468319				1
468717	Leitschmühle| Steinw	29	468717				1
468993	Dr. Walter Str.| Her	29	468993				1
469055	Cronheim Schloss| Gu	29	460360				1
469855	Engelmannsreuth Gh.	29	462900				1
470327	Abzw. Niederhausen|	29	406887				1
470655	Großholzleute| Isny	29	494187				1
470895	ZOB| Marktheidenfeld	29	461040				1
472710	Apotheke| Wyhl am Ka	29	499625				1
473295	Plankstetten Abtei|	29	468763				1
474655	Untertheres| Theres	29	465821				1
475127	Busbahnhof| Badenwei	29	499651				1
475455	Kurhaus Busbahnhof|	29	490158				1
476255	Rathaus| Bischofsgrü	29	462541				1
476727	Fahr| Neuwied	29	455031				1
477055	Marktplatz| Dachsbac	29	460536				1
479127	Stambach Schulstr.|	29	403116				1
479455	Neutrauchburger Stra	29	490155				1
479695	Raiffeisenbank| Mühl	29	461541				1
479927	Stambach Gh Stöckle|	29	403117				1
480647	Bad Fredeburg Post|	29	412874				1
483029	Zentrum| Wilnsdorf	29	483029				1
483455	Marktplatz| Isny im	29	490157				1
484647	Rupboden Sägewerk Am	29	466344				1
486327	Abzw. Bahnhof| Odenb	29	406921				1
487047	Im Elm| Zeitlofs	29	466341				1
488495	Rathaus| Obernbreit	29	467248				1
490001	Bahnhof| Aulendorf	29	490001				1
490022	Rathaus| Maierhöfen	29	490022				1
490044	Hohenzollernstr.| Os	29	490044				1
490045	Bahnhof| Ostrach	29	490045				1
490109	Bahnhof| Bad Waldsee	29	490109				1
490123	Bahnhof| Kißlegg	29	490123				1
490138	Bahnhof| Leutkirch i	29	490138				1
490150	Rohrdorf| Isny im Al	29	490150				1
490151	Rengers (L318)| Isny	29	490151				1
490152	Zell| Isny im Allgäu	29	490152				1
490153	Zell L318| Isny im A	29	490153				1
490154	Neutrauchburg Sonne|	29	490154				1
490156	Schulzentrum 1| Isny	29	490156				1
490159	Stephanusw.| Isny im	29	490159				1
490160	Karl-Wilhelm-Heckstr	29	490160				1
490161	Polizei| Wannweil	29	490161				1
490163	Achener Weg| Isny im	29	490163				1
490172	Bahnhof| Aichstetten	29	490172				1
490179	Marstetten Bahnhof|	29	490179				1
490225	Vorstadt Friedhof| I	29	490225				1
490244	Abzw. Burg B12| Arge	29	490244				1
490246	Schwanden| Isny im A	29	490246				1
490248	Haubach| Isny im All	29	490247				1
490249	Menelzhofen| Isny im	29	490248				1
490329	Blockwiesen| Isny im	29	490329				1
490355	Ebingen Bahnhof| Alb	29	490355				1
490386	Engstlatt Ochsen| Ba	29	490386				1
490387	Engstlatt Rathaus| B	29	490387				1
490389	Rathaus| Bisingen	29	490389				1
490427	Rengers Beschler| Is	29	490427				1
490480	Altes Rathaus| Herbe	29	490480				1
490516	Bahnhof| Gomadingen	29	490516				1
490615	Bahnhof| Warthausen	29	490615				1
