OBB TH code,OBB TH name,OBB TH type,OBB latitude,OBB longitude,ACR TH code,ACR TH name,ACR TH type,PRESENT ON AMR DEMO?,STH country,ACR TH country,ACR_Station Mapped same country?
8300420,Misano Adriatico,railway,"43,977282","12,697515",8300436,Misano Adriatico,railway,,IT,IT,
8300410,Laigueglia,railway,"43,981216","8,158691",8300662,Laigueglia,railway,,IT,IT,
8300741,Corbezzi,railway,"43,994103","10,919717",8312542,CORBEZZI,railway,,IT,IT,
8300225,Riccione,railway,"43,999232","12,658492",8300453,Riccione,railway,,IT,IT,
8300752,Bagni di Lucca,railway,"44,00342","10,551694",8300495,BAGNI DI LUCCA,railway,,IT,IT,
8302041,Ronta,railway,"44,006534","11,431528",8347723,RONTA,railway,,IT,IT,
8300133,Alassio,railway,"44,007929","8,171387",8300301,Alassio,railway,,IT,IT,
8301085,Castagno,railway,"44,012298","10,915435",8327838,CASTAGNO,railway,,IT,IT,
8300162,Massa Centro,railway,"44,023646","10,136363",8300353,Massa Centro,railway,,IT,IT,
8300751,Ghivizzano-Coreglia,railway,"44,027434","10,510691",8345251,GHIVIZZANO-COREGLIA,railway,,IT,IT,
8300451,Rimini Miramare,railway,"44,030257","12,618265",8300478,RIMINI MIRAMARE,railway,,IT,IT,
8301426,Crespino del Lamone,railway,"44,041771","11,548446",8306579,CRESPINO DEL LAMONE,railway,,IT,IT,
8300750,Fornaci di Barga,railway,"44,045232","10,473351",8374850,FORNACI DI BARGA,railway,,IT,IT,
8300132,Albenga,railway,"44,047308","8,221556",8300300,Albenga,railway,,IT,IT,
8300141,Carrara Avenza,railway,"44,051324","10,062877",8300312,CARRARA AVENZA,railway,,IT,IT,
8300740,Pracchia,railway,"44,055038","10,907225",8300472,Pracchia,railway,,IT,IT,
8300221,Rimini,railway,"44,064237","12,574016",8300449,Rimini,railway,,IT,IT,
8301202,Barga-Gallicano,railway,"44,067991","10,451959",8361346,BARGA-GALLICANO,railway,,IT,IT,
8301649,Luni,railway,"44,074545","10,016194",8319674,LUNI,railway,,IT,IT,
8301216,Biagioni Lagacci,railway,"44,086153","10,948165",8396237,BIAGIONI LAGACCI,railway,,IT,IT,
8300506,Rimini Viserba,railway,"44,088146","12,534228",8300479,RIMINI VISERBA,railway,,IT,IT,
8301878,Popolano di Marradi,railway,"44,095111","11,637965",8363723,POPOLANO DI MARRADI,railway,,IT,IT,
8300868,Savignano sul Rubicone,railway,"44,095199","12,404227",8300492,SAVIGNANO SUL RUBICONE,railway,,IT,IT,
8300613,Ceriale,railway,"44,098991","8,234078",8375009,CERIALE,railway,,IT,IT,
8300739,Molino del Pallone,railway,"44,100191","10,961249",8329092,MOLINO DEL PALLONE,railway,,IT,IT,
8300547,Riomaggiore,railway,"44,100524","9,736222",8300394,Riomaggiore,railway,,IT,IT,
8301658,Manarola,railway,"44,104887","9,729253",8303708,Manarola,railway,,IT,IT,
8300427,Rimini Torre Pedrera,railway,"44,106961","12,508818",8300595,RIMINI TORRE PEDRERA,railway,,IT,IT,
8300173,Sarzana,railway,"44,108847","9,960506",8300372,Sarzana,railway,,IT,IT,
8300156,La Spezia Centrale,railway,"44,11169","9,813674",8300338,LA SPEZIA CENTRALE,railway,,IT,IT,
8301546,Gambettola,railway,"44,116749","12,327526",8302842,Gambettola,railway,,IT,IT,
8301285,Ca' di Boschetti,railway,"44,118321","9,8641",8353189,CA' DI BOSCHETTI,railway,,IT,IT,
8301406,Corniglia,railway,"44,118685","9,715553",8302164,Corniglia,railway,,IT,IT,
8300885,Fosciandora-Ceserana,railway,"44,118789","10,443974",8381558,FOSCIANDORA-CESERANA,railway,,IT,IT,
8301149,Arcola,railway,"44,120552","9,913458",8325006,ARCOLA,railway,,IT,IT,
8300160,Loano,railway,"44,122453","8,254452",8300351,Loano,railway,,IT,IT,
8300985,La Spezia Migliarina,railway,"44,12331","9,839842",8300348,LA SPEZIA MIGLIARINA,railway,,IT,IT,
8300587,Vezzano Ligure,railway,"44,127399","9,88998",8300381,VEZZANO LIQURE,railway,,IT,IT,
8300203,Igea Marina,railway,"44,130655","12,482851",8300427,IGEA MARINA,railway,,IT,IT,
8302318,Vernazza,railway,"44,134997","9,684357",8304733,Vernazza,railway,,IT,IT,
8300193,Cesena,railway,"44,145475","12,249513",8300414,Cesena,railway,,IT,IT,
8300035,Pietra Ligure,railway,"44,145548","8,277757",8300076,PIETRA LIGURE,railway,,IT,IT,
8300183,Monterosso,railway,"44,14593","9,649112",8300389,Monterosso,railway,,IT,IT,
8300915,Poggio-Careggine-Vagli,railway,"44,148528","10,350787",8381622,POGGIO-CAREGGINE-VAGLI,railway,,IT,IT,
8300171,S.Stefano di Magra,railway,"44,155968","9,915333",8300370,S. STEFANO DI MAGRA,railway,,IT,IT,
8300913,Porretta Terme,railway,"44,156522","10,977872",8305110,PORRETTA TERME,railway,,IT,IT,
8300612,Borgio Verezzi,railway,"44,15807","8,310581",8309848,Borgio-Verezzi,railway,,IT,IT,
8301342,Camporgiano,railway,"44,161899","10,334488",8388961,CAMPORGIANO,railway,,IT,IT,
8300144,Finale Ligure Marina,railway,"44,169247","8,340404",8300318,FINALE LIGURE MARINA,railway,,IT,IT,
8301492,Equi Terme,railway,"44,170315","10,153009",8383657,EQUI TERME,railway,,IT,IT,
8300405,Gatteo a Mare,railway,"44,170556","12,432333",8300589,GATTEO A MARE,railway,,IT,IT,
8300159,Levanto,railway,"44,17411","9,616141",8300350,Levanto,railway,,IT,IT,
8301100,Strada Casale,railway,"44,183511","11,69744",8365603,STRADA CASALE,railway,,IT,IT,
8300544,Bonassola,railway,"44,184875","9,582695",8300390,Bonassola,railway,,IT,IT,
8301557,Gragnola,railway,"44,191294","10,109188",8301675,GRAGNOLA,railway,,IT,IT,
8301008,Forlimpopoli-Bertinoro,railway,"44,194181","12,128146",8393890,FORLIMPOPOLI-BERTINORO,railway,,IT,IT,
8301510,Fivizzano-Gassano,railway,"44,200127","10,105166",8340228,FIVIZZANO-GASSANO,railway,,IT,IT,
8300194,Cesenatico,railway,"44,200561","12,391275",8300415,Cesenatico,railway,,IT,IT,
8301524,Framura,railway,"44,201898","9,555148",8329592,FRAMURA,railway,,IT,IT,
8301520,Fognano,railway,"44,2034","11,727756",8318716,FOGNANO,railway,,IT,IT,
8300381,Limone,railway,"44,203627","7,577914",8303516,Limone,railway,,IT,IT,
8302067,San Benedetto Sambro-Castiglione Pepoli,railway,"44,215962","11,189661",8302682,SAN BENEDETTO SAMBRO-CASTIGLIONE PEPOLI,railway,,IT,IT,
8300545,Deiva Marina,railway,"44,217231","9,51908",8300391,DEIVA MARINA,railway,,IT,IT,
8306013,Aulla Lunigiana,railway,"44,218355","9,977456",8306013,Aulla Lunigiana,railway,,IT,IT,
8301204,Brisighella,railway,"44,220609","11,769862",8351257,BRISIGHELLA,railway,,IT,IT,
8300213,Forli,railway,"44,224288","12,054834",8300440,Forli,railway,,IT,IT,
8302013,Riola,railway,"44,229941","11,053611",8393215,RIOLA,railway,,IT,IT,
8300546,Moneglia,railway,"44,242405","9,487014",8300392,Moneglia,railway,,IT,IT,
8300390,Vernante,railway,"44,244723","7,53608",8390167,VERNANTE,railway,,IT,IT,
8301419,Carbona,railway,"44,247076","11,096427",8310806,CARBONA,railway,,IT,IT,
8300403,Cervia-Milano Marittima,railway,"44,258446","12,34709",8300411,CERVIA-MILANO MARITTIMA,railway,,IT,IT,
8301590,Grizzana,railway,"44,258862","11,181309",8363174,GRIZZANA,railway,,IT,IT,
8300174,Sestri Levante,railway,"44,276168","9,397542",8300373,SESTRI LEVANTE,railway,,IT,IT,
8301974,Quiliano-Vado Ligure,railway,"44,27996","8,435475",8398007,QUILIANO-VADO LIGURE,railway,,IT,IT,
8300738,Vergato,railway,"44,282895","11,114406",8300638,Vergato,railway,,IT,IT,
8300199,Faenza,railway,"44,293672","11,883225",8300422,Faenza,railway,,IT,IT,
8300586,Cavi,railway,"44,29461","9,370847",8300581,Cavi,railway,,IT,IT,
8300393,Villafranca-Bagnone,railway,"44,294639","9,948059",8300395,VILLAFRANCA-BAGNONE,railway,,IT,IT,
8302022,Robilante,railway,"44,296488","7,511007",8352032,ROBILANTE,railway,,IT,IT,
8300542,Lavagna,railway,"44,305634","9,346366",8300349,Lavagna,railway,,IT,IT,
8300185,Savona,railway,"44,307276","8,470105",8399990,Savona,railway,,IT,IT,
8301949,Pioppe di Salvaro,railway,"44,310555","11,161579",8379174,PIOPPE DI SALVARO,railway,,IT,IT,
8301989,Roccavione,railway,"44,314426","7,485489",8323428,ROCCAVIONE,railway,,IT,IT,
8300143,Chiavari,railway,"44,315138","9,322489",8300314,Chiavari,railway,,IT,IT,
8301798,Monzuno-Vado,railway,"44,32217","11,262203",8344262,MONZUNO-VADO,railway,,IT,IT,
8300191,Castel Bolognese- Riolo Terme,railway,"44,325482","11,804045",8300412,CASTEL BOLOGNESE-RIOLO TERME,railway,,IT,IT,
8300736,Filattiera,railway,"44,331477","9,933537",8373623,FILATTIERA,railway,,IT,IT,
8305114,Pian di Venola,railway,"44,333694","11,191818",8350830,PIAN DI VENOLA,railway,,IT,IT,
8301107,Albisola,railway,"44,334633","8,511654",8300162,Albisola,railway,,IT,IT,
8300994,Zoagli,railway,"44,335406","9,269203",8300398,Zoagli,railway,,IT,IT,
8301077,Altare,railway,"44,336227","8,332608",8337585,ALTARE,railway,,IT,IT,
8301794,Marzabotto,railway,"44,341334","11,207359",8340908,MARZABOTTO,railway,,IT,IT,
8302083,Scorcetoli,railway,"44,34433","9,911805",8307282,Scorcetoli,railway,,IT,IT,
8302213,Santuario,railway,"44,346099","8,435734",8388134,SANTUARIO,railway,,IT,IT,
8300138,Camogli-S.Fruttuoso,railway,"44,348029","9,156684",8300309,CAMOGLI-S. FRUTTUOSO,railway,,IT,IT,
8300178,Rapallo,railway,"44,351236","9,231554",8300377,Rapallo,railway,,IT,IT,
8302191,Solarolo,railway,"44,356637","11,848958",8375668,SOLAROLO,railway,,IT,IT,
8300444,Varazze,railway,"44,356649","8,566306",8300379,Varazze,railway,,IT,IT,
8300999,Granarolo Faentino,railway,"44,357191","11,937499",8300426,GRANAROLO FAENTINO,railway,,IT,IT,
8300204,Imola,railway,"44,35937","11,718787",8300428,Imola,railway,,IT,IT,
8300543,Recco,railway,"44,361141","9,146728",8300368,Recco,railway,,IT,IT,
8301787,Mulinetti,railway,"44,362246","9,130283",8381802,MULINETTI,railway,,IT,IT,
8302732,Bragno,railway,"44,368475","8,297481",8329791,BRAGNO,railway,,IT,IT,
8300184,Pontremoli,railway,"44,372769","9,887766",8300393,Pontremoli,railway,,IT,IT,
8301957,Pontetto,railway,"44,377242","9,077006",8389685,PONTETTO,railway,,IT,IT,
8301001,Russi,railway,"44,378899","12,031713",8300454,Russi,railway,,IT,IT,
8301228,Bogliasco,railway,"44,379139","9,066099",8300730,Bogliasco,railway,,IT,IT,
8301854,Pianoro,railway,"44,380427","11,340747",8368978,PIANORO,railway,,IT,IT,
8300147,Genova Nervi,railway,"44,381158","9,039961",8364215,GENOVA NERVI,railway,,IT,IT,
8301433,Classe,railway,"44,382148","12,23513",8383166,CLASSE,railway,,IT,IT,
8300998,Cotignola,railway,"44,384776","11,936602",8300418,Cotignola,railway,,IT,IT,
8301239,Barbiano,railway,"44,384843","11,87922",8375567,BARBIANO,railway,,IT,IT,
8301644,Lesegno,railway,"44,385867","7,942697",8352398,LESEGNO,railway,,IT,IT,
8300016,Cuneo,railway,"44,387897","7,535955",8300033,Cuneo,railway,,IT,IT,
8301582,Godo,railway,"44,389434","12,071465",8323931,GODO,railway,,IT,IT,
8301402,Cogoleto,railway,"44,389793","8,643922",8300137,Cogoleto,railway,,IT,IT,
8300018,Ceva,railway,"44,389795","8,031937",8300037,Ceva,railway,,IT,IT,
8302148,Sasso Marconi,railway,"44,394971","11,254338",8305502,SASSO MARCONI,railway,,IT,IT,
8301594,Genova Sturla,railway,"44,397879","8,98147",8367004,GENOVA STURLA,railway,,IT,IT,
8300022,Mondovi,railway,"44,398312","7,816273",8300043,Mondovi,railway,,IT,IT,
8300611,Arenzano,railway,"44,403111","8,678277",8300155,Arenzano,railway,,IT,IT,
8300152,Genova Brignole,railway,"44,407","8,947195",8304072,Genova Brignole,railway,,IT,IT,
8396002,GENOVA,city,"44,407153","8,934043",8300335,Genoa,city,,IT,IT,
8304223,Genova Via di Francia,railway,"44,409428","8,901241",8334283,GENOVA VIA DI FRANCIA,railway,,IT,IT,
8300762,Bagnacavallo,railway,"44,412208","11,969648",8384899,BAGNACAVALLO,railway,,IT,IT,
8300158,Genova Sampierdarena,railway,"44,41287","8,887244",8300343,Genova Sampierdarena,railway,,IT,IT,
8300976,Genova Cornigliano,railway,"44,414768","8,865018",8351287,GENOVA CORNIGLIANO,railway,,IT,IT,
8302789,Genova Vesima,railway,"44,416083","8,714263",8384902,GENOVA VESIMA,railway,,IT,IT,
8300219,Ravenna,railway,"44,419242","12,208382",8300447,Ravenna,railway,,IT,IT,
8300408,Genova Sestri Ponente,railway,"44,422328","8,847958",8381906,GENOVA SESTRI PONENTE AEROPORTO,railway,,IT,IT,
8301916,Pontecchio Marconi,railway,"44,423138","11,269259",8326278,PONTECCHIO MARCONI,railway,,IT,IT,
8300980,Genova Pra,railway,"44,425395","8,789252",8310290,GENOVA PRA,railway,,IT,IT,
8300978,Genova Pegli,railway,"44,426235","8,816874",8397830,GENOVA PEGLI,railway,,IT,IT,
8300984,Genova Voltri,railway,"44,428461","8,758353",8346444,GENOVA VOLTRI,railway,,IT,IT,
8300975,Genova Borzoli,railway,"44,434737","8,866692",8372583,GENOVA BORZOLI,railway,,IT,IT,
8300983,Genova Rivarolo,railway,"44,436207","8,890944",8356234,GENOVA RIVAROLO,railway,,IT,IT,
8302358,Varignana,railway,"44,437006","11,522569",8387966,VARIGNANA,railway,,IT,IT,
8300977,Genova Granara,railway,"44,44205","8,823493",8374670,GENOVA GRANARA,railway,,IT,IT,
8305138,Rastignano,railway,"44,443235","11,357462",8342495,RASTIGNANO,railway,,IT,IT,
8301224,Borgonuovo,railway,"44,44371","11,275129",8381085,BORGONUOVO,railway,,IT,IT,
8301676,Magliano-Crava-Morozzo,railway,"44,445875","7,777435",8308181,MAGLIANO-CRAVA-MOROZZO,railway,,IT,IT,
8301717,Massalombarda,railway,"44,448874","11,827872",8302059,MASSALOMBARDA,railway,,IT,IT,
8300974,Genova Acquasanta,railway,"44,458714","8,773255",8376446,GENOVA ACQUASANTA,railway,,IT,IT,
8300992,Genova Bolzaneto,railway,"44,459272","8,900148",8354721,GENOVA BOLZANETO,railway,,IT,IT,
8301799,Mezzano,railway,"44,462387","12,098768",8303950,Mezzano,railway,,IT,IT,
8300996,Bologna San Ruffillo,railway,"44,46272","11,373115",8399661,BOLOGNA SAN RUFFILLO,railway,,IT,IT,
8301689,Mele,railway,"44,472768","8,733991",8372436,MELE,railway,,IT,IT,
8300979,Genova Pontedecimo,railway,"44,494368","8,905787",8347555,GENOVA PONTEDECIMO,railway,,IT,IT,
8300375,Centallo,railway,"44,496372","7,591296",8330862,CENTALLO,railway,,IT,IT,
8314428,Casteldebole,railway,"44,503857","11,274721",8368695,CASTELDEBOLE,railway,,IT,IT,
8300217,Bologna Centrale,railway,"44,50614","11,343411",8300444,Bologna central,railway,,IT,IT,
8301394,Conselice,railway,"44,511089","11,832109",8369250,CONSELICE,railway,,IT,IT,
8301127,Alfonsine,railway,"44,511713","12,039956",8370632,ALFONSINE,railway,,IT,IT,
8300997,Bologna Borgo Panigale,railway,"44,515012","11,284828",8320440,BOLOGNA BORGO PANIGALE,railway,,IT,IT,
8301753,Merana,railway,"44,519465","8,298322",8360906,MERANA,railway,,IT,IT,
8301832,Ostia Parmense,railway,"44,520168","9,844912",8351876,OSTIA PARMENSE,railway,,IT,IT,
8300761,Voltana,railway,"44,540403","11,935927",8300297,Voltana,railway,,IT,IT,
8305010,Calderara-Bargellino,railway,"44,544117","11,267456",8322323,CALDERARA-BARGELLINO,railway,,IT,IT,
8300020,Fossano,railway,"44,550582","7,717916",8300041,Fossano,railway,,IT,IT,
8301146,Anzola dell'Emilia,railway,"44,551525","11,196042",8387954,ANZOLA DELL'EMILIA,railway,,IT,IT,
8300995,Bologna Corticella,railway,"44,55204","11,353989",8325082,BOLOGNA CORTICELLA,railway,,IT,IT,
8301189,Berceto,railway,"44,556183","9,932028",8324029,BERCETO,railway,,IT,IT,
8300206,Lavezzola,railway,"44,559316","11,880342",8300430,Lavezzola,railway,,IT,IT,
8302039,Rossiglione,railway,"44,567696","8,667996",8316119,ROSSIGLIONE,railway,,IT,IT,
8302062,Samoggia,railway,"44,57168","11,132316",8372708,SAMOGGIA,railway,,IT,IT,
8301267,Busalla,railway,"44,575528","8,943696",8304215,Busalla,railway,,IT,IT,
8301447,Castelmaggiore,railway,"44,577011","11,367398",8362106,CASTELMAGGIORE,railway,,IT,IT,
8392019,Osteria Nuova,railway,"44,584906","11,235065",8379803,OSTERIA NUOVA,railway,,IT,IT,
8343509,Funo Centergross,railway,"44,593345","11,370926",8356927,FUNO CENTERGROSS,railway,,IT,IT,
8301685,Montechiaro Denice,railway,"44,600828","8,352164",8362026,MONTECHIARO DENICE,railway,,IT,IT,
8302140,Solignano,railway,"44,614035","9,980235",8337277,SOLIGNANO,railway,,IT,IT,
8300164,Ronco Scrivia,railway,"44,614838","8,949046",8300359,RONCO SCRIVIA,railway,,IT,IT,
8301154,Argenta,railway,"44,616227","11,84305",8355807,ARGENTA,railway,,IT,IT,
8301738,Molare,railway,"44,622135","8,609967",8325506,MOLARE,railway,,IT,IT,
8301954,Ponti,railway,"44,630036","8,365227",8344595,PONTI,railway,,IT,IT,
8300987,Ovada,railway,"44,630413","8,632696",8300357,Ovada,railway,,IT,IT,
8301600,Isola del Cantone,railway,"44,64584","8,957347",8382455,ISOLA DEL CANTONE,railway,,IT,IT,
8301871,Prasco-Cremolino,railway,"44,648987","8,550209",8356283,PRASCO-CREMOLINO,railway,,IT,IT,
8300009,Savigliano,railway,"44,651223","7,66371",8300010,Savigliano,railway,,IT,IT,
8300214,Modena,railway,"44,654616","10,929946",8300441,Modena,railway,,IT,IT,
8302045,Rubiera,railway,"44,656261","10,781422",8343490,RUBIERA,railway,,IT,IT,
8301894,Pietrabissara,railway,"44,658063","8,922501",8344396,PIETRABISSARA,railway,,IT,IT,
8301213,Bistagno,railway,"44,659357","8,372079",8332153,BISTAGNO,railway,,IT,IT,
8302006,Rigoroso,railway,"44,66701","8,899884",8376449,RIGOROSO,railway,,IT,IT,
8300656,Acqui Terme,railway,"44,672283","8,473665",8300044,ACQUI TERME,railway,,IT,IT,
8305268,Quattro Ville,railway,"44,691883","10,911901",8373965,QUATTRO VILLE,railway,,IT,IT,
8300134,Arquata Scrivia,railway,"44,692263","8,885345",8300302,ARQUATA SCRIVIA,railway,,IT,IT,
8300201,Fornovo,railway,"44,693437","10,102272",8300424,Fornovo,railway,,IT,IT,
8301750,Madonna del Pilone,railway,"44,695474","7,747596",8342053,MADONNA DEL PILONE,railway,,IT,IT,
8300473,Portomaggiore,railway,"44,696746","11,799807",8362023,PORTOMAGGIORE,railway,,IT,IT,
8300220,Reggio d'Emilia,railway,"44,697679","10,643045",8300448,REGGIO D'EMILIA,railway,,IT,IT,
8302195,Strevi,railway,"44,697721","8,525606",8377282,STREVI,railway,,IT,IT,
8300653,Alba,railway,"44,69776","8,030854",8300019,Alba,railway,,IT,IT,
8302177,S.Pietro in Casale,railway,"44,697984","11,404827",8300932,S.PIETRO IN CASALE,railway,,IT,IT,
8301928,Pocapaglia,railway,"44,701694","7,892929",8302679,POCAPAGLIA,railway,,IT,IT,
8301669,Monticello d'Alba,railway,"44,703978","7,965008",8364263,MONTICELLO D'ALBA,railway,,IT,IT,
8300017,Cavallermaggiore,railway,"44,708228","7,692017",8300036,Cavallermaggiore,railway,,IT,IT,
8301791,Mussotto,railway,"44,713474","8,016684",8371243,MUSSOTTO,railway,,IT,IT,
8301849,Ozzano Taro,railway,"44,718004","10,15474",8318258,OZZANO TARO,railway,,IT,IT,
8300083,Crevalcore,railway,"44,719152","11,152994",8300229,Crevalcore,railway,,IT,IT,
8301178,Bandito,railway,"44,72209","7,819457",8318875,BANDITO,railway,,IT,IT,
8301105,Alice Belcolle,railway,"44,722618","8,439993",8335101,ALICE BELCOLLE,railway,,IT,IT,
8302099,Serravalle Scrivia,railway,"44,723858","8,858451",8300070,SERRAVALLE SCRIVIA,railway,,IT,IT,
8301574,Galliera,railway,"44,737677","11,44138",8368170,GALLIERA,railway,,IT,IT,
8302058,Sanfre,railway,"44,748115","7,796736",8373110,Sanfre,railway,,IT,IT,
8301734,Medesano,railway,"44,749424","10,13999",8300858,Medesano,railway,,IT,IT,
8301435,Cassine,railway,"44,751504","8,533685",8318371,CASSINE,railway,,IT,IT,
8301369,Collecchio,railway,"44,755155","10,212286",8315130,COLLECCHIO,railway,,IT,IT,
8300163,Novi Ligure,railway,"44,762382","8,787469",8300356,Novi Ligure,railway,,IT,IT,
8301668,Mombaruzzo,railway,"44,762415","8,440955",8311337,MOMBARUZZO,railway,,IT,IT,
8301975,Racconigi,railway,"44,770649","7,685124",8300912,Racconigi,railway,,IT,IT,
8302151,Sommariva del Bosco,railway,"44,770901","7,77696",8312753,SOMMARIVA DEL BOSCO,railway,,IT,IT,
8300865,Nizza Monferrato,railway,"44,772966","8,361169",8300047,NIZZA MONFERRATO,railway,,IT,IT,
8301274,Bazzana,railway,"44,777253","8,40119",8303317,BAZZANA,railway,,IT,IT,
8301539,Gaibanella,railway,"44,77828","11,6709",8316961,GAIBANELLA,railway,,IT,IT,
8302307,Vicofertile,railway,"44,778619","10,258338",8304830,VICOFERTILE,railway,,IT,IT,
8300717,Carpi,railway,"44,782884","10,8921",8301414,Carpi,railway,,IT,IT,
8301392,Coronella,railway,"44,795785","11,543776",8396997,CORONELLA,railway,,IT,IT,
8301968,Pozzolo Formigaro,railway,"44,797615","8,782798",8326394,POZZOLO FORMIGARO,railway,,IT,IT,
8300735,Noceto,railway,"44,809847","10,147276",8300355,Noceto,railway,,IT,IT,
8301779,Montegrosso,railway,"44,818634","8,239094",8382830,MONTEGROSSO,railway,,IT,IT,
8300550,Salsomaggiore Terme,railway,"44,81874","9,987985",8300457,SALSOMAGGIORE TERME,railway,,IT,IT,
8302302,Vigliano d'Asti,railway,"44,827331","8,218232",8356372,VIGLIANO D'ASTI,railway,,IT,IT,
8300435,S.Felice sul Panaro,railway,"44,834723","11,140184",8300282,S. FELICE SUL PANARO,railway,,IT,IT,
8301445,Castelguelfo,railway,"44,836577","10,176822",8303887,CASTELGUELFO,railway,,IT,IT,
8301705,Mongardino,railway,"44,841649","8,207593",8349185,MONGARDINO,railway,,IT,IT,
8300209,Ferrara,railway,"44,843119","11,603837",8300433,Ferrara,railway,,IT,IT,
8300015,Carmagnola,railway,"44,846854","7,728241",8300030,Carmagnola,railway,,IT,IT,
8305011,Vaio Ospedale,railway,"44,849649","10,038028",8382168,VAIO OSPEDALE,railway,,IT,IT,
8300200,Fidenza,railway,"44,867761","10,063448",8300423,Fidenza,railway,,IT,IT,
8301892,Pontelagoscuro,railway,"44,874132","11,612647",8387771,PONTELAGOSCURO,railway,,IT,IT,
8300941,Rocchetta Tanaro-Cerro,railway,"44,875526","8,351445",8300050,ROCCHETTA TANARO-CERRO,railway,,IT,IT,
8301283,Castello d'Annone,railway,"44,878907","8,312639",8315731,CASTELLO D'ANNONE,railway,,IT,IT,
8302180,Spinetta,railway,"44,882428","8,683015",8394842,SPINETTA,railway,,IT,IT,
8302020,Rolo-Novi-Fabbrico,railway,"44,885998","10,867983",8331054,ROLO-NOVI-FABBRICO,railway,,IT,IT,
8300523,Pinerolo,railway,"44,887621","7,337119",8300048,Pinerolo,railway,,IT,IT,
8300210,Mirandola,railway,"44,891684","11,111695",8300435,Mirandola,railway,,IT,IT,
8301507,Felizzano,railway,"44,893355","8,437473",8392071,FELIZZANO,railway,,IT,IT,
8300003,Asti,railway,"44,894791","8,207587",8300004,Asti,railway,,IT,IT,
8300640,Occhiobello,railway,"44,898937","11,620577",8386419,OCCHIOBELLO,railway,,IT,IT,
8301180,Baldichieri-Tigliole,railway,"44,899182","8,091206",8329113,BALDICHIERI-TIGLIOLE,railway,,IT,IT,
8300029,Tortona,railway,"44,9002","8,862076",8300063,Tortona,railway,,IT,IT,
8300002,Alessandria,railway,"44,90861","8,606851",8300003,ALLESANDRIA,railway,,IT,IT,
8302167,Solero,railway,"44,916097","8,510487",8311184,SOLERO,railway,,IT,IT,
8302356,Villanova di Reggiolo,railway,"44,916338","10,842255",8335614,VILLANOVA DI REGGIOLO,railway,,IT,IT,
8302367,Villastellone,railway,"44,920584","7,749542",8300928,Villastellone,railway,,IT,IT,
8301880,Piscina di Pinerolo,railway,"44,921852","7,425679",8399230,PISCINA DI PINEROLO,railway,,IT,IT,
8301372,Colorno,railway,"44,925272","10,38049",8378881,COLORNO,railway,,IT,IT,
8300644,Airasca,railway,"44,928075","7,483351",8300055,Airasca,railway,,IT,IT,
8300235,Fiorenzuola,railway,"44,929022","9,916829",8300475,Fiorenzuola,railway,,IT,IT,
8301811,None,railway,"44,938062","7,540073",8389553,NONE,railway,,IT,IT,
8301588,Gonzaga-Reggiolo,railway,"44,93923","10,815192",8321044,GONZAGA-REGGIOLO,railway,,IT,IT,
8300639,Polesella,railway,"44,960971","11,738562",8314276,POLESELLA,railway,,IT,IT,
8301079,Candiolo,railway,"44,961221","7,598913",8330813,CANDIOLO,railway,,IT,IT,
8300526,Pontecurone,railway,"44,961889","8,930059",8300084,Pontecurone,railway,,IT,IT,
8302300,Villanova d'Asti,railway,"44,96306","7,947489",8300900,Villanova d'Asti,railway,,IT,IT,
8301796,Mezzani-Rondani,railway,"44,963408","10,397209",8370761,MEZZANI-RONDANI,railway,,IT,IT,
8301886,Pessione,railway,"44,965082","7,841409",8384231,PESSIONE,railway,,IT,IT,
8301905,Palidano,railway,"44,972177","10,777904",8344049,PALIDANO,railway,,IT,IT,
8302339,Valmadonna,railway,"44,9729","8,610726",8300408,Valmadonna,railway,,IT,IT,
8301259,Busseto,railway,"44,974854","10,038773",8315332,BUSSETO,railway,,IT,IT,
8300030,Trofarello,railway,"44,98027","7,735394",8300064,Trofarello,railway,,IT,IT,
8300127,Poggio Rusco,railway,"44,981506","11,124881",8305308,POGGIO RUSCO,railway,,IT,IT,
8300679,Casalmaggiore,railway,"44,990773","10,42359",8311523,CASALMAGGIORE,railway,,IT,IT,
8301805,Nichelino,railway,"44,991305","7,642066",8390511,Nichelino,railway,,IT,IT,
8302218,Suzzara,railway,"44,994512","10,755795",8302340,Suzzara,railway,,IT,IT,
8300492,Voghera,railway,"44,997908","9,008735",8300181,Voghera,railway,,IT,IT,
8301740,Moncalieri,railway,"44,998005","7,678059",8368923,MONCALIERI,railway,,IT,IT,
8301919,Pontenure,railway,"45,001718","9,792158",8341403,PONTENURE,railway,,IT,IT,
8301353,Chieri,railway,"45,006352","7,823646",8301906,Chieri,railway,,IT,IT,
8301157,Arqua,railway,"45,007078","11,748893",8332046,ARQUA,railway,,IT,IT,
8301343,Casteggio,railway,"45,017396","9,124702",8343905,CASTEGGIO,railway,,IT,IT,
8300516,Torino Lingotto,railway,"45,026192","7,657532",8300059,Torino Lingotto,railway,,IT,IT,
8302315,Villanova d'Arda,railway,"45,029447","9,993329",8308862,VILLANOVA D'ARDA,railway,,IT,IT,
8300010,Oulx-Cesana-Claviere-Sestriere,railway,"45,037635","6,830667",8323446,OULX-CESANA-CLAVIERE-SESTRIERE,railway,,IT,IT,
8300582,Beaulard,railway,"45,044355","6,759123",8300598,Beaulard,railway,,IT,IT,
