DEFAULT_LONG_NAME,GENERIC_LOCATION_CODE,LOCATION_TYPE_CODE,COUNTRY_CODE
Lörrach Museum/Burg,8080355,29,DE
Gennweiler,8080661,29,DE
Köln Frankfurter St,8080777,29,DE
Baden-Baden Haueneb,8084183,29,DE
Waßmannsdorf,8084412,29,DE
Friedrichshafen-Kluf,8084736,29,DE
Bad Wildbad Kurpark,8084987,29,DE
Bad Wildbad Uhlandpl,8085061,29,DE
Heilbronn Trappensee,8085218,29,DE
Berlin Südkreuz,8085360,29,DE
Hamburg Airport,8085471,29,DE
Berlin Gesundbrunnen,8085767,29,DE
Heilbr.Harmon/Fried,8085918,29,DE
Riehen Niederholz,8087021,29,CH
Kaarst IKEA,8087758,29,DE
Kaarster Bahnhof,8087759,29,DE
Kaarst Mitte/Holzb.,8087760,29,DE
Kaarster See,8087761,29,DE
Düren-Annakirmespl.,8088230,33,DE
Düren Im GroßenTal,8088403,29,DE
Düren-Kuhbrücke,8088413,29,DE
Düren-Lendersdorf,8088414,29,DE
Niederau-Tuchmühle,8088416,29,DE
Düren Renkerstraße,8088418,29,DE
Aschaffenburg Hochs.,8088589,29,DE
Ahrensburg-Gartenh.,8089940,29,DE
Waidhaus(Gr),8091611,17,DE
Burbach Mitte,8091874,29,DE
Germersheim Mitte/R.,8092077,29,DE
Germersheim Süd/N.,8092078,29,DE
Wörth(Rh.)Zügelstr,8092122,29,DE
Grafling-Arzting,8092894,29,DE
Wörth(Rhein) Bahnm,8093250,29,DE
Wörth(Rhein) Bienw,8093251,29,DE
Wörth(Rhein) Bürg,8093252,29,DE
Wörth(Rhein) Raths,8093253,29,DE
Wörth(Rhein) Badepa,8093255,29,DE
München Hackerbr.,8098610,29,DE
Bonn Helmholtzstr.,8098904,29,DE
Nordstrand,8099995,29,DE
Schiff,8099997,29,DE
ICE,8099998,29,DE
Bus,8099999,29,DE
Bus,8099999,29,DE
Jena Saalbf,80F0090,33,DE
Any deutsch stations,80F0147,33,DE
Bamberg,80G0001,29,DE
Friedrichshafen Haf.,80G0002,29,DE
Memmingen,80G0003,29,DE
Neunkirch,80G0004,29,DE
Düsseldorf Hbf,80G0023,33,DE
Halle(Saale)Hbf,80G0031,33,DE
Ludwigshafen(Rh)Hbf,80G0046,33,DE
München Flughafen T,80G0067,33,DE
Riehen,80G0122,29,DE
Celle,80G0123,29,DE
Wien Westbahnhof,8101001,29,AT
Wien Hauptbahnhof,8101003,33,AT
Wien Penzing,8101006,29,AT
Wien Wolf in der Au,8101007,29,AT
Wien Hadersdorf,8101009,29,AT
Wien Weidlingau,8101010,29,AT
Purkersdorf-Sanatorium,8101011,29,AT
Unter Purkersdorf,8101012,29,AT
Purkersdorf bei Wien Zentrum,8101013,29,AT
Unter Tullnerbach,8101014,29,AT
Tullnerbach-Pressbaum,8101015,29,AT
Pressbaum,8101016,29,AT
Dürrwien,8101017,29,AT
Rekawinkel,8101018,29,AT
Eichgraben-Altlengbach,8101019,29,AT
Unter Oberndorf,8101021,29,AT
Maria Anzbach,8101022,29,AT
Hofstatt,8101023,29,AT
Neulengbach Stadt,8101024,29,AT
Neulengbach,8101025,29,AT
Ollersbach,8101026,29,AT
Kirchstetten,8101027,29,AT
Böheimkirchen,8101029,29,AT
Pottenbrunn,8101031,29,AT
St. Pölten Hbf,8101032,33,AT
Prinzersdorf,8101037,29,AT
Markersdorf a. d. Pielach,8101038,29,AT
Gross Sierning,8101039,29,AT
Loosdorf,8101040,29,AT
Melk,8101041,29,AT
Pöchlarn,8101042,29,AT
Krummnussbaum,8101043,29,AT
Säusenstein,8101044,29,AT
Ybbs a. d. Donau,8101045,29,AT
Neumarkt/Ybbs-Karlsbach,8101046,29,AT
Blindenmarkt,8101048,29,AT
Amstetten,8101049,29,AT
Mauer-Öhling,8101053,29,AT
Aschbach,8101054,29,AT
Krenstetten-Biberbach,8101055,29,AT
St. Peter-Seitenstetten,8101056,29,AT
St. Johann-Weistrach,8101057,29,AT
Stadt Haag,8101059,29,AT
Asten-Fisching,8101060,29,AT
St. Valentin,8101061,29,AT
Ennsdorf,8101063,29,AT
Enns,8101064,29,AT
Linz-Pichling,8101066,29,AT
Linz Ebelsberg,8101067,29,AT
Linz Hbf,8101073,33,AT
Pasching,8101076,29,AT
Hörsching,8101077,29,AT
Oftering,8101078,29,AT
Marchtrenk,8101079,29,AT
Wels Hbf,8101081,29,AT
Gunskirchen,8101085,29,AT
Lambach,8101086,29,AT
Lambach Markt,8101087,29,AT
Neukirchen bei Lambach,8101088,29,AT
Breitenschützing,8101089,29,AT
Schwanenstadt,8101090,29,AT
Attnang-Puchheim,8101091,29,AT
Vöcklabruck,8101093,29,AT
Timelkam,8101095,29,AT
Neukirchen-Gampern,8101096,29,AT
Redl-Zipf,8101097,29,AT
Vöcklamarkt,8101098,29,AT
Frankenmarkt,8101100,29,AT
Pöndorf,8101101,29,AT
Oberhofen-Zell am Moos,8101103,29,AT
Strasswalchen,8101104,29,AT
Steindorf bei Strasswalchen,8101105,29,AT
Neumarkt-Köstendorf,8101107,29,AT
Weng,8101108,29,AT
Wallersee,8101109,29,AT
Seekirchen am Wallersee,8101110,29,AT
Eugendorf,8101111,29,AT
Hallwang-Elixhausen,8101112,29,AT
Salzburg Kasern,8101113,29,AT
Salzburg-Liefering,8101116,29,AT
Salzburg Liefering,8101116,29,AT
Salzburg Sam,8101118,29,AT
Salzburg Gnigl,8101119,29,AT
Salzburg Parsch,8101120,29,AT
Salzburg Aigen,8101121,29,AT
Salzburg Süd,8101122,29,AT
Elsbethen,8101123,29,AT
Puch bei Hallein,8101124,29,AT
Hallein,8101125,29,AT
Bad Vigaun,8101126,29,AT
Kuchl,8101127,29,AT
Golling-Abtenau,8101128,29,AT
Puch Urstein,8101129,29,AT
Tenneck,8101131,29,AT
Werfen,8101132,29,AT
Pfarrwerfen,8101133,29,AT
Bischofshofen,8101134,29,AT
Mitterberghütten,8101135,29,AT
St. Johann im Pongau,8101136,29,AT
Schwarzach-St. Veit,8101137,29,AT
Hallein Burgfried,8101138,29,AT
Lend,8101139,29,AT
Eschenau,8101140,29,AT
Taxenbach-Rauris,8101142,29,AT
Gries im Pinzgau,8101143,29,AT
Bruck-Fusch,8101144,29,AT
Zell am See,8101145,29,AT
Maishofen - Saalbach,8101146,29,AT
Gerling im Pinzgau,8101147,29,AT
Saalfelden,8101148,29,AT
Leogang-Steinberge,8101149,29,AT
Leogang,8101150,29,AT
Hochfilzen,8101153,29,AT
Pfaffenschwendt,8101154,29,AT
Fieberbrunn,8101155,29,AT
Grieswirt,8101156,29,AT
St. Johann in Tirol,8101157,29,AT
Kuchl Garnei,8101158,29,AT
Oberndorf in Tirol,8101159,29,AT
Kitzbühel,8101160,29,AT
Kitzbühel Hahnenkamm,8101161,29,AT
Schwarzsee,8101162,29,AT
Kirchberg in Tirol,8101163,29,AT
Brixen im Thale,8101164,29,AT
Westendorf,8101165,29,AT
Windau,8101166,29,AT
Hopfgarten Berglift,8101167,29,AT
Hopfgarten,8101168,29,AT
Wörgl Süd-Bruckhäusl,8101169,29,AT
Wörgl Hbf,8101170,29,AT
Salzburg Taxham Europark,8101171,29,AT
Kundl,8101172,29,AT
Rattenberg-Kramsach,8101173,29,AT
Brixlegg,8101174,29,AT
Münster-Wiesing,8101175,29,AT
Oberalm,8101177,29,AT
Stans bei Schwaz,8101178,29,AT
Schwaz,8101179,29,AT
Pill-Vomperbach,8101180,29,AT
Terfens-Weer,8101181,29,AT
Fritzens-Wattens,8101182,29,AT
Volders-Baumkirchen,8101183,29,AT
Hall in Tirol,8101184,29,AT
Rum,8101186,29,AT
Innsbruck Hbf,8101187,33,AT
Innsbruck Westbf,8101189,29,AT
Völs,8101191,29,AT
Kematen in Tirol,8101192,29,AT
Oberhofen im Inntal,8101193,29,AT
Zirl,8101194,29,AT
Hatting,8101196,29,AT
Flaurling,8101197,29,AT
Telfs-Pfaffenhofen,8101198,29,AT
Rietz,8101199,29,AT
Stams,8101200,29,AT
Mötz,8101201,29,AT
Silz,8101202,29,AT
Haiming,8101203,29,AT
Ötztal,8101204,29,AT
Roppen,8101205,29,AT
Imst-Pitztal,8101206,29,AT
Imsterberg,8101209,29,AT
Schönwies,8101210,29,AT
Landeck-Zams,8101212,17,AT
Landeck-Zams,8101212,17,AT
St. Anton am Arlberg,8101222,29,AT
Langen am Arlberg,8101223,29,AT
Bludenz,8101230,29,AT
Nüziders,8101231,29,AT
Ludesch,8101232,29,AT
Nenzing,8101233,29,AT
Schlins-Beschling,8101234,29,AT
Frastanz,8101235,29,AT
Feldkirch,8101236,29,AT
Altenstadt,8101238,29,AT
Gisingen,8101239,29,AT
Tisis,8101240,29,LI
Schaanwald,8101241,33,AT
Nendeln,8101242,29,LI
Schaan-Vaduz,8101243,29,LI
Wien Breitensee,8101250,29,AT
Wien Hernals,8101252,29,AT
Wien Gersthof,8101253,29,AT
Wien Krottenbachstraße,8101254,29,AT
Wien Oberdöbling,8101255,29,AT
Wien Speising,8101259,29,AT
Wien Handelskai,8101261,29,AT
Wien Kaiserebersdorf,8101269,29,AT
St. Pölten Traisenpark,8101280,29,AT
Viehofen,8101281,29,AT
Oberradlberg,8101282,29,AT
Unterradlberg,8101283,29,AT
Herzogenburg,8101284,29,AT
Herzogenburg Stadt,8101285,29,AT
Getzersdorf,8101286,29,AT
Traismauer,8101287,29,AT
Gemeinlebarn,8101288,29,AT
Sitzenberg-Reidling,8101289,29,AT
Trasdorf,8101290,29,AT
Moosbierbaum-Heiligeneich,8101291,29,AT
Atzenbrugg,8101293,29,AT
Michelhausen,8101294,29,AT
Tullnerfeld,8101295,29,AT
Tulln Stadt,8101297,29,AT
St. Pölten Porschestraße,8101300,29,AT
St. Pölten Alpenbahnhof,8101301,29,AT
Spratzern,8101303,29,AT
St. Georgen am Steinfelde,8101304,29,AT
Wilhelmsburg a.d.Traisen,8101305,29,AT
Kreisbach,8101306,29,AT
Göblasbruck,8101307,29,AT
Traisen,8101309,29,AT
Wiesenfeld-Schwarzenbach,8101310,29,AT
St. Veit a.d. Gölsen,8101311,29,AT
Rainfeld-Klein Zell,8101312,29,AT
Rohrbach a.d. Gölsen,8101313,29,AT
Hainfeld,8101314,29,AT
Weissenbach-Neuhaus,8101321,29,AT
Pottenstein a.d. Triesting,8101323,29,AT
Berndorf Stadt,8101324,29,AT
Berndorf Fabrik,8101325,29,AT
St. Veit a.d.Triesting,8101326,29,AT
Hirtenberg,8101327,29,AT
Enzesfeld-Lindabrunn,8101328,29,AT
Hart-Wörth,8101329,29,AT
Traisen Markt,8101331,29,AT
Lilienfeld,8101333,29,AT
Schrambach,8101335,29,AT
Erlauf,8101411,29,AT
Petzenkirchen,8101412,29,AT
Wieselburg/Erlauf,8101413,29,AT
Mühling,8101415,29,AT
Mühling-Plaika,8101416,29,AT
Schauboden,8101417,29,AT
Purgstall,8101418,29,AT
Sölling,8101419,29,AT
Saffen,8101420,29,AT
Scheibbs,8101421,29,AT
Greinsfurth,8101430,29,AT
Ulmerfeld-Hausmening,8101431,29,AT
Kröllendorf,8101432,29,AT
Hilm-Kematen,8101433,29,AT
Rosenau,8101434,29,AT
Sonntagberg,8101435,29,AT
Böhlerwerk a.d. Ybbs,8101436,29,AT
Stadt Waidhofen a. d. Ybbs,8101438,29,AT
Oberland,8101439,29,AT
Gaflenz,8101440,29,AT
Weyer,8101441,29,AT
Kastenreith,8101442,29,AT
Kleinreifling,8101443,29,AT
Weissenbach-St. Gallen,8101445,29,AT
Hieflau,8101449,29,AT
Gstatterboden i. Nationalpark,8101451,29,AT
Johnsbach i. Nationalpark,8101452,29,AT
Admont,8101455,29,AT
Frauenberg a.d. Enns,8101456,29,AT
Selzthal,8101457,29,AT
Liezen,8101459,29,AT
Wörschach Schwefelbad,8101460,29,AT
Stainach-Irdning,8101461,29,AT
Niederöblarn,8101465,29,AT
Öblarn,8101466,29,AT
Stein a. d. Enns,8101467,29,AT
Gröbming,8101468,29,AT
Pruggern,8101469,29,AT
Aich-Assach,8101470,29,AT
Haus,8101471,29,AT
Schladming,8101473,29,AT
Pichl,8101474,29,AT
Mandling,8101475,29,AT
Radstadt,8101477,29,AT
Altenmarkt/Pongau,8101478,29,AT
Eben im Pongau,8101479,29,AT
Niedernfritz-St. Martin,8101480,29,AT
Hüttau,8101481,29,AT
Pöham,8101482,29,AT
Mauthausen,8101523,29,AT
St. Pantaleon,8101524,29,AT
Herzograd,8101525,29,AT
Ernsthofen,8101526,29,AT
Dorf a. d. Enns,8101527,29,AT
Ramingdorf-Haidershofen,8101528,29,AT
Steyr-Münichholz,8101529,29,AT
Steyr,8101530,29,AT
Garsten,8101532,29,AT
Lahrndorf,8101534,29,AT
Dürnbach,8101535,29,AT
Ternberg,8101536,29,AT
Trattenbach,8101537,29,AT
Losenstein,8101538,29,AT
Reichraming,8101539,29,AT
Grossraming Kraftwerk,8101540,29,AT
Grossraming,8101541,29,AT
Küpfern,8101542,29,AT
Summerau(Gr),8101581,17,CZ
Summerau,8101581,29,AT
Freistadt,8101583,29,AT
Lasberg-St. Oswald,8101585,29,AT
Kefermarkt,8101586,29,AT
Pregarten,8101588,29,AT
Schloss Haus,8101589,29,AT
Gaisbach-Wartberg,8101590,29,AT
Linz Oed,8101591,29,AT
Katsdorf,8101592,29,AT
Lungitz,8101593,29,AT
St. Georgen a. d. Gusen Haltestelle,8101594,29,AT
St. Georgen a.d. Gusen,8101595,29,AT
Pulgarn,8101596,29,AT
Steyregg,8101597,29,AT
Linz Franckstrasse,8101599,29,AT
Linz Wegscheid,8101600,29,AT
St. Martin bei Traun,8101601,29,AT
Ansfelden,8101603,29,AT
Nettingsdorf,8101604,29,AT
Nöstlbach-St. Marien,8101605,29,AT
Neuhofen a. d. Krems,8101606,29,AT
Kematen a. d. Krems,8101607,29,AT
Rohr-Bad Hall,8101609,29,AT
Kremsmünster,8101611,29,AT
Wartberg a. d. Krems,8101614,29,AT
Nussbach,8101615,29,AT
Schlierbach,8101616,29,AT
Kirchdorf a.d. Krems,8101618,29,AT
Micheldorf,8101619,29,AT
Klaus,8101622,29,AT
Steyrling,8101624,29,AT
Hinterstoder,8101625,29,AT
Rossleithen,8101628,29,AT
Windischgarsten,8101629,29,AT
Spital am Pyhrn,8101630,29,AT
Ardning,8101632,29,AT
Stadt Rottenmann,8101634,29,AT
Trieben,8101637,29,AT
Gaishorn,8101638,29,AT
Wald am Schoberpass,8101641,29,AT
Kalwang,8101643,29,AT
Mautern,8101646,29,AT
Kammern,8101647,29,AT
St. Michael,8101650,29,AT
Achleitnersiedlung,8101660,29,AT
Linz Urfahr,8101661,29,AT
Puchenau West,8101662,29,AT
Puchenau,8101663,29,AT
Dürnberg,8101664,29,AT
Ottensheim,8101665,29,AT
Walding,8101666,29,AT
Rottenegg,8101667,29,AT
Lacken,8101668,29,AT
Gerling O.Ö.,8101669,29,AT
Neuhaus-Niederwaldkirchen,8101671,29,AT
Kleinzell,8101672,29,AT
Neufelden,8101673,29,AT
Iglmühle,8101675,29,AT
Rohrbach-Berg,8101677,29,AT
Oepping,8101678,29,AT
Schlägl,8101679,29,AT
Aigen-Schlägl,8101680,29,AT
Haiding,8101722,29,AT
Bad Schallerbach-Wallern,8101724,29,AT
Schlüsslberg,8101725,29,AT
Grieskirchen-Gallsp.,8101726,29,AT
Obertrattnach-Markt Hofkirchen,8101727,29,AT
Neumarkt-Kallham,8101729,29,AT
Kimpling,8101731,29,AT
Kumpfmühl,8101732,29,AT
Riedau,8101733,29,AT
Zell a. d. Pram,8101734,29,AT
Andorf,8101736,29,AT
Taufkirchen a.d. Pram,8101737,29,AT
Gopperding,8101739,29,AT
Schärding,8101740,29,AT
Wernstein,8101741,29,AT
Breitwiesen,8101751,29,AT
Finklham,8101752,29,AT
Breitenaich,8101753,29,AT
Kalköfen-Daxberg,8101754,29,AT
Lahöfen,8101755,29,AT
Eferding,8101756,29,AT
Leumühle,8101757,29,AT
Pupping,8101758,29,AT
Karling,8101759,29,AT
Aschach a. d. Donau,8101760,29,AT
Wendling,8101781,29,AT
Pram-Haag,8101782,29,AT
Peterskirchen,8101784,29,AT
Ried im Innkreis,8101785,29,AT
Neuratting,8101789,29,AT
Gurten,8101790,29,AT
Geinberg,8101791,29,AT
Obernberg-Altheim,8101792,29,AT
Mühlheim,8101793,29,AT
Mining,8101794,29,AT
Hagenau im Innkreis,8101795,29,AT
Braunau am Inn,8101796,29,AT
Wels Messe,8101800,29,AT
Wels Lokalbahn,8101801,29,AT
Schauersberg,8101802,29,AT
Steinhaus bei Wels,8101803,29,AT
Oberhart,8101804,29,AT
Unterhart,8101805,29,AT
Sattledt,8101806,29,AT
Grossendorf,8101822,29,AT
Wiesmühle,8101823,29,AT
Voitsdorf,8101824,29,AT
Wilfling,8101826,29,AT
Pettenbach,8101827,29,AT
Steinbachbrücke,8101829,29,AT
Viechtwang,8101830,29,AT
Scharnstein-Mühldorf,8101831,29,AT
Kothmühle,8101832,29,AT
Traxenbichl,8101833,29,AT
Grünau im Almtal,8101834,29,AT
Diensthubersiedlung,8101835,29,AT
Lehen-Altensam,8101901,29,AT
Wolfshütte,8101902,29,AT
Ottnang-Wolfsegg,8101903,29,AT
Bergern,8101904,29,AT
Holzleithen,8101905,29,AT
Hausruck,8101906,29,AT
Eberschwang,8101907,29,AT
Oberbrunn,8101908,29,AT
Bad Ried,8101910,29,AT
Aurolzmünster Hst,8101911,29,AT
St. Martin/Innkreis,8101913,29,AT
Hart im Innkreis,8101914,29,AT
Antiesenhofen,8101915,29,AT
Dietrichshofen,8101916,29,AT
Suben,8101917,29,AT
Wankham,8101921,29,AT
Aurachkirchen,8101922,29,AT
Pinsdorf,8101923,29,AT
Gmunden,8101924,29,AT
Altmünster/Traunsee,8101925,29,AT
Traunkirchen,8101926,29,AT
Traunkirchen Ort,8101927,29,AT
Ebensee Landungsplatz,8101928,29,AT
Ebensee,8101929,29,AT
Steinkogl,8101930,29,AT
Lahnstein,8101931,29,AT
Langwies,8101932,29,AT
Mitterweissenbach,8101933,29,AT
Bad Ischl,8101934,29,AT
Lauffen,8101936,29,AT
Bad Goisern,8101938,29,AT
Steeg-Gosau,8101939,29,AT
Obersee,8101940,29,AT
Hallstatt,8101941,29,AT
Obertraun-Dachstein,8101942,29,AT
Obertraun-Koppenbrüllerhöhle,8101943,29,AT
Bad Aussee,8101944,29,AT
Kainisch,8101945,29,AT
Bad Mitterndorf-Heilbrunn,8101946,29,AT
Bad Mitterndorf,8101947,29,AT
Tauplitz,8101948,29,AT
Pürgg,8101950,29,AT
Schiflugschanze Kulm,8101951,29,AT
Oberthalheim-Timelkam,8102011,29,AT
Lenzing,8102012,29,AT
Lenzing Ort,8102013,29,AT
Siebenmühlen,8102014,29,AT
Kammer-Schörfling,8102015,29,AT
Friedburg,8102041,29,AT
Lengau,8102042,29,AT
Teichstätt,8102043,29,AT
Achenlohe,8102044,29,AT
Munderfing Dampfsäge,8102045,29,AT
Munderfing,8102046,29,AT
Mattighofen,8102047,29,AT
Furth,8102048,29,DE
Uttendorf-Helpfau,8102049,29,AT
Mauerkirchen,8102050,29,AT
St. Georgen a.d.Mattig,8102051,29,AT
Bergheim,8102066,29,AT
Dorfgastein,8102113,29,AT
Bad Hofgastein,8102114,29,AT
Bad Gastein,8102117,29,AT
Böckstein,8102119,29,AT
Mallnitz-Obervellach,8102121,29,AT
Oberfalkenstein,8102123,29,AT
Penk,8102124,29,AT
Kolbnitz,8102125,29,AT
Mühldorf-Möllbrücke,8102126,29,AT
Pusarnitz,8102127,29,AT
Spittal-Millstsee,8102128,29,AT
Paternion-Feistritz,8102129,33,AT
Rothenthurn,8102130,29,AT
Ferndorf,8102131,29,AT
Markt Paternion,8102132,29,AT
Paternion-Feistritz,8102133,29,AT
Weissenstein-Keller,8102134,29,AT
Puch bei Villach,8102136,29,AT
Gödersdorf,8102137,29,AT
Finkenstein,8102138,29,AT
Faak am See,8102139,29,AT
Ledenitzen,8102141,29,AT
Winkl im Rosental,8102142,29,AT
Rosenbach,8102143,29,AT
Kirchbichl,8102181,29,AT
Langkampfen,8102182,29,AT
Schaftenau,8102183,29,AT
Kufstein,8102184,17,AT
Kufstein,8102184,17,AT
Salzburg Hbf,8102205,33,DE
Salzburg Hbf,8102205,33,AT
Fugen-Hart im Zillertal,8102206,33,AT
Angererbach-Ahrnbach,8102218,29,AT
Innsbruck Hötting,8102221,29,AT
Allerheiligenhöfe,8102222,17,AT
Kranebitten,8102223,29,AT
Hochzirl,8102225,29,AT
Leithen,8102226,29,AT
Reith,8102227,29,AT
Seefeld in Tirol,8102228,29,AT
Giessenbach,8102230,29,AT
Scharnitz,8102231,29,AT
Bichlb. Almkopfbahn,8102243,29,AT
Ehrwald Zugspitzbahn,8102244,29,AT
Lermoos,8102245,29,AT
Lahn,8102246,29,AT
Bichlbach-Berwang,8102247,29,AT
Heiterwang-Plansee,8102248,29,AT
Reutte(Tirol)Schulz.,8102250,29,AT
Reutte(Tirol),8102251,29,AT
Pflach,8102252,29,AT
Musau,8102253,29,AT
Ulrichsbrücke-Füss,8102254,29,AT
Schönbichl,8102256,29,AT
Unterberg-Stefansbrücke,8102261,29,AT
Patsch,8102262,29,AT
Matrei,8102263,29,AT
Steinach in Tirol,8102264,29,AT
St. Jodok,8102265,29,AT
Gries,8102266,29,AT
Feldkirch-Amberg,8102321,29,AT
Rankweil,8102322,29,AT
Sulz-Röthis,8102323,29,AT
Klaus in Vorarlberg,8102324,29,AT
Götzis,8102325,29,AT
Altach,8102326,29,AT
Hohenems,8102327,29,AT
Hatlerdorf,8102328,29,AT
Dornbirn,8102329,29,AT
Haselstauden,8102331,29,AT
Schwarzach in Vorarlberg,8102332,29,AT
Wolfurt,8102333,29,AT
Lauterach,8102334,29,AT
Riedenburg,8102335,29,AT
Bregenz,8102336,29,AT
Dornbirn-Schoren,8102337,29,AT
Bregenz Hafen,8102338,29,AT
Lochau-Hörbranz,8102339,29,AT
Hard-Fussach,8102351,29,AT
Lustenau,8102352,29,AT
Wien Franz-Josefs-Bahnhof,8102401,29,AT
Wien Spittelau,8102404,29,AT
Wien Nussdorf,8102407,29,AT
Klosterneuburg-Weidling,8102409,29,AT
Klosterneuburg-Kierling,8102410,29,AT
Unter Kritzendorf,8102411,29,AT
Kritzendorf,8102412,29,AT
Höflein a. d. Donau,8102413,29,AT
Greifenstein-Altenberg,8102414,29,AT
St. Andrä-Wördern,8102415,29,AT
Zeiselmauer-Königstetten,8102416,29,AT
Muckendorf-Wipfing,8102417,29,AT
Langenlebarn,8102418,29,AT
Tulln,8102419,29,AT
Absdorf-Hippersdorf,8102423,29,AT
Absberg,8102424,29,AT
Grosswiesendorf-Tiefenthal,8102425,29,AT
Grossweikersdorf,8102426,29,AT
Glaubendorf-Wetzdorf,8102427,29,AT
Ziersdorf,8102428,29,AT
Ravelsbach,8102429,29,AT
Limberg-Maissau,8102430,29,AT
Straning,8102431,29,AT
Eggenburg,8102433,29,AT
Klein Meiseldorf-Maria Dreieichen,8102434,29,AT
Sigmundsherberg,8102435,29,AT
Hötzelsdorf-Geras,8102438,29,AT
Irnfritz,8102440,29,AT
Göpfritz,8102442,29,AT
Allentsteig,8102443,29,AT
Schwarzenau,8102444,29,AT
Vitis,8102447,29,AT
Hirschbach,8102448,29,AT
Pürbach-Schrems,8102449,29,AT
Gmünd(Gr),8102452,17,AT
Gmünd(Gr),8102452,17,AT
Hausleiten,8102462,29,AT
Gaisruck,8102463,29,AT
Königsbrunn-Unterstockstall,8102466,29,AT
Kirchberg am Wagram,8102467,29,AT
Fels,8102468,29,AT
Wagram-Grafenegg,8102469,29,AT
Etsdorf-Strass,8102470,29,AT
Hadersdorf am Kamp,8102471,29,AT
Gedersdorf,8102472,29,AT
Rohrendorf,8102473,29,AT
Krems a. d. Donau,8102474,29,AT
Sarmingstein,8102498,29,AT
St. Nikola-Struden,8102499,29,AT
Grein Stadt,8102500,29,AT
Grein-Bad Kreuzen,8102501,29,AT
Dornach,8102502,29,AT
Saxen,8102503,29,AT
Baumgartenberg,8102504,29,AT
Arbing,8102505,29,AT
Perg,8102507,29,AT
Aisthofen,8102508,29,AT
Schwertberg,8102509,29,AT
Perg Schulzentrum,8102510,29,AT
Gobelsburg,8102511,29,AT
Langenlois,8102512,29,AT
Zöbing,8102513,29,AT
Schönberg am Kamp,8102514,29,AT
Stiefern,8102515,29,AT
Plank am Kamp,8102516,29,AT
Buchberg,8102517,29,AT
Gars-Thunau,8102518,29,AT
Kamegg,8102519,29,AT
Rosenburg,8102520,29,AT
Stallegg,8102521,29,AT
Horn,8102522,29,AT
Breiteneich bei Horn,8102523,29,AT
Altenhof,8102524,29,AT
Laa a.d. Thaya Stadt,8102543,29,AT
Furth-Palt,8102551,29,AT
Furth-Göttweig,8102552,29,AT
Klein Wien,8102553,29,AT
Paudorf,8102554,29,AT
Meidling im Tal,8102555,29,AT
Statzendorf,8102556,29,AT
Herzogenburg-Wielandsthal,8102557,29,AT
Gmünd NÖ.,8102600,29,AT
Wien Brünner Strasse,8102642,29,AT
Wien Jedlersdorf,8102645,29,AT
Wien Strebersdorf,8102646,29,AT
Langenzersdorf,8102647,29,AT
Bisamberg,8102648,29,AT
Korneuburg,8102649,29,AT
Leobendorf-Burg Kreuzenstein,8102651,29,AT
Spillern,8102652,29,AT
Stockerau,8102653,29,AT
Ober Olberndorf,8102654,29,AT
Sierndorf,8102655,29,AT
Höbersdorf,8102656,29,AT
Schönborn-Mallebarn,8102657,29,AT
Göllersdorf,8102658,29,AT
Breitenwaida,8102660,29,AT
Hollabrunn,8102662,29,AT
Hetzmannsdorf-Wullersdorf,8102663,29,AT
Guntersdorf,8102664,29,AT
Zellerndorf,8102665,29,AT
Platt,8102666,29,AT
Retz,8102667,29,AT
Unterretzbach,8102669,29,AT
Unterretzbach(Gr),8102670,17,AT
Unterretzbach(Gr),8102670,17,AT
Pillichsdorf,8102737,29,AT
Gross Engersdorf,8102738,29,AT
Bockfliess,8102739,29,AT
Auersthal,8102740,29,AT
Raggendorf Markt,8102741,29,AT
Gross Schweinbarth,8102743,29,AT
Raggendorf,8102771,29,AT
Matzen,8102772,29,AT
Prottes,8102773,29,AT
Bad Pirawarth,8102781,29,AT
Wien Traisengasse,8102803,29,AT
Wien Siemensstrasse,8102807,29,AT
Wien Leopoldau,8102808,29,AT
Wien Süssenbrunn,8102810,29,AT
Deutsch Wagram,8102812,29,AT
Strasshof,8102813,29,AT
Silberwald,8102815,29,AT
Gänserndorf,8102816,29,AT
Weikendorf-Dörfles,8102817,29,AT
Tallesbrunn,8102818,29,AT
Angern,8102819,29,AT
Stillfried,8102820,29,AT
Dürnkrut,8102821,29,AT
Jedenspeigen,8102822,29,AT
Sierndorf a.d. March,8102823,29,AT
Drösing,8102824,29,AT
Hohenau,8102825,29,AT
Rabensburg,8102826,29,AT
Bernhardsthal,8102828,29,AT
Helmahof,8102830,29,AT
Weikendorf,8102835,29,AT
Oberweiden,8102837,29,AT
Wien Mitte,8102842,29,AT
Wien Rennweg,8102844,29,AT
Wien Hbf (Bahnsteige 1-2),8102847,29,AT
Wien Haidestrasse,8102854,29,AT
Wien Praterkai,8102858,29,AT
Wien Lobau,8102859,29,AT
Flughafen Wien (Vie),8102859,29,AT
Wien Stadlau,8102862,29,AT
Gerasdorf,8102865,29,AT
Kapellerfeld,8102866,29,AT
Seyring,8102867,29,AT
Obersdorf Hst.,8102868,29,AT
Wolkersdorf,8102869,29,AT
Ulrichskirchen,8102870,29,AT
Schleinbach,8102871,29,AT
Hautzendorf,8102872,29,AT
Niederkreuzstetten,8102873,29,AT
Neubau-Kreuzstetten,8102874,29,AT
Ladendorf,8102875,29,AT
Paasdorf,8102876,29,AT
Mistelbach,8102877,29,AT
