0360175|Bahnhof Philippsbur|491355N|082712E|9|76661|DE
0360468|Rheinsheim Schule P|491357N|082435E|9|76661|DE
0361582|Gemmingen West|490916N|085839E|9|75050|DE
0361583|Schwaigern West|490916N|085839E|9|75050|DE
0361844|Bahnhof Rastatt|485138N|081255E|9|76437|DE
0362612|Durlach Bahnhof West|490006N|082745E|9|76227|DE
0363010|Bahnhof Mühlacker|485710N|085045E|9|75417|DE
0364189|Enzisweiler Bahnhofs|473351N|093955E|9|88131|DE
0364751|Herdstelle Ehningen|483938N|085710E|9|71139|DE
0365110|Haueneberstein Bahnh|484724N|081128E|9|76532|DE
0366038|Bahnhof West Neckar|491436N|083907E|9|68789|DE
0373010|Bahnhof Mühlacker|485710N|085045E|9|75417|DE
0374811|Bahnhof Gemmingen|490904N|085909E|9|75050|DE
0421043|Bahnhof Offenau|491446N|090954E|9|74254|DE
0421559|Edelfingen Süd Bad|493047N|094435E|9|97980|DE
0462860|Bahnhof Thurnau|500635N|112706E|9|95326|DE
0500901|Saline Rottweil|480856N|083844E|9|78628|DE
0501194|Deißlingen Mitte|480518N|083507E|9|78652|DE
0502515|Epfenhofen Siedlung|474915N|083252E|9|78176|DE
0502518|Randen Ort Blumberg|475517N|083910E|9|78187|DE
0502519|Randensteig Blumber|475002N|083346E|9|78176|DE
0502840|Baden-Brennet Basler|473451N|075438E|9|79664|DE
0504657|Waldshut Bahnhofsvor|473716N|081309E|9|79761|DE
0505742|Bahnhof Bundenthal|490608N|074822E|9|76891|DE
0505809|Bahnhof Dahn|490916N|074616E|9|66994|DE
0505814|Stadtmitte Dahn|490859N|074645E|9|66994|DE
0509158|Reichenbach Bahnhof|503739N|121732E|9|08468|DE
0509365|Alter Friedhof Bruc|504330N|070411E|9|53113|DE
0524975|Zollhaus B27 Blumbe|475020N|083317E|9|78176|DE
0546049|Bahnhof Neukirchen|510515N|123200E|9|04552|DE
0555680|Otto-Hahn-Gymnasium|484050N|085955E|9|71034|DE
0635114|Anderten Hannover|522209N|095139E|9|30559|DE
0681774|Wiedersbach Bahnhof|491745N|102633E|9|91578|DE
0706387|Wrixum West|544159N|083249E|9|25938|DE
0715537|Heckershausen Mitte|512149N|092329E|9|34292|DE
0720478|Spinnerei Ettlingen|485545N|082702E|9|76275|DE
0721217|Huttenheim Kirche P|491148N|082757E|9|76661|DE
0721218|Huttenheim Philippsb|491355N|082712E|9|76661|DE
0721653|Steinbach Rebland B|484402N|080849E|9|76534|DE
0721862|Neudorf Polizei Gra|511821N|092700E|9|34119|DE
0731089|Messedamm/ZOB Berli|523026N|131650E|9|14057|DE
0731493|Winfriedstr. Berlin|522616N|131612E|9|14169|DE
0732838|Rosenthaler Str. Be|523113N|132313E|9|10178|DE
0733816|Schönfließ Kirche M|523921N|132020E|9|16567|DE
0750386|Hütten Bahnhof Sche|492920N|114631E|9|92237|DE
0751300|Bahnhof Münsingen|482434N|092925E|9|72525|DE
0751429|Offenhausen Gomadin|482358N|092213E|9|72532|DE
0833464|Schulzentrum Möckmü|491916N|092129E|9|74219|DE
0940214|Eutingen Rößlestaffe|485435N|084441E|9|75181|DE
0945255|Schulzentrum Haßfur|500159N|103035E|9|97437|DE
0945272|Bahnhof Hofheim i.|500503N|082640E|9|65719|DE
0996301|Busbahnhof Oberhof|504103N|104234E|9|98559|DE
0996594|Bahnhof Zella-Mehli|503847N|104029E|9|98544|DE
2021064|Apetenok|543222N|1284124E|9|676239|RU
2028600|Ushaki|593101N|305423E|9|187000|RU
2028671|Miasnoi Bor|584900N|312752E|9|173503|RU
2031086|Irsa|592715N|315415E|9|187110|RU
2032382|Pavlovskaia|460730N|395011E|9|352045|RU
2036600|Sablino|593807N|304526E|9|187010|RU
2046119|Tregubovo|585926N|313224E|9|174203|RU
2116170|Bigosovo|555001N|274418E|9|None|BY
2232000|Darnytsia|502550N|303837E|9|02000|UA
2232240|Sviatoshyn|502728N|302321E|9|02000|UA
2250025|Lvov|495023N|235939E|9|79000|UA
2250028|Ternopol|493313N|253602E|9|46000|UA
2250036|Vinnica|491421N|283038E|9|21000|UA
2250106|Podzamche|495104N|240210E|9|79000|UA
2250124|Jagodin|511153N|235345E|9|44350|UA
2250149|Chernovcy|481803N|255548E|9|58000|UA
2250152|Jitomir|501607N|284151E|9|10001|UA
2250154|Rovno|503739N|261423E|9|33004|UA
2250160|Berdichev|495321N|283646E|9|13300|UA
2250165|Ivano-Frankovsk|485531N|244324E|9|76000|UA
