AMA|0518347|en|Kunsthalle, Mannheim|Kunsthalle, Mannhei
AMA|0518370|en|Universität, Mannhe|Universität, Mannhe
AMA|0518530|en|Seckenheim Rathaus,|Seckenheim Rathaus,
AMA|0518551|en|Kapellenberg, Viernh|Kapellenberg, Viern
AMA|0518553|en|Tivoli (RNZ), Viernh|Tivoli (RNZ), Viern
AMA|0518587|en|Stahlbad, Weinheim|Stahlbad, Weinheim
AMA|0524175|en|Gündelwangen Vorder|Gündelwangen Vorder
AMA|0532175|en|Kappel Gutachbrücke|Kappel Gutachbrücke
AMA|0532975|en|Atzenbach, Zell im W|Atzenbach, Zell im
AMA|0536335|en|Gündelwangen Hirsch|Gündelwangen Hirsch
AMA|0540301|en|Busbahnhof, Arzberg|Busbahnhof, Arzberg
AMA|0540975|en|Sparkasse, Schönau|Sparkasse, Schönau
AMA|0541528|en|Hildenbach Abzw., Wu|Hildenbach Abzw., W
AMA|0541545|en|Hildenbach Ort, Wuns|Hildenbach Ort, Wun
AMA|0541866|en|Jagdhof, Kirchham|Jagdhof, Kirchham
AMA|0541870|en|Würding Raiffeisenb|Würding Raiffeisenb
AMA|0541872|en|Riedenburg Badehaus|Riedenburg Badehaus
AMA|0541874|en|Safferstetten Dorfpl|Safferstetten Dorfp
AMA|0541882|en|Haus Senator, Kirchh|Haus Senator, Kirch
AMA|0541902|en|Marktplatz, Ortenbur|Marktplatz, Ortenbu
AMA|0542059|en|Europa-Therme, Bad F|Europa-Therme, Bad
AMA|0542061|en|Johannesbad, Bad Fü|Johannesbad, Bad Fü
AMA|0542062|en|Kath. Kirche, Bad F|Kath. Kirche, Bad F
AMA|0542575|en|Schafhausen Würmbr|Schafhausen Würmbrü
AMA|0542657|en|Abzw. Bahnhof, Waldk|Abzw. Bahnhof, Wald
AMA|0542697|en|Reiterhof, Haidmühl|Reiterhof, Haidmühl
AMA|0543615|en|Busbahnhof, Freyung|Busbahnhof, Freyung
AMA|0544335|en|Rathaus, Wurmlingen|Rathaus, Wurmlingen
AMA|0544868|en|Erkersreuth, Plößb|Erkersreuth, Plöß
AMA|0544877|en|Post, Bärnau|Post, Bärnau
AMA|0544889|en|Gewerbegebiet Süd,|Gewerbegebiet Süd,
AMA|0544907|en|Naabbrücke, Erbendo|Naabbrücke, Erbendo
AMA|0544908|en|Kriegerdenkmal, Erbe|Kriegerdenkmal, Erb
AMA|0545020|en|Bahnhof, Nabburg|Bahnhof, Nabburg
AMA|0545149|en|Abzw. Krankenhaus, T|Abzw. Krankenhaus,
AMA|0545296|en|Hauptbahnhof, Bayreu|Hauptbahnhof, Bayre
AMA|0546095|en|Marktplatz, Königst|Marktplatz, Königst
AMA|0546314|en|Bahnhof, Bad Steben|Bahnhof, Bad Steben
AMA|0546374|en|Schwimmbad, Nordhalb|Schwimmbad, Nordhal
AMA|0546375|en|Siedlung Nord, Nordh|Siedlung Nord, Nord
AMA|0546376|en|Karolinenh., Nordhal|Karolinenh., Nordha
AMA|0546482|en|Stoffelsmühle, Nord|Stoffelsmühle, Nord
AMA|0546586|en|Neugrüner Str., Meh|Neugrüner Str., Meh
AMA|0546587|en|Bärnschlag, Mehlmei|Bärnschlag, Mehlmei
AMA|0546588|en|Busbahnhof, Fichtelb|Busbahnhof, Fichtel
AMA|0547026|en|Safferstetten Bachst|Safferstetten Bachs
AMA|0547052|en|Wunsiedel Ost|Wunsiedel Ost
AMA|0547060|en|Krankenhaus, Waldkir|Krankenhaus, Waldki
AMA|0547185|en|Abzw. Krohenhammer,|Abzw. Krohenhammer,
AMA|0548175|en|Busbahnhof, St. Blas|Busbahnhof, St. Bla
AMA|0548975|en|Marktplatz, Magstadt|Marktplatz, Magstad
AMA|0550575|en|Apotheke, Beilstein|Apotheke, Beilstein
AMA|0553990|en|Oldendorf an der Gö|Oldendorf an der Gö
AMA|0555012|en|Heimerdingen Hemming|Heimerdingen Hemmin
AMA|0555148|en|Rathaus, Rutesheim|Rathaus, Rutesheim
AMA|0555199|en|Tübinger Straße, D|Tübinger Straße,
AMA|0555254|en|Neuschöntal, Backna|Neuschöntal, Backna
AMA|0555347|en|Münchingen Friedhof|Münchingen Friedhof
AMA|0555647|en|Burgstall Rötesiedl|Burgstall Rötesiedl
AMA|0555650|en|Burgstall Murrbrück|Burgstall Murrbrück
AMA|0555698|en|Freibad, Böblingen|Freibad, Böblinge
AMA|0555862|en|Altes Rathaus, Dette|Altes Rathaus, Dett
AMA|0556120|en|Entringen Hauffstra|Entringen Hauffstra
AMA|0556123|en|Entringen Obere Stra|Entringen Obere Str
AMA|0556133|en|Erbstetten Ortsmitte|Erbstetten Ortsmitt
AMA|0556134|en|Schweißbrücke, Erd|Schweißbrücke, Er
AMA|0556136|en|Huober, Erdmannhause|Huober, Erdmannhaus
AMA|0556175|en|Rathaus, Häusern|Rathaus, Häusern
AMA|0556277|en|Fornsbach Alte Stra|Fornsbach Alte Stra
AMA|0556352|en|ZOB, Esslingen am Ne|ZOB, Esslingen am N
AMA|0556753|en|Gültstein Kirche, H|Gültstein Kirche, H
AMA|0556975|en|Maichingen Rathaus,|Maichingen Rathaus,
AMA|0557055|en|Bahnhofstr., Ortenbu|Bahnhofstr., Ortenb
AMA|0557144|en|Burgstaller Straße,|Burgstaller Straße
AMA|0557278|en|Korntal Hauffstraße|Korntal Hauffstraße
AMA|0557412|en|Golfplatz, Leonberg|Golfplatz, Leonberg
AMA|0558058|en|Amtsgericht, Nürtin|Amtsgericht, Nürtin
AMA|0558450|en|Friedhof, Renningen|Friedhof, Renningen
AMA|0558575|en|Rosenplatz, Großbot|Rosenplatz, Großbot
AMA|0561013|en|ZOB, Sindelfingen|ZOB, Sindelfingen
AMA|0561018|en|Schwieberdingen Mitt|Schwieberdingen Mit
AMA|0561070|en|Unterlenningen Bruck|Unterlenningen Bruc
AMA|0561074|en|Rathaus, Bempflingen|Rathaus, Bempflinge
AMA|0561105|en|Hanns-Klemm-Straße|Hanns-Klemm-Straße
AMA|0561112|en|Ortsmitte, Oppenweil|Ortsmitte, Oppenwei
AMA|0561117|en|Haubersbronn Rathaus|Haubersbronn Rathau
AMA|0561118|en|Miedelsbach Rathaus,|Miedelsbach Rathaus
AMA|0561119|en|Schlechtbach Michela|Schlechtbach Michel
AMA|0561120|en|Schlechtbach Ortsmit|Schlechtbach Ortsmi
AMA|0561838|en|Herrenberger Straße|Herrenberger Straße
AMA|0562183|en|Rathaus, Nufringen|Rathaus, Nufringen
AMA|0563375|en|Busbahnhof, Bad Dür|Busbahnhof, Bad Dür
AMA|0564175|en|Rathaus, Höchenschw|Rathaus, Höchenschw
AMA|0567047|en|Markt, Uedem|Markt, Uedem
AMA|0567127|en|Verkehrsamt, Müllhe|Verkehrsamt, Müllhe
AMA|0570973|en|ZOB Bahnhofstraße,|ZOB Bahnhofstraße,
AMA|0571072|en|Hubacker Brücke/Bah|Hubacker Brücke/Bah
AMA|0571095|en|Ibach Jägerhaus/Bah|Ibach Jägerhaus/Bah
AMA|0571375|en|Rößleplatz, Furtwa|Rößleplatz, Furtw
AMA|0571879|en|Ramsbach Bierhäusle|Ramsbach Bierhäusle
AMA|0571881|en|Ramsbach Rathaus, Op|Ramsbach Rathaus, O
AMA|0572495|en|Lindenplatz, Nordhal|Lindenplatz, Nordha
AMA|0573775|en|Markgröningen Mitte|Markgröningen Mitte
AMA|0574327|en|Oermter Berg, Rheurd|Oermter Berg, Rheur
AMA|0574575|en|Ortsmitte, Murr|Ortsmitte, Murr
AMA|0574815|en|Maibaum, Farchant|Maibaum, Farchant
AMA|0578575|en|Talhausen Abzw. Bahn|Talhausen Abzw. Bah
AMA|0580470|en|Laarwald Bahnhof, La|Laarwald Bahnhof, L
AMA|0581775|en|Bahnhofstraße, Mög|Bahnhofstraße, Mö
AMA|0582575|en|Rathaus, Oberstenfel|Rathaus, Oberstenfe
AMA|0587375|en|Triberger Str., Scho|Triberger Str., Sch
AMA|0587874|en|Vluyner Südring, Ne|Vluyner Südring, Ne
AMA|0588612|en|Frankengraben, Zülp|Frankengraben, Zülp
AMA|0589343|en|Kirche, Raesfeld|Kirche, Raesfeld
AMA|0591116|en|Liebenstein, Bad Hin|Liebenstein, Bad Hi
AMA|0591120|en|Oberjoch Ort/B308, B|Oberjoch Ort/B308,
AMA|0593464|en|Wohnheim ISK, Wasser|Wohnheim ISK, Wasse
AMA|0593775|en|Gemeindehaus, Gutach|Gemeindehaus, Gutac
AMA|0595375|en|Bahnhofstr. (Bus), B|Bahnhofstr. (Bus),
AMA|0596141|en|Kreisklinik, Wasserb|Kreisklinik, Wasser
AMA|0597390|en|Von-Kronenfeldt-Stra|Von-Kronenfeldt-Str
AMA|0598637|en|Altenbruch Kirche, C|Altenbruch Kirche,
AMA|0599455|en|Langhans, Beilstein|Langhans, Beilstein
AMA|0599627|en|Fröbelweg, Otterndo|Fröbelweg, Otterndo
AMA|0599631|en|Mulsum Mitte, Wurste|Mulsum Mitte, Wurst
AMA|0599924|en|Heiligenberg B6, Bru|Heiligenberg B6, Br
AMA|0599934|en|Kindergarten, Hoyerh|Kindergarten, Hoyer
AMA|0600205|en|Schulzentrum, Hoya|Schulzentrum, Hoya
AMA|0600206|en|Volksbank, Hoya|Volksbank, Hoya
AMA|0600403|en|Bahnhof, Hoya|Bahnhof, Hoya
AMA|0600440|en|Schule, Hoyerhagen|Schule, Hoyerhagen
AMA|0600443|en|Kirche, Hoyerhagen|Kirche, Hoyerhagen
