BNE|UIC|5102150|5102150|Aleksandrów Kujawski|Aleksandrów Kujawsk|29|CET|525231E|184148N|||||PL||||||1
BNE|UIC|5102500|5102500|Kunica Białostocka|Kunica Białostock|29|CET|533040E|233829N|||||PL||||||1
BNE|UIC|7874060|7874060|Zagreb Zapadni kolodvor|Zagreb Zapadni kolod|29|CET|454833N|155715E|||||HR||||||1
BNE|UIC|7872480|7872480|Zagreb Glavni kolodvor|Zagreb Glavni kolodv|29|CET|454816E|155842N|||||HR||||||1
BNE|UIC|5311140|5311140|Drobeta Turnu Severin|Drobeta Turnu Severi|29|CET|443719N|223838E|||||RO||||||1
BNE|UIC|5454093|5454093|Golèùv Jeníkov mìsto|Golèùv Jeníkov m|29|CET|494918E|152824N|||||CZ||||||1
BNE|UIC|5454110|5454110|Rychnov nad Knìžnou|Rychnov nad Knìžno|29|CET|500928E|161625N|||||CZ||||||1
BNE|UIC|5454133|5454133|Svìtlá nad Sázavou|Svìtlá nad Sázavo|29|CET|494013E|152500N|||||CZ||||||1
BNE|UIC|5437085|5437085|Sudomìøice nad Moravou|Sudomìøice nad Mor|29|CET|485219E|171437N|||||CZ||||||1
BNE|UIC|5453519|5453519|Klášterec nad Ohøí|Klášterec nad Ohø|29|CET|502306E|131147N|||||CZ||||||1
BNE|UIC|5503368|55G0004|Balatonszéplak felsõ|Balatonszéplak fels|29|CET|465352N|180103E|||||HU||||||1
BNE|UIC|5503400|5503400|Szántód-Kõröshegy|Szántód-Kõrösheg|29|CET|465144N|175358E|||||HU||||||1
BNE|UIC|5436145|5436145|Staré Mìsto u Uherského Hradištì|Staré Mìsto u Uher|29|CET|490435E|172523N|||||CZ||||||1
BNE|UIC|5453159|5453159|Ústí nad Labem západ|Ústí nad Labem zá|29|CET|503930E|140151N|||||CZ||||||1
BNE|UIC|5453179|5453179|Ústí nad Labem hlavní nádraží|Ústí nad Labem hla|33|CET|503934E|140241N|||||CZ||||||1
BNE|UIC|5453180|5453180|Týništì nad Orlicí|Týništì nad Orlic|29|CET|500917E|160428N|||||CZ||||||1
BNE|UIC|5501180|55G0001|Almásfüzitõ felsõ|Almásfüzitõ fels|29|CET|474352N|181301E|||||HU||||||1
BNE|UIC|5476985|5476985|Hamry-Hojsova Stráž|Hamry-Hojsova Strá|29|CET|491242E|131029N|||||CZ||||||1
BNE|UIC|5477015|5477015|Železná Ruda mìsto|Železná Ruda mìst|29|CET|490835E|131345N|||||CZ||||||1
BNE|UIC|5501321|5501321|Lébény-Mosonszentmiklós|Lébény-Mosonszentm|29|CET|474521N|172531E|||||HU||||||1
BNE|UIC|5515123|5515123|Debrecen-Szabadságtelep|Debrecen-Szabadságt|29|CET|473139N|213931E|||||HU||||||1
BNE|UIC|5433295|5433295|Brno hlavní nádraží|Brno hlavní nádra|33|CET|491125E|163645N|||||CZ||||||1
BNE|UIC|5433334|5433324|Frenštát pod Radhoštìm|Frenštát pod Radho|29|CET|493232E|181324N|||||CZ||||||1
BNE|UIC|5433732|5433732|Hranice na Moravì mìsto|Hranice na Moravì m|29|CET|493244E|174430N|||||CZ||||||1
BNE|UIC|5433925|5433925|Hrušovany nad Jevišovkou|Hrušovany nad Jevi|29|CET|484836E|162301N|||||CZ||||||1
BNE|UIC|5474585|5474585|Karlovy Vary dolní nádraží|Karlovy Vary dolní |29|CET|501349E|125150N|||||CZ||||||1
BNE|UIC|5474945|5474945|Planá u Mariánských Lázní|Planá u Mariánský|29|CET|495140E|124348N|||||CZ||||||1
BNE|UIC|5399990|53F0005|Any romanian stations|Any romanian station|33|CET|000000N|000000E|||||RO||||||1
BNE|UIC|5433354|5433354|Frýdlant nad Ostravicí|Frýdlant nad Ostrav|29|CET|493521E|182113N|||||CZ||||||1
BNE|UIC|5511817|5511817|Mátraszõlõs-Hasznos|Mátraszõlõs-Haszn|29|CET|475620N|194225E|||||HU||||||1
BNE|UIC|5105640|5105640|Kamieniec Zšbkowicki|Kamieniec Zšbkowick|29|CET|503210E|165401N|||||PL||||||1
BNE|UIC|5105676|5105676|Tułowice Niemodlińskie|Tułowice Niemodliń|29|CET|503553E|173857N|||||PL||||||1
BNE|UIC|5473552|5473552|Veselí nad Lužnicí|Veselí nad Lužnic|29|CET|491137E|144301N|||||CZ||||||1
BNE|UIC|5473565|5473565|Klenèí pod Èerchovem|Klenèí pod Èercho|29|CET|492621E|124919N|||||CZ||||||1
BNE|UIC|5511866|5511866|Kisterenye-Bányatelep|Kisterenye-Bányatel|29|CET|480124N|194951E|||||HU||||||1
BNE|UIC|5511874|5511874|Salgótarján külsõ|Salgótarján küls|29|CET|480620E|194826N|||||HU||||||1
BNE|UIC|5615800|5615800|Kapuany pri Preove|Kapuany pri Preo|29|CET|490238E|211914N|||||SK||||||1
BNE|UIC|5104920|5104920|Ostrowiec więtokrz.|Ostrowiec więtokr|29|CET|505602E|212236N|||||PL||||||1
BNE|UIC|5105454|5105454|Wałbrzych Szczawien.|Wałbrzych Szczawien|29|CET|504856E|161809N|||||PL||||||1
BNE|UIC|5105525|5105525|Boguszów Gorce Wsch.|Boguszów Gorce Wsch|29|CET|504450E|161317N|||||PL||||||1
BNE|UIC|5470045|8026482|Bayerisch Eisenstein(Gr)|Bayerisch Eisenstein|17|CET|||||||DE||||||1
BNE|UIC|5511734|5511734|Mátravidéki Erõmû|Mátravidéki Erõm|29|CET|474309N|194025E|||||HU||||||1
BNE|UIC|5614550|5614550|Dobinská źadová Jaskyňa|Dobinská źadová|29|CET|485234E|201746N|||||SK||||||1
